observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date
sw-446BLOCK5PLOT49,3030615,WS2,Wheat_Spring_MTA,25716,https://doi.org/10.15454/UHXQIL,AXONA,VIRTUAL_TRIAL,,,,,19,12,,2015,89,2015-06-08T02:00:00Z,77,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-448BLOCK1PLOT14,3030305,WS2,Wheat_Spring_MTA,25729,https://doi.org/10.15454/WXYTHM,HANA,VIRTUAL_TRIAL,,,,,4,2,,2015,101,2015-06-20T02:00:00Z,59,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-153BLOCK7PLOT44,3030827,WS2,Wheat_Spring_MTA,48113,https://doi.org/10.15454/OOWNKD,CONTUR,VIRTUAL_TRIAL,,,,,30,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-220BLOCK5PLOT8,3030591,WS2,Wheat_Spring_MTA,48254,https://doi.org/10.15454/XAVW4C,IG 42416,VIRTUAL_TRIAL,,,,,18,8,,2015,84,2015-06-03T02:00:00Z,100,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-221BLOCK5PLOT9,3030611,WS2,Wheat_Spring_MTA,48255,https://doi.org/10.15454/OBAB25,IG 42868,VIRTUAL_TRIAL,,,,,19,8,,2015,84,2015-06-03T02:00:00Z,100,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-223BLOCK3PLOT35,3030380,WS2,Wheat_Spring_MTA,48256,https://doi.org/10.15454/I8MR9E,IG 122348,VIRTUAL_TRIAL,,,,,7,17,,2015,89,2015-06-08T02:00:00Z,93,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-224BLOCK3PLOT31,3030300,WS2,Wheat_Spring_MTA,48257,https://doi.org/10.15454/KHX1RQ,IG 122491,VIRTUAL_TRIAL,,,,,3,17,,2015,,,,,2,2015-04-24T02:00:00Z
sw-225BLOCK6PLOT61,3030530,WS2,Wheat_Spring_MTA,48258,https://doi.org/10.15454/QUWQYC,IG 122619,VIRTUAL_TRIAL,,,,,15,7,,2015,85,2015-06-04T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-329BLOCK6PLOT17,3030585,WS2,Wheat_Spring_MTA,22071,https://doi.org/10.15454/I9TQPI,BEL ET BON,VIRTUAL_TRIAL,,,,,18,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-058BLOCK3PLOT8,3030437,WS2,Wheat_Spring_MTA,21899,https://doi.org/10.15454/PS6BNT,AMI,VIRTUAL_TRIAL,,,,,10,14,,2015,,,,,2,2015-04-24T02:00:00Z
sw-058BLOCK9PLOT10,3030797,WS2,Wheat_Spring_MTA,21899,https://doi.org/10.15454/PS6BNT,AMI,VIRTUAL_TRIAL,,,,,28,14,,2015,,,,,2,2015-04-24T02:00:00Z
sw-057BLOCK5PLOT51,3030456,WS2,Wheat_Spring_MTA,25538,https://doi.org/10.15454/AL8B8X,CHANCELIER,VIRTUAL_TRIAL,,,,,11,13,,2015,,,,,2,2015-04-24T02:00:00Z
sw-057BLOCK9PLOT24,3030679,WS2,Wheat_Spring_MTA,25538,https://doi.org/10.15454/AL8B8X,CHANCELIER,VIRTUAL_TRIAL,,,,,22,16,,2015,97,2015-06-16T02:00:00Z,60,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-060BLOCK7PLOT6,3030724,WS2,Wheat_Spring_MTA,48110,https://doi.org/10.15454/5DLIKL,KALTOP,VIRTUAL_TRIAL,,,,,25,1,,2015,,,,,2,2015-04-24T02:00:00Z
sw-442BLOCK7PLOT18,3030745,WS2,Wheat_Spring_MTA,25609,https://doi.org/10.15454/ZUZBM9,ORNICAR,VIRTUAL_TRIAL,,,,,26,2,,2015,,,,,2,2015-04-24T02:00:00Z
sw-299BLOCK5PLOT3,3030491,WS2,Wheat_Spring_MTA,23676,https://doi.org/10.15454/PTV4U3,N46,VIRTUAL_TRIAL,,,,,13,8,,2015,84,2015-06-03T02:00:00Z,40,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-429BLOCK5PLOT17,3030572,WS2,Wheat_Spring_MTA,25004,https://doi.org/10.15454/HIL2HF,STANLEY,VIRTUAL_TRIAL,,,,,17,9,,2015,88,2015-06-07T02:00:00Z,101,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-101BLOCK5PLOT53,3030496,WS2,Wheat_Spring_MTA,22803,https://doi.org/10.15454/TCAC2U,FEMA,VIRTUAL_TRIAL,,,,,13,13,,2015,,,,,3,2015-04-24T02:00:00Z
sw-485BLOCK7PLOT47,3030688,WS2,Wheat_Spring_MTA,23730,https://doi.org/10.15454/TGCO9E,NORIN 29,VIRTUAL_TRIAL,,,,,23,5,,2015,81,2015-05-31T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-403BLOCK7PLOT29,3030746,WS2,Wheat_Spring_MTA,23794,https://doi.org/10.15454/1NV565,ODESSKAYA 16,VIRTUAL_TRIAL,,,,,26,3,,2015,,,,,2,2015-04-24T02:00:00Z
sw-449BLOCK1PLOT51,3030249,WS2,Wheat_Spring_MTA,25826,https://doi.org/10.15454/PUBKGM,FANTAZIYA-ODESSKAYA,VIRTUAL_TRIAL,,,,,1,6,,2015,97,2015-06-16T02:00:00Z,67,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-362BLOCK6PLOT13,3030505,WS2,Wheat_Spring_MTA,22965,https://doi.org/10.15454/CY2TIY,GK-SZÖKE,VIRTUAL_TRIAL,,,,,14,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-287BLOCK1PLOT34,3030307,WS2,Wheat_Spring_MTA,21976,https://doi.org/10.15454/WSRMVJ,ATUT-II,VIRTUAL_TRIAL,,,,,4,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-357BLOCK5PLOT43,3030495,WS2,Wheat_Spring_MTA,22840,https://doi.org/10.15454/OLXOYQ,FLINT,VIRTUAL_TRIAL,,,,,13,12,,2015,100,2015-06-19T02:00:00Z,84,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-280BLOCK5PLOT58,3030596,WS2,Wheat_Spring_MTA,21614,https://doi.org/10.15454/VT1BHK,11IWSWSN14,VIRTUAL_TRIAL,,,,,18,13,,2015,100,2015-06-19T02:00:00Z,71,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-280BLOCK9PLOT52,3030841,WS2,Wheat_Spring_MTA,21614,https://doi.org/10.15454/VT1BHK,11IWSWSN14,VIRTUAL_TRIAL,,,,,30,18,,2015,,,,,2,2015-04-24T02:00:00Z
sw-281BLOCK1PLOT16,3030345,WS2,Wheat_Spring_MTA,21723,https://doi.org/10.15454/4H8LNV,3716-1,VIRTUAL_TRIAL,,,,,6,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-282BLOCK4PLOT22,3030599,WS2,Wheat_Spring_MTA,21776,https://doi.org/10.15454/CQ22CM,CH62022,VIRTUAL_TRIAL,,,,,18,16,,2015,,,,,2,2015-04-24T02:00:00Z
sw-283BLOCK7PLOT22,3030825,WS2,Wheat_Spring_MTA,21854,https://doi.org/10.15454/T1AVRH,AFRICA MAYO,VIRTUAL_TRIAL,,,,,30,2,,2015,77,2015-05-27T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-029BLOCK3PLOT27,3030419,WS2,Wheat_Spring_MTA,21965,https://doi.org/10.15454/CWHFEF,ASAKAZE KOMUGI,VIRTUAL_TRIAL,,,,,9,16,,2015,83,2015-06-02T02:00:00Z,76,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-332BLOCK6PLOT42,3030548,WS2,Wheat_Spring_MTA,22104,https://doi.org/10.15454/XAO56E,BIRGITTA,VIRTUAL_TRIAL,,,,,16,5,,2015,,,,,2,2015-04-24T02:00:00Z
sw-068BLOCK6PLOT16,3030565,WS2,Wheat_Spring_MTA,48108,https://doi.org/10.15454/TXCPYU,VICTO,VIRTUAL_TRIAL,,,,,17,2,,2015,96,2015-06-15T02:00:00Z,52,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-159BLOCK2PLOT2,3030390,WS2,Wheat_Spring_MTA,48108,https://doi.org/10.15454/TXCPYU,VICTO,VIRTUAL_TRIAL,,,,,8,7,,2015,93,2015-06-12T02:00:00Z,46,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-219BLOCK3PLOT56,3030402,WS2,Wheat_Spring_MTA,48253,https://doi.org/10.15454/72FJST,IG 42255,VIRTUAL_TRIAL,,,,,8,19,,2015,86,2015-06-05T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-270BLOCK6PLOT8,3030584,WS2,Wheat_Spring_MTA,48269,https://doi.org/10.15454/VKWOQP,IRAN 417A,VIRTUAL_TRIAL,,,,,18,1,,2015,90,2015-06-09T02:00:00Z,92,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-509BLOCK8PLOT39,3030654,WS2,Wheat_Spring_MTA,48284,https://doi.org/10.15454/JU4ZJN,WC740,VIRTUAL_TRIAL,,,,,21,11,,2015,90,2015-06-09T02:00:00Z,107,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-509BLOCK9PLOT8,3030757,WS2,Wheat_Spring_MTA,48284,https://doi.org/10.15454/JU4ZJN,WC740,VIRTUAL_TRIAL,,,,,26,14,,2015,87,2015-06-06T02:00:00Z,115,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-510BLOCK4PLOT27,3030500,WS2,Wheat_Spring_MTA,48285,https://doi.org/10.15454/CZS9IU,WC742,VIRTUAL_TRIAL,,,,,13,17,,2015,85,2015-06-04T02:00:00Z,103,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-511BLOCK5PLOT62,3030557,WS2,Wheat_Spring_MTA,48286,https://doi.org/10.15454/CJN35W,ABI,VIRTUAL_TRIAL,,,,,16,14,,2015,89,2015-06-08T02:00:00Z,112,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-512BLOCK8PLOT55,3030775,WS2,Wheat_Spring_MTA,48287,https://doi.org/10.15454/VJGRGC,WC816,VIRTUAL_TRIAL,,,,,27,12,,2015,89,2015-06-08T02:00:00Z,97,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-059BLOCK6PLOT32,3030527,WS2,Wheat_Spring_MTA,48338,https://doi.org/10.15454/N5NYQY,SHAMROCK,VIRTUAL_TRIAL,,,,,15,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-027BLOCK5PLOT41,3030455,WS2,Wheat_Spring_MTA,25629,https://doi.org/10.15454/ICT7DY,MV-MAGDALENA,VIRTUAL_TRIAL,,,,,11,12,,2015,,,,,3,2015-04-24T02:00:00Z
sw-445BLOCK3PLOT3,3030337,WS2,Wheat_Spring_MTA,25688,https://doi.org/10.15454/E1CF8Y,ZILVE,VIRTUAL_TRIAL,,,,,5,14,,2015,89,2015-06-08T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-148BLOCK5PLOT46,3030555,WS2,Wheat_Spring_MTA,48111,https://doi.org/10.15454/2YWIOF,BUSSARD,VIRTUAL_TRIAL,,,,,16,12,,2015,,,,,2,2015-04-24T02:00:00Z
sw-261BLOCK3PLOT13,3030338,WS2,Wheat_Spring_MTA,48324,https://doi.org/10.15454/O4FZ4V,8943,VIRTUAL_TRIAL,,,,,5,15,,2015,88,2015-06-07T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-430BLOCK5PLOT66,3030637,WS2,Wheat_Spring_MTA,25049,https://doi.org/10.15454/GGU6KN,WS-13 CARDENO 34/45,VIRTUAL_TRIAL,,,,,20,14,,2015,82,2015-06-01T02:00:00Z,71,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-160BLOCK1PLOT19,3030405,WS2,Wheat_Spring_MTA,48080,https://doi.org/10.15454/CZFYF9,JB ASANO,VIRTUAL_TRIAL,,,,,9,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-319BLOCK5PLOT61,3030537,WS2,Wheat_Spring_MTA,21900,https://doi.org/10.15454/9U8FBG,AMIFORT,VIRTUAL_TRIAL,,,,,15,14,,2015,,,,,3,2015-04-24T02:00:00Z
sw-028BLOCK1PLOT31,3030247,WS2,Wheat_Spring_MTA,48148,https://doi.org/10.15454/XWQR5G,MARTONVASARI 9KR1,VIRTUAL_TRIAL,,,,,1,4,,2015,99,2015-06-18T02:00:00Z,59,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-054BLOCK1PLOT3,3030284,WS2,Wheat_Spring_MTA,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,3,1,,2015,,,,,2,2015-04-24T02:00:00Z
sw-054BLOCK9PLOT64,3030683,WS2,Wheat_Spring_MTA,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,22,20,,2015,,,,,3,2015-04-24T02:00:00Z
sw-162BLOCK6PLOT10,3030445,WS2,Wheat_Spring_MTA,26842,https://doi.org/10.15454/HTJP2B,SOGOOD,VIRTUAL_TRIAL,,,,,11,2,,2015,,,,,1,2015-04-24T02:00:00Z
sw-276BLOCK2PLOT19,3030332,WS2,Wheat_Spring_MTA,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,5,9,,2015,,,,,3,2015-04-24T02:00:00Z
sw-277BLOCK5PLOT59,3030616,WS2,Wheat_Spring_MTA,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,19,13,,2015,,,,,3,2015-04-24T02:00:00Z
sw-002BLOCK2PLOT23,3030412,WS2,Wheat_Spring_MTA,48134,https://doi.org/10.15454/SFKPZZ,STADIUM,VIRTUAL_TRIAL,,,,,9,9,,2015,,,,,3,2015-04-24T02:00:00Z
sw-003BLOCK9PLOT46,3030721,WS2,Wheat_Spring_MTA,48135,https://doi.org/10.15454/52SV4T,CALISOL,VIRTUAL_TRIAL,,,,,24,18,,2015,,,,,3,2015-04-24T02:00:00Z
sw-003BLOCK7PLOT10,3030804,WS2,Wheat_Spring_MTA,48135,https://doi.org/10.15454/52SV4T,CALISOL,VIRTUAL_TRIAL,,,,,29,1,,2015,,,,,3,2015-04-24T02:00:00Z
sw-004BLOCK5PLOT2,3030471,WS2,Wheat_Spring_MTA,48136,https://doi.org/10.15454/HN9J4A,ZEPHYR,VIRTUAL_TRIAL,,,,,12,8,,2015,,,,,3,2015-04-24T02:00:00Z
sw-203BLOCK1PLOT5,3030324,WS2,Wheat_Spring_MTA,48238,https://doi.org/10.15454/QVKVAW,MERSIYE,VIRTUAL_TRIAL,,,,,5,1,,2015,83,2015-06-02T02:00:00Z,80,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-204BLOCK1PLOT15,3030325,WS2,Wheat_Spring_MTA,48239,https://doi.org/10.15454/KZYWNO,BALCALI-85,VIRTUAL_TRIAL,,,,,5,2,,2015,77,2015-05-27T02:00:00Z,63,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-205BLOCK8PLOT59,3030656,WS2,Wheat_Spring_MTA,48240,https://doi.org/10.15454/MH5QCF,BALCALI-2000,VIRTUAL_TRIAL,,,,,21,13,,2015,79,2015-05-29T02:00:00Z,60,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-237BLOCK6PLOT27,3030606,WS2,Wheat_Spring_MTA,48306,https://doi.org/10.15454/MKCPXU,2643-2 (2011),VIRTUAL_TRIAL,,,,,19,3,,2015,,,,,2,2015-04-24T02:00:00Z
sw-253BLOCK5PLOT48,3030595,WS2,Wheat_Spring_MTA,48317,https://doi.org/10.15454/EUIXVF,ID05 EP001-1,VIRTUAL_TRIAL,,,,,18,12,,2015,102,2015-06-21T02:00:00Z,84,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-254BLOCK3PLOT10,3030278,WS2,Wheat_Spring_MTA,48318,https://doi.org/10.15454/AFBXOT,ID492 EP051-2,VIRTUAL_TRIAL,,,,,2,15,,2015,103,2015-06-22T02:00:00Z,64,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-179BLOCK5PLOT1,3030451,WS2,Wheat_Spring_MTA,48299,https://doi.org/10.15454/UG4TKA,G18-16,VIRTUAL_TRIAL,,,,,11,8,,2015,84,2015-06-03T02:00:00Z,53,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-228BLOCK4PLOT30,3030560,WS2,Wheat_Spring_MTA,48261,https://doi.org/10.15454/CWDLWV,TJK2006:205,VIRTUAL_TRIAL,,,,,16,17,,2015,80,2015-05-30T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-228BLOCK9PLOT1,3030816,WS2,Wheat_Spring_MTA,48261,https://doi.org/10.15454/CWDLWV,TJK2006:205,VIRTUAL_TRIAL,,,,,29,13,,2015,80,2015-05-30T02:00:00Z,94,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-066BLOCK1PLOT56,3030349,WS2,Wheat_Spring_MTA,48155,https://doi.org/10.15454/TGDSP9,SYNTHETICS R93,VIRTUAL_TRIAL,,,,,6,6,,2015,86,2015-06-05T02:00:00Z,63,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-256BLOCK1PLOT39,3030407,WS2,Wheat_Spring_MTA,48295,https://doi.org/10.15454/IPYMRU,TR106 TP041-TP045,VIRTUAL_TRIAL,,,,,9,4,,2015,102,2015-06-21T02:00:00Z,81,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-269BLOCK6PLOT51,3030529,WS2,Wheat_Spring_MTA,48296,https://doi.org/10.15454/BNZZLN,TR104 TP031-TP034,VIRTUAL_TRIAL,,,,,15,6,,2015,99,2015-06-18T02:00:00Z,97,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-269BLOCK9PLOT27,3030739,WS2,Wheat_Spring_MTA,48296,https://doi.org/10.15454/BNZZLN,TR104 TP031-TP034,VIRTUAL_TRIAL,,,,,25,16,,2015,96,2015-06-15T02:00:00Z,110,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-241BLOCK6PLOT50,3030509,WS2,Wheat_Spring_MTA,48264,https://doi.org/10.15454/5CNO1V,I12,VIRTUAL_TRIAL,,,,,14,6,,2015,87,2015-06-06T02:00:00Z,86,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-265BLOCK5PLOT13,3030492,WS2,Wheat_Spring_MTA,48265,https://doi.org/10.15454/EH50GH,97,VIRTUAL_TRIAL,,,,,13,9,,2015,100,2015-06-19T02:00:00Z,109,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-265BLOCK9PLOT12,3030837,WS2,Wheat_Spring_MTA,48265,https://doi.org/10.15454/EH50GH,97,VIRTUAL_TRIAL,,,,,30,14,,2015,94,2015-06-13T02:00:00Z,113,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-271BLOCK8PLOT49,3030655,WS2,Wheat_Spring_MTA,48268,https://doi.org/10.15454/I1GRWG,RECHBERG'S FRUHER DINKEL,VIRTUAL_TRIAL,,,,,21,12,,2015,,,,,2,2015-04-24T02:00:00Z
sw-271BLOCK9PLOT63,3030663,WS2,Wheat_Spring_MTA,48268,https://doi.org/10.15454/I1GRWG,RECHBERG'S FRUHER DINKEL,VIRTUAL_TRIAL,,,,,21,20,,2015,,,,,2,2015-04-24T02:00:00Z
sw-247BLOCK5PLOT31,3030454,WS2,Wheat_Spring_MTA,48297,https://doi.org/10.15454/LESDF0,IG 48508,VIRTUAL_TRIAL,,,,,11,11,,2015,91,2015-06-10T02:00:00Z,48,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-240BLOCK2PLOT58,3030316,WS2,Wheat_Spring_MTA,48309,https://doi.org/10.15454/DUJSRI,TR 177,VIRTUAL_TRIAL,,,,,4,13,,2015,101,2015-06-20T02:00:00Z,101,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-240BLOCK9PLOT70,3030803,WS2,Wheat_Spring_MTA,48309,https://doi.org/10.15454/DUJSRI,TR 177,VIRTUAL_TRIAL,,,,,28,20,,2015,96,2015-06-15T02:00:00Z,96,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-273BLOCK6PLOT20,3030466,WS2,Wheat_Spring_MTA,48330,https://doi.org/10.15454/B9WAMM,TRI 6655,VIRTUAL_TRIAL,,,,,12,3,,2015,96,2015-06-15T02:00:00Z,86,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-272BLOCK4PLOT37,3030501,WS2,Wheat_Spring_MTA,48333,https://doi.org/10.15454/MI00ZL,SPEL-332/1,VIRTUAL_TRIAL,,,,,13,18,,2015,91,2015-06-10T02:00:00Z,71,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
