observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date
sw-163BLOCK9PLOT45,3030701,WS2,Wheat_Spring_MTA,48120,https://doi.org/10.15454/CGSJRB,FRUMENT,VIRTUAL_TRIAL,,,,,23,18,,2015,,,,,2,2015-04-24T02:00:00Z
sw-116BLOCK1PLOT1,3030244,WS2,Wheat_Spring_MTA,48189,https://doi.org/10.15454/PF9ODA,LANDWEIZEN AUS HEIMTAL,VIRTUAL_TRIAL,,,,,1,1,,2015,,,,,3,2015-04-24T02:00:00Z
sw-121BLOCK3PLOT30,3030280,WS2,Wheat_Spring_MTA,48189,https://doi.org/10.15454/PF9ODA,LANDWEIZEN AUS HEIMTAL,VIRTUAL_TRIAL,,,,,2,17,,2015,,,,,3,2015-04-24T02:00:00Z
sw-122BLOCK1PLOT59,3030409,WS2,Wheat_Spring_MTA,48190,https://doi.org/10.15454/5KJHIO,HAIDENBURGER LANDWEIZEN,VIRTUAL_TRIAL,,,,,9,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-123BLOCK6PLOT23,3030526,WS2,Wheat_Spring_MTA,48191,https://doi.org/10.15454/MVRK2V,KURSAS,VIRTUAL_TRIAL,,,,,15,3,,2015,,,,,3,2015-04-24T02:00:00Z
sw-131BLOCK8PLOT28,3030832,WS2,Wheat_Spring_MTA,48198,https://doi.org/10.15454/V4Z5NS,VILLA GLORI,VIRTUAL_TRIAL,,,,,30,9,,2015,91,2015-06-10T02:00:00Z,73,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-165BLOCK2PLOT51,3030375,WS2,Wheat_Spring_MTA,48121,https://doi.org/10.15454/C04JJF,HEREFORD,VIRTUAL_TRIAL,,,,,7,12,,2015,,,,,1,2015-04-24T02:00:00Z
sw-165BLOCK9PLOT11,3030817,WS2,Wheat_Spring_MTA,48121,https://doi.org/10.15454/C04JJF,HEREFORD,VIRTUAL_TRIAL,,,,,29,14,,2015,,,,,1,2015-04-24T02:00:00Z
sw-167BLOCK1PLOT57,3030369,WS2,Wheat_Spring_MTA,26119,https://doi.org/10.15454/ZGJO8K,EPHOROS,VIRTUAL_TRIAL,,,,,7,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-043BLOCK1PLOT35,3030327,WS2,Wheat_Spring_MTA,48119,https://doi.org/10.15454/PQKQCN,INSPIRATION,VIRTUAL_TRIAL,,,,,5,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-169BLOCK5PLOT47,3030575,WS2,Wheat_Spring_MTA,48119,https://doi.org/10.15454/PQKQCN,INSPIRATION,VIRTUAL_TRIAL,,,,,17,12,,2015,,,,,2,2015-04-24T02:00:00Z
sw-172BLOCK3PLOT23,3030339,WS2,Wheat_Spring_MTA,48214,https://doi.org/10.15454/B1ZTL1,YUVAL,VIRTUAL_TRIAL,,,,,5,16,,2015,84,2015-06-03T02:00:00Z,61,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-173BLOCK4PLOT63,3030583,WS2,Wheat_Spring_MTA,48215,https://doi.org/10.15454/ETAVHS,ZAHIR,VIRTUAL_TRIAL,,,,,17,20,,2015,74,2015-05-24T02:00:00Z,63,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-174BLOCK4PLOT26,3030480,WS2,Wheat_Spring_MTA,48216,https://doi.org/10.15454/A0BZHH,BAR NIR,VIRTUAL_TRIAL,,,,,12,17,,2015,79,2015-05-29T02:00:00Z,58,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-175BLOCK7PLOT3,3030664,WS2,Wheat_Spring_MTA,48217,https://doi.org/10.15454/LCEYT4,GEDERA,VIRTUAL_TRIAL,,,,,22,1,,2015,80,2015-05-30T02:00:00Z,47,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-176BLOCK7PLOT33,3030826,WS2,Wheat_Spring_MTA,48218,https://doi.org/10.15454/PDSCRK,RUTA,VIRTUAL_TRIAL,,,,,30,3,,2015,84,2015-06-03T02:00:00Z,65,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-177BLOCK7PLOT23,3030626,WS2,Wheat_Spring_MTA,48219,https://doi.org/10.15454/W4IJND,GALIL,VIRTUAL_TRIAL,,,,,20,3,,2015,81,2015-05-31T02:00:00Z,58,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-181BLOCK8PLOT21,3030692,WS2,Wheat_Spring_MTA,48301,https://doi.org/10.15454/7PVB8B,LxG #105,VIRTUAL_TRIAL,,,,,23,9,,2015,77,2015-05-27T02:00:00Z,70,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-182BLOCK8PLOT35,3030773,WS2,Wheat_Spring_MTA,48302,https://doi.org/10.15454/V80VBG,LxG #154,VIRTUAL_TRIAL,,,,,27,10,,2015,85,2015-06-04T02:00:00Z,88,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-166BLOCK7PLOT57,3030689,WS2,Wheat_Spring_MTA,48213,https://doi.org/10.15454/NZWMUU,MULAN,VIRTUAL_TRIAL,,,,,23,6,,2015,,,,,2,2015-04-24T02:00:00Z
sw-183BLOCK3PLOT60,3030303,WS2,Wheat_Spring_MTA,48220,https://doi.org/10.15454/MSX5H1,TURKMEN-98,VIRTUAL_TRIAL,,,,,3,20,,2015,,,,,3,2015-04-24T02:00:00Z
sw-184BLOCK2PLOT35,3030254,WS2,Wheat_Spring_MTA,48221,https://doi.org/10.15454/EQTINB,ÖZKAN,VIRTUAL_TRIAL,,,,,1,11,,2015,89,2015-06-08T02:00:00Z,61,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-185BLOCK8PLOT62,3030716,WS2,Wheat_Spring_MTA,48222,https://doi.org/10.15454/NLYZKM,BALATTILA,VIRTUAL_TRIAL,,,,,24,13,,2015,82,2015-06-01T02:00:00Z,66,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-186BLOCK1PLOT62,3030270,WS2,Wheat_Spring_MTA,48223,https://doi.org/10.15454/SXPONH,GENC-99,VIRTUAL_TRIAL,,,,,2,7,,2015,111,2015-06-30T02:00:00Z,63,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-190BLOCK6PLOT44,3030588,WS2,Wheat_Spring_MTA,48226,https://doi.org/10.15454/DOIPDM,PEHLIVAN,VIRTUAL_TRIAL,,,,,18,5,,2015,,,,,3,2015-04-24T02:00:00Z
sw-190BLOCK9PLOT49,3030781,WS2,Wheat_Spring_MTA,48226,https://doi.org/10.15454/DOIPDM,PEHLIVAN,VIRTUAL_TRIAL,,,,,27,18,,2015,94,2015-06-13T02:00:00Z,65,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-191BLOCK4PLOT7,3030498,WS2,Wheat_Spring_MTA,48227,https://doi.org/10.15454/IJDQB8,TOSUNBEY,VIRTUAL_TRIAL,,,,,13,15,,2015,82,2015-06-01T02:00:00Z,65,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-192BLOCK1PLOT26,3030346,WS2,Wheat_Spring_MTA,48228,https://doi.org/10.15454/HOG0FE,SERTAK-52,VIRTUAL_TRIAL,,,,,6,3,,2015,87,2015-06-06T02:00:00Z,97,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-192BLOCK9PLOT69,3030783,WS2,Wheat_Spring_MTA,48228,https://doi.org/10.15454/HOG0FE,SERTAK-52,VIRTUAL_TRIAL,,,,,27,20,,2015,85,2015-06-04T02:00:00Z,95,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-195BLOCK1PLOT4,3030304,WS2,Wheat_Spring_MTA,48230,https://doi.org/10.15454/4ZUVRX,SIVAS 111/33,VIRTUAL_TRIAL,,,,,4,1,,2015,90,2015-06-09T02:00:00Z,88,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-196BLOCK2PLOT45,3030255,WS2,Wheat_Spring_MTA,48231,https://doi.org/10.15454/SDFUSA,AKCABUGDAY,VIRTUAL_TRIAL,,,,,1,12,,2015,91,2015-06-10T02:00:00Z,80,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-196BLOCK9PLOT40,3030800,WS2,Wheat_Spring_MTA,48231,https://doi.org/10.15454/SDFUSA,AKCABUGDAY,VIRTUAL_TRIAL,,,,,28,17,,2015,89,2015-06-08T02:00:00Z,83,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-193BLOCK1PLOT17,3030365,WS2,Wheat_Spring_MTA,48229,https://doi.org/10.15454/FTZ1Z0,KARNOBATER FRÜHREIFER,VIRTUAL_TRIAL,,,,,7,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-198BLOCK8PLOT32,3030713,WS2,Wheat_Spring_MTA,48233,https://doi.org/10.15454/QL3NZ6,HEVIDI,VIRTUAL_TRIAL,,,,,24,10,,2015,90,2015-06-09T02:00:00Z,84,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-201BLOCK1PLOT48,3030388,WS2,Wheat_Spring_MTA,48236,https://doi.org/10.15454/TV991L,DURNADILI,VIRTUAL_TRIAL,,,,,8,5,,2015,87,2015-06-06T02:00:00Z,87,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-202BLOCK2PLOT20,3030352,WS2,Wheat_Spring_MTA,48237,https://doi.org/10.15454/IKQB2C,BOGACAK,VIRTUAL_TRIAL,,,,,6,9,,2015,83,2015-06-02T02:00:00Z,87,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-202BLOCK9PLOT32,3030839,WS2,Wheat_Spring_MTA,48237,https://doi.org/10.15454/IKQB2C,BOGACAK,VIRTUAL_TRIAL,,,,,30,16,,2015,82,2015-06-01T02:00:00Z,85,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-207BLOCK2PLOT15,3030252,WS2,Wheat_Spring_MTA,48242,https://doi.org/10.15454/B8JDQK,H996,VIRTUAL_TRIAL,,,,,1,9,,2015,88,2015-06-07T02:00:00Z,78,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-208BLOCK7PLOT31,3030786,WS2,Wheat_Spring_MTA,48243,https://doi.org/10.15454/CRK844,H995,VIRTUAL_TRIAL,,,,,28,3,,2015,89,2015-06-08T02:00:00Z,81,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-209BLOCK5PLOT14,3030512,WS2,Wheat_Spring_MTA,48244,https://doi.org/10.15454/DT8N8M,H1001,VIRTUAL_TRIAL,,,,,14,9,,2015,85,2015-06-04T02:00:00Z,81,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-210BLOCK2PLOT6,3030271,WS2,Wheat_Spring_MTA,48245,https://doi.org/10.15454/A8VE7K,VIR16772,VIRTUAL_TRIAL,,,,,2,8,,2015,112,2015-07-01T02:00:00Z,53,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-211BLOCK8PLOT60,3030676,WS2,Wheat_Spring_MTA,48246,https://doi.org/10.15454/0ZV6EU,KARMRAAT,VIRTUAL_TRIAL,,,,,22,13,,2015,84,2015-06-03T02:00:00Z,91,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-212BLOCK5PLOT40,3030634,WS2,Wheat_Spring_MTA,48247,https://doi.org/10.15454/VZKXRQ,VIR23728,VIRTUAL_TRIAL,,,,,20,11,,2015,88,2015-06-07T02:00:00Z,104,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-214BLOCK7PLOT5,3030704,WS2,Wheat_Spring_MTA,48248,https://doi.org/10.15454/FRRIPL,VIR31594,VIRTUAL_TRIAL,,,,,24,1,,2015,99,2015-06-18T02:00:00Z,105,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-215BLOCK8PLOT8,3030790,WS2,Wheat_Spring_MTA,48303,https://doi.org/10.15454/TETUUR,PASHMAK,VIRTUAL_TRIAL,,,,,28,7,,2015,85,2015-06-04T02:00:00Z,101,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-216BLOCK3PLOT11,3030298,WS2,Wheat_Spring_MTA,48249,https://doi.org/10.15454/CKMZAS,VIR35030,VIRTUAL_TRIAL,,,,,3,15,,2015,93,2015-06-12T02:00:00Z,113,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-217BLOCK1PLOT65,3030330,WS2,Wheat_Spring_MTA,48250,https://doi.org/10.15454/EIOKP1,VIR35539,VIRTUAL_TRIAL,,,,,5,7,,2015,,,,,3,2015-04-24T02:00:00Z
sw-222BLOCK7PLOT37,3030687,WS2,Wheat_Spring_MTA,48251,https://doi.org/10.15454/FRDQ5O,VIR46301,VIRTUAL_TRIAL,,,,,23,4,,2015,88,2015-06-07T02:00:00Z,79,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-227BLOCK8PLOT6,3030750,WS2,Wheat_Spring_MTA,48260,https://doi.org/10.15454/4ARYXV,TR 183,VIRTUAL_TRIAL,,,,,26,7,,2015,80,2015-05-30T02:00:00Z,96,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-242BLOCK2PLOT28,3030313,WS2,Wheat_Spring_MTA,48310,https://doi.org/10.15454/SBOEPI,TRI 7258,VIRTUAL_TRIAL,,,,,4,10,,2015,103,2015-06-22T02:00:00Z,86,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-245BLOCK4PLOT35,3030461,WS2,Wheat_Spring_MTA,48325,https://doi.org/10.15454/DE7DDW,DIC169,VIRTUAL_TRIAL,,,,,11,18,,2015,87,2015-06-06T02:00:00Z,57,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-259BLOCK7PLOT38,3030707,WS2,Wheat_Spring_MTA,48322,https://doi.org/10.15454/AN99YM,ARBEL 05 MAY 2008,VIRTUAL_TRIAL,,,,,24,4,,2015,90,2015-06-09T02:00:00Z,65,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-278BLOCK4PLOT24,3030639,WS2,Wheat_Spring_MTA,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,20,16,,2015,,,,,2,2015-04-24T02:00:00Z
sw-284BLOCK1PLOT54,3030309,WS2,Wheat_Spring_MTA,21903,https://doi.org/10.15454/NOSQED,ANDES-56,VIRTUAL_TRIAL,,,,,4,6,,2015,85,2015-06-04T02:00:00Z,83,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-286BLOCK4PLOT28,3030520,WS2,Wheat_Spring_MTA,21944,https://doi.org/10.15454/451GMJ,ARKAS,VIRTUAL_TRIAL,,,,,14,17,,2015,86,2015-06-05T02:00:00Z,78,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-286BLOCK9PLOT29,3030779,WS2,Wheat_Spring_MTA,21944,https://doi.org/10.15454/451GMJ,ARKAS,VIRTUAL_TRIAL,,,,,27,16,,2015,84,2015-06-03T02:00:00Z,70,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-304BLOCK4PLOT31,3030580,WS2,Wheat_Spring_MTA,25045,https://doi.org/10.15454/5C1HEY,NAVARRO 150,VIRTUAL_TRIAL,,,,,17,17,,2015,93,2015-06-12T02:00:00Z,66,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-306BLOCK2PLOT34,3030433,WS2,Wheat_Spring_MTA,25617,https://doi.org/10.15454/IKN76O,ORFIELD,VIRTUAL_TRIAL,,,,,10,10,,2015,,,,,2,2015-04-24T02:00:00Z
sw-313BLOCK1PLOT10,3030424,WS2,Wheat_Spring_MTA,21769,https://doi.org/10.15454/SZ9SBC,60293,VIRTUAL_TRIAL,,,,,10,1,,2015,93,2015-06-12T02:00:00Z,78,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-318BLOCK5PLOT4,3030511,WS2,Wheat_Spring_MTA,21865,https://doi.org/10.15454/SZFE57,AIFENG-4,VIRTUAL_TRIAL,,,,,14,8,,2015,84,2015-06-03T02:00:00Z,48,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-331BLOCK4PLOT44,3030641,WS2,Wheat_Spring_MTA,22091,https://doi.org/10.15454/PT4OLY,BERZATACA,VIRTUAL_TRIAL,,,,,20,18,,2015,96,2015-06-15T02:00:00Z,103,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-334BLOCK5PLOT35,3030534,WS2,Wheat_Spring_MTA,22174,https://doi.org/10.15454/KE3YRC,BLONDYNKA,VIRTUAL_TRIAL,,,,,15,11,,2015,,,,,3,2015-04-24T02:00:00Z
sw-335BLOCK1PLOT9,3030404,WS2,Wheat_Spring_MTA,22175,https://doi.org/10.15454/C7V5J6,BLUEBOY,VIRTUAL_TRIAL,,,,,9,1,,2015,100,2015-06-19T02:00:00Z,63,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-262BLOCK3PLOT25,3030379,WS2,Wheat_Spring_MTA,48326,https://doi.org/10.15454/ITVRXF,DIC193,VIRTUAL_TRIAL,,,,,7,16,,2015,84,2015-06-03T02:00:00Z,107,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-267BLOCK8PLOT63,3030736,WS2,Wheat_Spring_MTA,48266,https://doi.org/10.15454/W8B6TQ,PI 362071,VIRTUAL_TRIAL,,,,,25,13,,2015,,,,,1,2015-04-24T02:00:00Z
sw-275BLOCK8PLOT25,3030772,WS2,Wheat_Spring_MTA,48331,https://doi.org/10.15454/8GEING,TRI 7818,VIRTUAL_TRIAL,,,,,27,9,,2015,,,,,3,2015-04-24T02:00:00Z
sw-337BLOCK6PLOT12,3030485,WS2,Wheat_Spring_MTA,22219,https://doi.org/10.15454/VGX7C2,SOLTANE,VIRTUAL_TRIAL,,,,,13,2,,2015,79,2015-05-29T02:00:00Z,72,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-337BLOCK9PLOT50,3030801,WS2,Wheat_Spring_MTA,22219,https://doi.org/10.15454/VGX7C2,SOLTANE,VIRTUAL_TRIAL,,,,,28,18,,2015,79,2015-05-29T02:00:00Z,70,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-341BLOCK2PLOT37,3030294,WS2,Wheat_Spring_MTA,22509,https://doi.org/10.15454/N9D2MY,COPPADRA,VIRTUAL_TRIAL,,,,,3,11,,2015,89,2015-06-08T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-345BLOCK1PLOT63,3030290,WS2,Wheat_Spring_MTA,22552,https://doi.org/10.15454/UKWYBA,D130-63,VIRTUAL_TRIAL,,,,,3,7,,2015,,,,,2,2015-04-24T02:00:00Z
sw-350BLOCK8PLOT29,3030653,WS2,Wheat_Spring_MTA,22674,https://doi.org/10.15454/LH6GHM,DNEPROVSKAIA,VIRTUAL_TRIAL,,,,,21,10,,2015,93,2015-06-12T02:00:00Z,81,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-356BLOCK5PLOT64,3030597,WS2,Wheat_Spring_MTA,22828,https://doi.org/10.15454/V9KYXU,FLAMURA-85,VIRTUAL_TRIAL,,,,,18,14,,2015,89,2015-06-08T02:00:00Z,66,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-356BLOCK9PLOT43,3030661,WS2,Wheat_Spring_MTA,22828,https://doi.org/10.15454/V9KYXU,FLAMURA-85,VIRTUAL_TRIAL,,,,,21,18,,2015,89,2015-06-08T02:00:00Z,64,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-358BLOCK6PLOT6,3030544,WS2,Wheat_Spring_MTA,22883,https://doi.org/10.15454/YMS2YE,FUKUHOKOMUGI,VIRTUAL_TRIAL,,,,,16,1,,2015,84,2015-06-03T02:00:00Z,49,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-363BLOCK7PLOT59,3030729,WS2,Wheat_Spring_MTA,22980,https://doi.org/10.15454/R3AHM5,GODOLLOI 15,VIRTUAL_TRIAL,,,,,25,6,,2015,85,2015-06-04T02:00:00Z,99,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-378BLOCK2PLOT17,3030292,WS2,Wheat_Spring_MTA,23299,https://doi.org/10.15454/I4TFJW,KOLBEN 3,VIRTUAL_TRIAL,,,,,3,9,,2015,84,2015-06-03T02:00:00Z,90,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-378BLOCK9PLOT37,3030740,WS2,Wheat_Spring_MTA,23299,https://doi.org/10.15454/I4TFJW,KOLBEN 3,VIRTUAL_TRIAL,,,,,25,17,,2015,81,2015-05-31T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-382BLOCK8PLOT56,3030795,WS2,Wheat_Spring_MTA,23391,https://doi.org/10.15454/EGRGJ6,LONTOI,VIRTUAL_TRIAL,,,,,28,12,,2015,85,2015-06-04T02:00:00Z,108,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-385BLOCK8PLOT42,3030714,WS2,Wheat_Spring_MTA,23454,https://doi.org/10.15454/PNWZDT,MALGORZATKA UDYCKA,VIRTUAL_TRIAL,,,,,24,11,,2015,,,,,2,2015-04-24T02:00:00Z
sw-387BLOCK2PLOT39,3030334,WS2,Wheat_Spring_MTA,23515,https://doi.org/10.15454/0E7LF9,MASTER,VIRTUAL_TRIAL,,,,,5,11,,2015,,,,,3,2015-04-24T02:00:00Z
sw-390BLOCK8PLOT5,3030730,WS2,Wheat_Spring_MTA,23532,https://doi.org/10.15454/XBRA8Q,MEIRA,VIRTUAL_TRIAL,,,,,25,7,,2015,94,2015-06-13T02:00:00Z,92,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-393BLOCK2PLOT62,3030396,WS2,Wheat_Spring_MTA,23585,https://doi.org/10.15454/VXMACR,MISHRAGANI,VIRTUAL_TRIAL,,,,,8,13,,2015,84,2015-06-03T02:00:00Z,95,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-397BLOCK4PLOT9,3030538,WS2,Wheat_Spring_MTA,23683,https://doi.org/10.15454/TRCEFY,NACHIPUNDO,VIRTUAL_TRIAL,,,,,15,15,,2015,94,2015-06-13T02:00:00Z,93,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-399BLOCK8PLOT30,3030673,WS2,Wheat_Spring_MTA,23782,https://doi.org/10.15454/4XWKIT,NZ(81)P43,VIRTUAL_TRIAL,,,,,22,10,,2015,89,2015-06-08T02:00:00Z,61,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-400BLOCK5PLOT26,3030553,WS2,Wheat_Spring_MTA,23785,https://doi.org/10.15454/DI8YMW,ODESSA EXP.STA.17413,VIRTUAL_TRIAL,,,,,16,10,,2015,89,2015-06-08T02:00:00Z,80,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-402BLOCK2PLOT53,3030415,WS2,Wheat_Spring_MTA,23791,https://doi.org/10.15454/EW1I0E,ODESSA EXP.STA.21821,VIRTUAL_TRIAL,,,,,9,12,,2015,84,2015-06-03T02:00:00Z,95,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-402BLOCK9PLOT21,3030818,WS2,Wheat_Spring_MTA,23791,https://doi.org/10.15454/EW1I0E,ODESSA EXP.STA.21821,VIRTUAL_TRIAL,,,,,29,15,,2015,83,2015-06-02T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-406BLOCK4PLOT66,3030643,WS2,Wheat_Spring_MTA,23824,https://doi.org/10.15454/TNEWE9,ORLANDI,VIRTUAL_TRIAL,,,,,20,20,,2015,90,2015-06-09T02:00:00Z,50,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-432BLOCK3PLOT21,3030299,WS2,Wheat_Spring_MTA,25066,https://doi.org/10.15454/82WZJV,SANUNU,VIRTUAL_TRIAL,,,,,3,16,,2015,89,2015-06-08T02:00:00Z,61,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-477BLOCK3PLOT7,3030417,WS2,Wheat_Spring_MTA,22079,https://doi.org/10.15454/IM7BXJ,BENCHUNG,VIRTUAL_TRIAL,,,,,9,14,,2015,82,2015-06-01T02:00:00Z,89,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-479BLOCK4PLOT36,3030481,WS2,Wheat_Spring_MTA,22450,https://doi.org/10.15454/EJYFYD,CHIRKUNG,VIRTUAL_TRIAL,,,,,12,18,,2015,82,2015-06-01T02:00:00Z,93,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-480BLOCK4PLOT18,3030519,WS2,Wheat_Spring_MTA,22464,https://doi.org/10.15454/NRCMSV,CHYAMTANG,VIRTUAL_TRIAL,,,,,14,16,,2015,87,2015-06-06T02:00:00Z,87,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-481BLOCK1PLOT7,3030364,WS2,Wheat_Spring_MTA,22881,https://doi.org/10.15454/HNDHIN,FRONTHATCH,VIRTUAL_TRIAL,,,,,7,1,,2015,90,2015-06-09T02:00:00Z,76,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-452BLOCK3PLOT16,3030398,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,8,15,,2015,112,2015-07-01T02:00:00Z,90,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-453BLOCK3PLOT37,3030420,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,9,17,,2015,84,2015-06-03T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-454BLOCK8PLOT19,3030652,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,21,9,,2015,84,2015-06-03T02:00:00Z,89,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-454BLOCK9PLOT67,3030743,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,25,20,,2015,83,2015-06-02T02:00:00Z,100,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-455BLOCK7PLOT12,3030625,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,20,2,,2015,81,2015-05-31T02:00:00Z,83,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-456BLOCK1PLOT21,3030246,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,1,3,,2015,90,2015-06-09T02:00:00Z,101,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-456BLOCK9PLOT71,3030823,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,29,20,,2015,82,2015-06-01T02:00:00Z,93,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
