observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Frost susceptibility(CO_321:1000271),Frost susceptibility(CO_321:1000271).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PLOT-GW_g(CO_321:1000073),PLOT-GW_g(CO_321:1000073).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,RowType(WIPO:0000285),RowType(WIPO:0000285).date
12,3295257,BW3,Barley_Winter_MTA,63287,https://doi.org/10.15454/OHGEFI,Tibet-A4,BLOCK>PLOT,,,,,8,8,"BLOCK>PLOT:12,BLOCK:2",2015,1,2015-03-10T01:00:00Z,45.6451612903226,,192,2015-04-30T02:00:00Z,69,2015-06-15T02:00:00Z,412,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
2,3295256,BW3,Barley_Winter_MTA,63288,https://doi.org/10.15454/SDIPMN,Nepal-23.3,BLOCK>PLOT,,,,,8,7,"BLOCK>PLOT:2,BLOCK:2",2015,5,2015-03-10T01:00:00Z,24.8376283260004,,194,2015-05-02T02:00:00Z,76,2015-06-15T02:00:00Z,118,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
13,3295205,BW3,Barley_Winter_MTA,63306,https://doi.org/10.15454/RAWMGK,HOR3726,BLOCK>PLOT,,,,,5,15,"BLOCK>PLOT:13,BLOCK:3",2015,1,2015-03-10T01:00:00Z,23.1884057971014,,190,2015-04-28T02:00:00Z,84,2015-06-15T02:00:00Z,290,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
8,3295625,BW3,Barley_Winter_MTA,63306,https://doi.org/10.15454/RAWMGK,HOR3726,BLOCK>PLOT,,,,,26,14,"BLOCK>PLOT:8,BLOCK:9",2015,2,2015-03-10T01:00:00Z,35.4648419065597,,191,2015-04-29T02:00:00Z,89,2015-06-15T02:00:00Z,325,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
19,3295127,BW3,Barley_Winter_MTA,63315,https://doi.org/10.15454/BD03AF,HOR3292,BLOCK>PLOT,,,,,1,16,"BLOCK>PLOT:19,BLOCK:3",2015,2,2015-03-10T01:00:00Z,49.146110056926,,192,2015-04-30T02:00:00Z,72,2015-06-15T02:00:00Z,422,,2,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
38,3295253,BW3,Barley_Winter_MTA,63316,https://doi.org/10.15454/QGO51O,HOR3294,BLOCK>PLOT,,,,,8,4,"BLOCK>PLOT:38,BLOCK:1",2015,1,2015-03-10T01:00:00Z,35.8108108108108,,196,2015-05-04T02:00:00Z,70,2015-06-15T02:00:00Z,294,,1,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
50,3295409,BW3,Barley_Winter_MTA,63318,https://doi.org/10.15454/HF5FM2,HOR9920,BLOCK>PLOT,,,,,15,19,"BLOCK>PLOT:50,BLOCK:4",2015,6,2015-03-10T01:00:00Z,36.6569650742674,,196,2015-05-04T02:00:00Z,70,2015-06-15T02:00:00Z,346,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
39,3295480,BW3,Barley_Winter_MTA,63321,https://doi.org/10.15454/MNADPC,HOR10508,BLOCK>PLOT,,,,,19,11,"BLOCK>PLOT:39,BLOCK:5",2015,7,2015-03-10T01:00:00Z,39.340078526125,,196,2015-05-04T02:00:00Z,83,2015-06-15T02:00:00Z,274,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
14,3295619,BW3,Barley_Winter_MTA,63322,https://doi.org/10.15454/ED39MU,HOR10509,BLOCK>PLOT,,,,,26,8,"BLOCK>PLOT:14,BLOCK:8",2015,7,2015-03-10T01:00:00Z,46.1706618423036,,195,2015-05-03T02:00:00Z,88,2015-06-15T02:00:00Z,394,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
51,3295429,BW3,Barley_Winter_MTA,63327,https://doi.org/10.15454/72MQXI,HOR10162,BLOCK>PLOT,,,,,16,19,"BLOCK>PLOT:51,BLOCK:4",2015,5,2015-03-10T01:00:00Z,38.6658541830956,,191,2015-04-29T02:00:00Z,70,2015-06-15T02:00:00Z,318,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
62,3295424,BW3,Barley_Winter_MTA,63329,https://doi.org/10.15454/YVMKIF,HOR10280,BLOCK>PLOT,,,,,16,14,"BLOCK>PLOT:62,BLOCK:5",2015,6,2015-03-10T01:00:00Z,53.1094968107725,,192,2015-04-30T02:00:00Z,69,2015-06-15T02:00:00Z,258,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
14,3295379,BW3,Barley_Winter_MTA,63330,https://doi.org/10.15454/1I1SKG,HOR4469,BLOCK>PLOT,,,,,14,9,"BLOCK>PLOT:14,BLOCK:5",2015,1,2015-03-10T01:00:00Z,60.9488827670646,,192,2015-04-30T02:00:00Z,76,2015-06-15T02:00:00Z,728,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
17,3295439,BW3,Barley_Winter_MTA,63331,https://doi.org/10.15454/AGRRF5,HOR4288,BLOCK>PLOT,,,,,17,9,"BLOCK>PLOT:17,BLOCK:5",2015,7,2015-03-10T01:00:00Z,49.3346160012827,,196,2015-05-04T02:00:00Z,76,2015-06-15T02:00:00Z,0,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
61,3295242,BW3,Barley_Winter_MTA,63333,https://doi.org/10.15454/LJZBGG,HOR7326,BLOCK>PLOT,,,,,7,13,"BLOCK>PLOT:61,BLOCK:2",2015,7,2015-03-10T01:00:00Z,46.9669421487603,,196,2015-05-04T02:00:00Z,68,2015-06-15T02:00:00Z,390,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
47,3295286,BW3,Barley_Winter_MTA,63335,https://doi.org/10.15454/ROTL9T,HOR7328,BLOCK>PLOT,,,,,9,18,"BLOCK>PLOT:47,BLOCK:3",2015,2,2015-03-10T01:00:00Z,56.1295862607338,,192,2015-04-30T02:00:00Z,81,2015-06-15T02:00:00Z,836,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
16,3295346,BW3,Barley_Winter_MTA,63336,https://doi.org/10.15454/DBSRG4,HOR7329,BLOCK>PLOT,,,,,12,16,"BLOCK>PLOT:16,BLOCK:4",2015,3,2015-03-10T01:00:00Z,51.2437528396184,,190,2015-04-28T02:00:00Z,71,2015-06-15T02:00:00Z,542,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
66,3295217,BW3,Barley_Winter_MTA,63337,https://doi.org/10.15454/PFV5KU,HOR4450,BLOCK>PLOT,,,,,6,7,"BLOCK>PLOT:66,BLOCK:1",2015,2,2015-03-10T01:00:00Z,45.6608024029178,,203,2015-05-11T02:00:00Z,85,2015-06-15T02:00:00Z,480,,2,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
20,3295426,BW3,Barley_Winter_MTA,63347,https://doi.org/10.15454/TLZ9I5,Arta-IPK,BLOCK>PLOT,,,,,16,16,"BLOCK>PLOT:20,BLOCK:4",2015,1,2015-03-10T01:00:00Z,55.3140096618357,,190,2015-04-28T02:00:00Z,57,2015-06-15T02:00:00Z,778,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
31,3295652,BW3,Barley_Winter_MTA,63349,https://doi.org/10.15454/BMVRIA,IQ 70061,BLOCK>PLOT,,,,,28,3,"BLOCK>PLOT:31,BLOCK:7",2015,2,2015-03-10T01:00:00Z,66.8752543752544,,189,2015-04-27T02:00:00Z,73,2015-06-15T02:00:00Z,475,,2,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
19,3295645,BW3,Barley_Winter_MTA,63349,https://doi.org/10.15454/BMVRIA,IQ 70061,BLOCK>PLOT,,,,,27,15,"BLOCK>PLOT:19,BLOCK:9",2015,5,2015-03-10T01:00:00Z,62.5506072874494,,188,2015-04-26T02:00:00Z,69,2015-06-15T02:00:00Z,352,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
47,3295235,BW3,Barley_Winter_MTA,63360,https://doi.org/10.15454/756CAE,K-14943,BLOCK>PLOT,,,,,7,5,"BLOCK>PLOT:47,BLOCK:1",2015,7,2015-03-10T01:00:00Z,33.5776397515528,,196,2015-05-04T02:00:00Z,74,2015-06-15T02:00:00Z,214,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
57,3295287,BW3,Barley_Winter_MTA,63361,https://doi.org/10.15454/GAE483,K-10628,BLOCK>PLOT,,,,,9,19,"BLOCK>PLOT:57,BLOCK:3",2015,1,2015-03-10T01:00:00Z,30.2380952380952,,204,2015-05-12T02:00:00Z,87,2015-06-15T02:00:00Z,24,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
25,3295567,BW3,Barley_Winter_MTA,63361,https://doi.org/10.15454/GAE483,K-10628,BLOCK>PLOT,,,,,23,16,"BLOCK>PLOT:25,BLOCK:9",2015,3,2015-03-10T01:00:00Z,35.7806536093389,,204,2015-05-12T02:00:00Z,83,2015-06-15T02:00:00Z,450,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
27,3295161,BW3,Barley_Winter_MTA,63362,https://doi.org/10.15454/7SAKXK,Xin Mai 1 Hao,BLOCK>PLOT,,,,,3,10,"BLOCK>PLOT:27,BLOCK:2",2015,1,2015-03-10T01:00:00Z,45.7269660926682,,189,2015-04-27T02:00:00Z,78,2015-06-15T02:00:00Z,756,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
48,3295629,BW3,Barley_Winter_MTA,63362,https://doi.org/10.15454/7SAKXK,Xin Mai 1 Hao,BLOCK>PLOT,,,,,26,18,"BLOCK>PLOT:48,BLOCK:9",2015,1,2015-03-10T01:00:00Z,61.9353039598438,,192,2015-04-30T02:00:00Z,76,2015-06-15T02:00:00Z,698,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
62,3295430,BW3,Barley_Winter_MTA,63364,https://doi.org/10.15454/D9YOE0,E Dong 85-1,BLOCK>PLOT,,,,,16,20,"BLOCK>PLOT:62,BLOCK:4",2015,1,2015-03-10T01:00:00Z,54.9033474776049,,188,2015-04-26T02:00:00Z,79,2015-06-15T02:00:00Z,620,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
36,3295266,BW3,Barley_Winter_MTA,63365,https://doi.org/10.15454/BHAQTY,Fu 8,BLOCK>PLOT,,,,,8,17,"BLOCK>PLOT:36,BLOCK:3",2015,1,2015-03-10T01:00:00Z,48.7530934703979,,196,2015-05-04T02:00:00Z,70,2015-06-15T02:00:00Z,792,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
2,3295185,BW3,Barley_Winter_MTA,63366,https://doi.org/10.15454/LGEGBX,Vladivostok,BLOCK>PLOT,,,,,4,14,"BLOCK>PLOT:2,BLOCK:3",2015,1,2015-03-10T01:00:00Z,29.4970414201183,,196,2015-05-04T02:00:00Z,100,2015-06-15T02:00:00Z,550,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
50,3295616,BW3,Barley_Winter_MTA,63367,https://doi.org/10.15454/OPATSC,Manchuria Native 1,BLOCK>PLOT,,,,,26,5,"BLOCK>PLOT:50,BLOCK:7",2015,2,2015-03-10T01:00:00Z,47.3558897243108,,196,2015-05-04T02:00:00Z,89,2015-06-15T02:00:00Z,366,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
56,3295660,BW3,Barley_Winter_MTA,63368,https://doi.org/10.15454/RKFQ4E,Fengtien Black,BLOCK>PLOT,,,,,28,12,"BLOCK>PLOT:56,BLOCK:8",2015,2,2015-03-10T01:00:00Z,48.9859857162108,,195,2015-05-03T02:00:00Z,81,2015-06-15T02:00:00Z,606,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
40,3295428,BW3,Barley_Winter_MTA,63369,https://doi.org/10.15454/EMOC0J,Harbin Native,BLOCK>PLOT,,,,,16,18,"BLOCK>PLOT:40,BLOCK:4",2015,2,2015-03-10T01:00:00Z,34.7455470737914,,195,2015-05-03T02:00:00Z,83,2015-06-15T02:00:00Z,464,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
30,3295427,BW3,Barley_Winter_MTA,63370,https://doi.org/10.15454/KJEGKS,Mulan,BLOCK>PLOT,,,,,16,17,"BLOCK>PLOT:30,BLOCK:4",2015,3,2015-03-10T01:00:00Z,33.6220972423803,,196,2015-05-04T02:00:00Z,80,2015-06-15T02:00:00Z,214,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
40,3295501,BW3,Barley_Winter_MTA,63371,https://doi.org/10.15454/1VK8BP,Itu Native,BLOCK>PLOT,,,,,20,11,"BLOCK>PLOT:40,BLOCK:5",2015,7,2015-03-10T01:00:00Z,40.3734196837645,,190,2015-04-28T02:00:00Z,59,2015-06-15T02:00:00Z,320,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
8,3295656,BW3,Barley_Winter_MTA,63373,https://doi.org/10.15454/NY2DOZ,C-138,BLOCK>PLOT,,,,,28,7,"BLOCK>PLOT:8,BLOCK:8",2015,8,2015-03-10T01:00:00Z,46.2158167036216,,192,2015-04-30T02:00:00Z,68,2015-06-15T02:00:00Z,225,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
4,3295546,BW3,Barley_Winter_MTA,63373,https://doi.org/10.15454/NY2DOZ,C-138,BLOCK>PLOT,,,,,22,14,"BLOCK>PLOT:4,BLOCK:9",2015,6,2015-03-10T01:00:00Z,41.9354838709677,,192,2015-04-30T02:00:00Z,69,2015-06-15T02:00:00Z,338,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
15,3295119,BW3,Barley_Winter_MTA,63374,https://doi.org/10.15454/JNII72,BHS169,BLOCK>PLOT,,,,,1,9,"BLOCK>PLOT:15,BLOCK:2",2015,8,2015-03-10T01:00:00Z,48.3006912442396,,192,2015-04-30T02:00:00Z,47,2015-06-15T02:00:00Z,96,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
41,3295114,BW3,Barley_Winter_MTA,63375,https://doi.org/10.15454/AJWMGU,Ratna,BLOCK>PLOT,,,,,1,5,"BLOCK>PLOT:41,BLOCK:1",2015,8,2015-03-10T01:00:00Z,31.596103696886,,197,2015-05-05T02:00:00Z,60,2015-06-15T02:00:00Z,118,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
64,3295456,BW3,Barley_Winter_MTA,63376,https://doi.org/10.15454/WTEGSM,Lakhan,BLOCK>PLOT,,,,,18,7,"BLOCK>PLOT:64,BLOCK:6",2015,6,2015-03-10T01:00:00Z,53.9809863339275,,189,2015-04-27T02:00:00Z,63,2015-06-15T02:00:00Z,402,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
3,3295358,BW3,Barley_Winter_MTA,63378,https://doi.org/10.15454/SF5MDI,Rewari,BLOCK>PLOT,,,,,13,8,"BLOCK>PLOT:3,BLOCK:5",2015,8,2015-03-10T01:00:00Z,54.8985507246377,,190,2015-04-28T02:00:00Z,54,2015-06-15T02:00:00Z,160,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
62,3295704,BW3,Barley_Winter_MTA,63378,https://doi.org/10.15454/SF5MDI,Rewari,BLOCK>PLOT,,,,,30,19,"BLOCK>PLOT:62,BLOCK:9",2015,8,2015-03-10T01:00:00Z,60.7970884255931,,191,2015-04-29T02:00:00Z,53,2015-06-15T02:00:00Z,212,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
45,3295641,BW3,Barley_Winter_MTA,63379,https://doi.org/10.15454/G6K9UX,Churtanchan 1,BLOCK>PLOT,,,,,27,11,"BLOCK>PLOT:45,BLOCK:8",2015,9,2015-03-10T01:00:00Z,57.1400472069237,,204,2015-05-12T02:00:00Z,63,2015-06-15T02:00:00Z,58,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
55,3295403,BW3,Barley_Winter_MTA,63380,https://doi.org/10.15454/ZVCDWJ,Pandukeshwar 2,BLOCK>PLOT,,,,,15,13,"BLOCK>PLOT:55,BLOCK:5",2015,6,2015-03-10T01:00:00Z,50.0990952175786,,192,2015-04-30T02:00:00Z,79,2015-06-15T02:00:00Z,380,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
49,3295130,BW3,Barley_Winter_MTA,63381,https://doi.org/10.15454/YWYXG6,Bijoria,BLOCK>PLOT,,,,,1,19,"BLOCK>PLOT:49,BLOCK:3",2015,8,2015-03-10T01:00:00Z,37.6971994619053,,190,2015-04-28T02:00:00Z,59,2015-06-15T02:00:00Z,56,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
64,3295624,BW3,Barley_Winter_MTA,63382,https://doi.org/10.15454/RESRV8,Bana,BLOCK>PLOT,,,,,26,13,"BLOCK>PLOT:64,BLOCK:8",2015,6,2015-03-10T01:00:00Z,63.3976833976834,,189,2015-04-27T02:00:00Z,81,2015-06-15T02:00:00Z,274,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
28,3295252,BW3,Barley_Winter_MTA,63383,https://doi.org/10.15454/DRPKQK,Dairokkaku,BLOCK>PLOT,,,,,8,3,"BLOCK>PLOT:28,BLOCK:1",2015,2,2015-03-10T01:00:00Z,38.0014262791941,,194,2015-05-02T02:00:00Z,72,2015-06-15T02:00:00Z,378,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
50,3295544,BW3,Barley_Winter_MTA,63384,https://doi.org/10.15454/IDBC0Q,Nigatsuko,BLOCK>PLOT,,,,,22,12,"BLOCK>PLOT:50,BLOCK:8",2015,9,2015-03-10T01:00:00Z,33.8709677419355,,201,2015-05-09T02:00:00Z,63,2015-06-15T02:00:00Z,0,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
9,3295477,BW3,Barley_Winter_MTA,63742,https://doi.org/10.15454/0MREGX,HID380,BLOCK>PLOT,,,,,19,8,"BLOCK>PLOT:9,BLOCK:5",2015,6,2015-03-10T01:00:00Z,,,197,2015-05-05T02:00:00Z,75,2015-06-15T02:00:00Z,50,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
7,3295612,BW3,Barley_Winter_MTA,63385,https://doi.org/10.15454/PQRZAX,Buhobori,BLOCK>PLOT,,,,,26,1,"BLOCK>PLOT:7,BLOCK:7",2015,2,2015-03-10T01:00:00Z,40.8272058823529,,190,2015-04-28T02:00:00Z,67,2015-06-15T02:00:00Z,512,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
66,3295591,BW3,Barley_Winter_MTA,63385,https://doi.org/10.15454/PQRZAX,Buhobori,BLOCK>PLOT,,,,,24,20,"BLOCK>PLOT:66,BLOCK:9",2015,1,2015-03-10T01:00:00Z,39.815668202765,,184,2015-04-22T02:00:00Z,69,2015-06-15T02:00:00Z,580,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
62,3295138,BW3,Barley_Winter_MTA,63387,https://doi.org/10.15454/4WBY0E,Hyanmaeg,BLOCK>PLOT,,,,,2,7,"BLOCK>PLOT:62,BLOCK:1",2015,1,2015-03-10T01:00:00Z,47.505376344086,,189,2015-04-27T02:00:00Z,78,2015-06-15T02:00:00Z,746,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
34,3295298,BW3,Barley_Winter_MTA,63388,https://doi.org/10.15454/RIEFXV,Tongyeong Covered 1,BLOCK>PLOT,,,,,10,10,"BLOCK>PLOT:34,BLOCK:2",2015,1,2015-03-10T01:00:00Z,46.3282260810351,,196,2015-05-04T02:00:00Z,73,2015-06-15T02:00:00Z,546,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
39,3295522,BW3,Barley_Winter_MTA,63389,https://doi.org/10.15454/PZW4IT,Sariweon Yugmobori 1,BLOCK>PLOT,,,,,21,11,"BLOCK>PLOT:39,BLOCK:8",2015,7,2015-03-10T01:00:00Z,40.3804347826087,,196,2015-05-04T02:00:00Z,88,2015-06-15T02:00:00Z,312,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
46,3295589,BW3,Barley_Winter_MTA,63389,https://doi.org/10.15454/PZW4IT,Sariweon Yugmobori 1,BLOCK>PLOT,,,,,24,18,"BLOCK>PLOT:46,BLOCK:9",2015,5,2015-03-10T01:00:00Z,41.1921540991308,,194,2015-05-02T02:00:00Z,88,2015-06-15T02:00:00Z,400,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
16,3295432,BW3,Barley_Winter_MTA,63390,https://doi.org/10.15454/8V1JSM,Gupo Covered 2,BLOCK>PLOT,,,,,17,2,"BLOCK>PLOT:16,BLOCK:6",2015,5,2015-03-10T01:00:00Z,34.1436574629852,,194,2015-05-02T02:00:00Z,61,2015-06-15T02:00:00Z,350,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
31,3295683,BW3,Barley_Winter_MTA,63390,https://doi.org/10.15454/8V1JSM,Gupo Covered 2,BLOCK>PLOT,,,,,29,16,"BLOCK>PLOT:31,BLOCK:9",2015,7,2015-03-10T01:00:00Z,30.3840309435005,,195,2015-05-03T02:00:00Z,51,2015-06-15T02:00:00Z,270,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
43,3295208,BW3,Barley_Winter_MTA,63391,https://doi.org/10.15454/GKCVHT,Gho 4,BLOCK>PLOT,,,,,5,18,"BLOCK>PLOT:43,BLOCK:3",2015,3,2015-03-10T01:00:00Z,40.6043546651213,,192,2015-04-30T02:00:00Z,63,2015-06-15T02:00:00Z,336,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
9,3295470,BW3,Barley_Winter_MTA,63392,https://doi.org/10.15454/OKNG3B,Macha Khola 1,BLOCK>PLOT,,,,,19,1,"BLOCK>PLOT:9,BLOCK:6",2015,8,2015-03-10T01:00:00Z,41.2598026815077,,198,2015-05-06T02:00:00Z,71,2015-06-15T02:00:00Z,312,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
41,3295634,BW3,Barley_Winter_MTA,63393,https://doi.org/10.15454/XH0MKF,Kagbeni 2,BLOCK>PLOT,,,,,27,4,"BLOCK>PLOT:41,BLOCK:7",2015,6,2015-03-10T01:00:00Z,58.7430939226519,,192,2015-04-30T02:00:00Z,71,2015-06-15T02:00:00Z,330,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
56,3295268,BW3,Barley_Winter_MTA,63396,https://doi.org/10.15454/QOYA1M,TKN24b,BLOCK>PLOT,,,,,8,19,"BLOCK>PLOT:56,BLOCK:3",2015,1,2015-03-10T01:00:00Z,31.4102564102564,,189,2015-04-27T02:00:00Z,81,2015-06-15T02:00:00Z,440,,2,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
66,3295504,BW3,Barley_Winter_MTA,63397,https://doi.org/10.15454/D7TDDR,AC Oxbow,BLOCK>PLOT,,,,,20,14,"BLOCK>PLOT:66,BLOCK:5",2015,1,2015-03-10T01:00:00Z,49.187306501548,,189,2015-04-27T02:00:00Z,74,2015-06-15T02:00:00Z,666,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
62,3295655,BW3,Barley_Winter_MTA,63398,https://doi.org/10.15454/0RX0ZP,Aliso,BLOCK>PLOT,,,,,28,6,"BLOCK>PLOT:62,BLOCK:7",2015,6,2015-03-10T01:00:00Z,57.0249744413612,,196,2015-05-04T02:00:00Z,79,2015-06-15T02:00:00Z,545,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
63,3295604,BW3,Barley_Winter_MTA,63399,https://doi.org/10.15454/UZMEW3,Arupo,BLOCK>PLOT,,,,,25,13,"BLOCK>PLOT:63,BLOCK:8",2015,6,2015-03-10T01:00:00Z,51.4224369296833,,192,2015-04-30T02:00:00Z,50,2015-06-15T02:00:00Z,500,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
34,3295621,BW3,Barley_Winter_MTA,63400,https://doi.org/10.15454/KCTDGG,Beecher,BLOCK>PLOT,,,,,26,10,"BLOCK>PLOT:34,BLOCK:8",2015,1,2015-03-10T01:00:00Z,57.4674239893084,,188,2015-04-26T02:00:00Z,75,2015-06-15T02:00:00Z,628,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
65,3295124,BW3,Barley_Winter_MTA,63402,https://doi.org/10.15454/H7AKCI,Chia,BLOCK>PLOT,,,,,1,14,"BLOCK>PLOT:65,BLOCK:2",2015,3,2015-03-10T01:00:00Z,45.5039396215867,,192,2015-04-30T02:00:00Z,78,2015-06-15T02:00:00Z,600,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
22,3295373,BW3,Barley_Winter_MTA,63403,https://doi.org/10.15454/NGLYYH,Compana,BLOCK>PLOT,,,,,14,3,"BLOCK>PLOT:22,BLOCK:6",2015,1,2015-03-10T01:00:00Z,66.9781144781145,,196,2015-05-04T02:00:00Z,72,2015-06-15T02:00:00Z,776,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
40,3295149,BW3,Barley_Winter_MTA,63404,https://doi.org/10.15454/3214JW,Diamond,BLOCK>PLOT,,,,,2,18,"BLOCK>PLOT:40,BLOCK:3",2015,2,2015-03-10T01:00:00Z,45.8238451528952,,196,2015-05-04T02:00:00Z,75,2015-06-15T02:00:00Z,570,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
32,3295394,BW3,Barley_Winter_MTA,63405,https://doi.org/10.15454/NERTF6,FNC 1,BLOCK>PLOT,,,,,15,4,"BLOCK>PLOT:32,BLOCK:6",2015,1,2015-03-10T01:00:00Z,50.7266956231206,,186,2015-04-24T02:00:00Z,63,2015-06-15T02:00:00Z,718,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
33,3295155,BW3,Barley_Winter_MTA,63406,https://doi.org/10.15454/JCKBFG,Gobernadora,BLOCK>PLOT,,,,,3,4,"BLOCK>PLOT:33,BLOCK:1",2015,0,2015-03-10T01:00:00Z,53.3752141633352,,191,2015-04-29T02:00:00Z,69,2015-06-15T02:00:00Z,684,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
55,3295509,BW3,Barley_Winter_MTA,63407,https://doi.org/10.15454/PMMT5K,Hazen,BLOCK>PLOT,,,,,20,19,"BLOCK>PLOT:55,BLOCK:4",2015,3,2015-03-10T01:00:00Z,50.2884615384615,,192,2015-04-30T02:00:00Z,71,2015-06-15T02:00:00Z,640,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
46,3295267,BW3,Barley_Winter_MTA,63409,https://doi.org/10.15454/GARX8D,Kolla,BLOCK>PLOT,,,,,8,18,"BLOCK>PLOT:46,BLOCK:3",2015,6,2015-03-10T01:00:00Z,44.8756906077348,,192,2015-04-30T02:00:00Z,81,2015-06-15T02:00:00Z,504,,3,2014-12-01T01:00:00Z,6,2015-05-29T02:00:00Z
39,3295272,BW3,Barley_Winter_MTA,63410,https://doi.org/10.15454/ZWLWYM,HID135,BLOCK>PLOT,,,,,9,4,"BLOCK>PLOT:39,BLOCK:1",2015,0,2015-03-10T01:00:00Z,,,192,2015-04-30T02:00:00Z,85,2015-06-15T02:00:00Z,28,,3,2014-12-01T01:00:00Z,2,2015-05-29T02:00:00Z
