observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2824894,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"73,6",,"90,39",,,
2,2824895,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,7",,"89,99",,,
2,2824893,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,NA,,"30,29",,1,
1,2824892,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"57,6",,"34,52",,1,
1,2824828,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"57,3",,"53,83",,1,
2,2824831,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,4",,"92,5",,,
2,2824829,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"61,4",,"45,18",,1,
1,2824830,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,74,,"96,83",,,
2,2824851,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,4",,"91,07",,,
2,2824849,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,61,,"48,71",,2,
1,2824848,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"56,4",,"59,16",,1,
1,2824850,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,2",,"86,52",,,
1,2824934,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"69,9",,"76,92",,,
1,2824932,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"56,6",,"40,84",,"5,5",
2,2824933,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,68,,"46,7",,"4,5",
2,2824935,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"68,8",,"79,77",,,
2,2824843,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,2",,"87,1",,,
1,2824842,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,72,,"83,66",,,
1,2824840,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"56,9",,"47,3",,1,
2,2824841,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"59,6",,"40,34",,"1,5",
1,2824852,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"62,3",,"54,5",,1,
2,2824855,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,3",,"93,93",,,
1,2824854,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,9",,"99,23",,,
2,2824853,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,62,,"51,25",,6,
2,2824991,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"69,5",,"91,85",,,
1,2824988,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"62,8",,"47,25",,1,
1,2824990,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"69,9",,"89,78",,,
2,2824989,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,NA,,"42,51",,1,
2,2824881,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"62,9",,"52,85",,"6,5",
1,2824880,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"58,9",,"45,54",,4,
2,2824883,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"71,2",,"77,21",,,
1,2824882,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"71,5",,"77,76",,,
1,2824906,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"73,3",,"84,28",,,
2,2824907,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,1",,"82,46",,,
2,2824905,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"57,8",,"34,4",,4,
1,2824904,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"64,6",,"38,72",,1,
2,2824963,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,1",,"88,1",,,
2,2824961,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"62,8",,"48,83",,1,
1,2824962,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"71,8",,"88,17",,,
1,2824960,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,61,,"49,24",,1,
2,2824817,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"66,6",,"39,93",,4,
1,2824818,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"73,8",,"86,26",,,
1,2824816,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"67,2",,"52,73",,1,
2,2824819,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,7",,"88,74",,,
2,2824899,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"74,4",,"87,26",,,
1,2824898,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"74,3",,"90,92",,,
2,2824897,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"56,8",,"39,75",,"1,5",
1,2824896,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"63,9",,"53,39",,1,
2,2824889,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,NA,,"29,85",,3,
1,2824890,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"71,3",,"90,26",,,
2,2824891,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"71,2",,"87,22",,,
1,2824888,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,NA,,"38,72",,1,
1,2824974,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,5",,"94,05",,,
2,2824973,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,62,,"57,79",,2,
1,2824972,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"66,2",,"58,36",,1,
2,2824975,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,6",,"93,6",,,
1,2824914,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,7",,"86,82",,,
1,2824912,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,"57,1",,"31,31",,1,
2,2824915,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,72,,"79,6",,,
2,2824913,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,"56,3",,"31,62",,4,
1,2824820,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,NA,,"45,42",,1,
2,2824823,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"71,7",,"96,81",,,
1,2824822,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"71,1",,"94,06",,,
