observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
LM03014itkt,2801981,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,5",,77,,88,,44,,84,,215,,97,,"1,26",,257,,51,,NA,,"11,3",,"81,2",,1369,,"3,04",
LM03014itkfi,2801980,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"14,7",,44,,73,,28,,75,,176,,95,,"2,17",,165,,52,,,,"9,7",,"77,6",,1335,,,
EM02207itkfi,2801970,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"20,8",,88,,85,,40,,87,,212,,55,,"0,62",,152,,24,,,,"9,3",,"80,3",,1395,,,
EM02207itkt,2801971,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,9",,97,,97,,39,,59,,194,,51,,"0,53",,160,,15,,NA,,10,,81,,1419,,"3,35",
EM03149itkt,2801935,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,treated,2004,"23,9",,116,,91,,28,,78,,196,,45,,"0,39",,170,,15,,NA,,"10,5",,82,,1389,,"2,78",
EM03149itkfi,2801934,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,22,,98,,76,,38,,65,,180,,46,,"0,47",,151,,18,,,,"9,6",,"80,1",,1321,,,
CF03342itkfi,2801966,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"16,5",,56,,82,,32,,75,,189,,71,,"1,29",,156,,48,,,,"9,5",,"78,8",,1443,,,
CF03342itkt,2801967,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,9",,80,,94,,52,,66,,212,,85,,"1,06",,244,,59,,NA,,"11,3",,"80,9",,1480,,"2,72",
DI04017itkfi,2801930,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"22,5",,103,,82,,64,,84,,230,,63,,"0,61",,201,,53,,,,10,,"79,8",,1510,,,
DI04017itkt,2801931,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,4",,93,,88,,65,,86,,239,,71,,"0,77",,219,,55,,NA,,"10,9",,"81,6",,1435,,"2,54",
DI04019itkt,2801939,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,1",,90,,82,,45,,84,,211,,74,,"0,82",,227,,58,,NA,,"10,9",,"81,1",,1411,,"2,51",
DI04019itkfi,2801938,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"18,9",,72,,85,,30,,96,,211,,68,,"0,94",,180,,59,,,,"9,7",,"79,1",,1409,,,
LM03005itkt,2801919,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,treated,2004,"22,2",,100,,88,,27,,66,,181,,48,,"0,48",,156,,15,,NA,,"11,7",,"79,6",,1290,,"1,94",
LM03005itkfi,2801918,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"18,1",,66,,76,,29,,56,,160,,53,,"0,8",,128,,30,,,,"9,6",,"77,7",,1373,,,
EM00074itkt,2801985,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2004,"14,4",,42,,97,,"72,7",,"92,5",,262,,87,,"2,07",,148,,68,,360,,"10,245",,NA,,1640,,"2,39",
EM00074itkfi,2801984,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
EM00107itkt,2801929,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,6",,70,,91,,42,,70,,203,,73,,"1,04",,176,,56,,NA,,"10,7",,"82,5",,1381,,"2,91",
EM00107itkfi,2801928,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"18,9",,72,,70,,22,,88,,180,,69,,"0,95",,171,,50,,,,"8,9",,"79,4",,1284,,,
DI03015itkt,2801915,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,13,,34,,97,,"76,3",,77,,250,,121,,"3,56",,182,,63,,293,,"10,61",,NA,,"1557,5",,"3,58",
DI03015itkfi,2801914,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
