observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Pakitoitkt,2872488,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,77,,,,158,,11,,"80,1",,"97,8",,,,"100,4",,,,,,"3,5",
EM08231itkt,2872527,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,72,,,,161,,"11,3",,"76,1",,"104,1",,,,"106,8",,,,,,4,
EM08231itkfi,2872525,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,79,,1,,160,,"10,8",,"77,3",,"122,2",,1,,"91,4",,1,,"2,5",,4,
AO12013itknt,2872532,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"1,5",,,,1,,,,,,,,"116,7",,1,,"89,5",,1,,"8,5",,"3,5",
DI11014itkt,2872554,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,12,,"80,6",,"109,2",,,,112,,,,,,"5,5",
Folkloritkt,2872452,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,88,,,,160,,"12,2",,"79,4",,109,,,,"111,9",,,,,,6,
DI11012itkt,2872551,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,159,,11,,"82,2",,"111,6",,,,"114,5",,,,,,"6,5",
DI11012itknt,2872550,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,6,,,,,,,,"113,7",,1,,"87,2",,"4,5",,7,,"6,5",
Pakitoitknt,2872487,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"97,5",,1,,"74,8",,1,,9,,"5,5",
Folkloritkfi,2872450,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,92,,1,,159,,"10,9",,"80,1",,"108,1",,3,,"80,8",,1,,4,,3,
DI11002itkt,2872503,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,89,,,,159,,"12,3",,78,,"102,5",,,,"105,2",,,,,,7,
Folkloritknt,2872451,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,2,,,,1,,,,,,,,"113,5",,"2,5",,"87,1",,1,,"3,5",,7,
DI11014itknt,2872553,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"1,5",,,,"5,5",,,,,,,,"119,3",,1,,"91,5",,2,,7,,"6,5",
DI11012itkfi,2872549,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,91,,2,,159,,11,,"80,7",,"123,6",,1,,"92,4",,7,,"4,5",,"4,5",
RE10039itkt,2872476,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,159,,"12,8",,"78,2",,"99,5",,,,"102,2",,,,,,"3,5",
Bermudeitknt,2872466,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,4,,,,1,,,,,,,,"110,4",,1,,"84,7",,1,,8,,"4,5",
AO11013itkt,2872446,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,86,,,,158,,"12,2",,"80,1",,"108,2",,,,111,,,,,,"4,5",
AO12035itkfi,2872510,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49348,https://doi.org/10.15454/NFBGKG,AO12035,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,84,,1,,159,,"10,8",,"82,2",,"101,5",,"1,5",,"75,9",,1,,8,,"3,5",
RE10039itknt,2872475,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,4,,,,1,,,,,,,,"127,5",,1,,"97,8",,1,,"4,5",,5,
RE10039itkfi,2872474,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"3,5",,88,,1,,158,,12,,"77,2",,"117,4",,1,,"87,8",,1,,"3,5",,3,
EM09222itkfi,2872528,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,90,,1,,158,,"10,9",,"81,2",,"119,5",,5,,"89,3",,"1,5",,5,,"4,5",
DI11013itknt,2872547,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,2,,,,"5,5",,,,,,,,"116,8",,1,,"89,6",,6,,"5,5",,7,
EM09222itknt,2872529,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,3,,,,,,,,"111,5",,4,,"85,6",,1,,"6,5",,7,
DI11013itkt,2872548,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,161,,"10,8",,82,,"108,7",,,,"111,5",,,,,,5,
DI11002itkfi,2872501,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,90,,1,,158,,"11,4",,"77,4",,"113,1",,6,,"84,5",,5,,"4,5",,6,
AO11013itknt,2872445,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"2,5",,,,"3,5",,,,,,,,"122,1",,1,,"93,7",,1,,"6,5",,"5,5",
Apacheitkfi,2872492,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,78,,1,,157,,"11,5",,"78,5",,"93,6",,1,,70,,1,,9,,1,
DI11013itkfi,2872546,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,85,,4,,160,,"10,2",,"82,7",,"119,3",,"1,5",,"89,2",,7,,"4,5",,4,
AO11013itkfi,2872444,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,86,,1,,158,,11,,"81,2",,"119,4",,2,,"89,3",,1,,5,,4,
Apacheitkt,2872494,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,72,,,,158,,"11,8",,"78,4",,"94,6",,,,97,,,,,,2,
Apacheitknt,2872493,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"97,5",,1,,"74,8",,1,,9,,2,
DI11002itknt,2872502,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"4,5",,,,"2,5",,,,,,,,111,,5,,"85,2",,"2,5",,6,,"7,5",
AO13009itknt,2872469,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,49308,https://doi.org/10.15454/X9GHDQ,AO13009,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"109,7",,"3,5",,"84,2",,2,,4,,"6,5",
Lyrikitkt,2872560,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,81,,,,160,,"11,2",,81,,"108,7",,,,"111,6",,,,,,"2,5",
Lyrikitkfi,2872558,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,86,,1,,159,,"10,4",,"81,6",,"122,3",,6,,"91,4",,"4,5",,4,,3,
RE10042itknt,2872514,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"4,5",,,,"2,5",,,,,,,,"121,7",,"3,5",,"93,4",,1,,3,,5,
DI11014itkfi,2872552,BTH_Estrées-Mons_2013_SetA1,BTH_Estrées-Mons_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,90,,"2,5",,160,,"11,2",,"81,2",,"116,3",,1,,87,,4,,"5,5",,"4,5",
