observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
AO14039itkt,2969753,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60867,https://doi.org/10.15454/WFL1YX,AO14039,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,9.9,,102.4,,,,129.9,,,,,,,
AO14039itknt,2969752,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60867,https://doi.org/10.15454/WFL1YX,AO14039,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,91,,134,,,,101.5,,4.2,,106.1,,2.8,,3.2,,1,
AO13022itkt,2969750,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60962,https://doi.org/10.15454/57FECX,AO13022,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,138,,10.5,,100.6,,,,127.7,,,,,,,
AO13022itknt,2969749,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60962,https://doi.org/10.15454/57FECX,AO13022,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,98,,140,,,,93.6,,1,,97.8,,2.5,,6,,1,
AO13022itkfi,2969748,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60962,https://doi.org/10.15454/57FECX,AO13022,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,138,,10.3,,93,,1,,90.8,,3,,6,,,
AREZZOitkfi,2969799,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,136,,10,,95,,6,,92.8,,1.8,,3.5,,,
AREZZOitkt,2969801,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,136,,10.7,,94.3,,,,119.7,,,,,,,
AREZZOitknt,2969800,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,91,,136,,,,91.1,,4,,95.2,,1,,4.5,,1,
AO13030itkt,2969777,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,traite,2015,86,,138,,10.4,,103.5,,,,131.3,,,,,,,
AO13030itknt,2969776,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,88,,137,,,,103.2,,2.5,,107.8,,1,,4.2,,1,
AO13030itkfi,2969775,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,81,,134,,10.5,,101.3,,2.8,,98.9,,2.5,,4,,,
AO13047itkt,2969732,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,traite,2015,95,,138,,10.5,,108.1,,,,137.3,,,,,,,
AO13047itknt,2969731,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,138,,,,100.5,,2.2,,105,,3,,4.5,,1,
AO13047itkfi,2969730,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,138,,10.1,,102.3,,1.5,,99.9,,3,,4,,,
CF12202itkt,2969726,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,138,,10.1,,102.7,,,,130.3,,,,,,,
CF12202itkfi,2969724,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,136,,9.7,,101.4,,4.5,,99.1,,1.5,,2.5,,,
CF12202itknt,2969725,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,90,,138,,,,108.2,,3.5,,113.1,,1,,2.5,,1,
DI13002-2itkt,2969699,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,140,,10.7,,101,,,,128.3,,,,,,,
DI13002-2itknt,2969698,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,142,,,,95.3,,1.8,,99.6,,2.8,,4.5,,1,
DI13002-2itkfi,2969697,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,142,,9.6,,101.7,,2.8,,99.3,,2.8,,3.5,,,
DI13003itkt,2969729,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,traite,2015,104,,142,,10.7,,97,,,,123.1,,,,,,,
DI13003itknt,2969728,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,105,,142,,,,106.7,,1,,111.5,,2.2,,3,,1,
DI13003itkfi,2969727,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,98,,142,,10.2,,105.6,,1,,103.2,,2,,3.2,,,
DI13005itknt,2969707,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,104,,142,,,,107.8,,5.5,,112.7,,2,,2.8,,1,
DI13005itkt,2969708,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,traite,2015,104,,142,,9.4,,102.4,,,,130,,,,,,,
DI13005itkfi,2969706,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,97,,142,,8.7,,99.3,,5.5,,97,,1.5,,3.2,,,
