observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2838574,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27779,https://doi.org/10.15454/NTANDH,AO09010,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"14,94",,"6,5",,"23,23",
1,2838575,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27779,https://doi.org/10.15454/NTANDH,AO09010,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"13,92",,,,"50,55",
1,2838573,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27779,https://doi.org/10.15454/NTANDH,AO09010,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"14,98",,3,,"22,11",
1,2838533,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27771,https://doi.org/10.15454/DLZRR4,AO09002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"7,56",,2,,"62,08",
1,2838535,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27771,https://doi.org/10.15454/DLZRR4,AO09002,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"10,54",,,,"70,53",
2,2838536,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27771,https://doi.org/10.15454/DLZRR4,AO09002,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"9,56",,,,"92,23",
2,2838534,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27771,https://doi.org/10.15454/DLZRR4,AO09002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"7,63",,"4,5",,"66,08",
1,2838611,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"12,83",,,,"47,62",
1,2838609,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"11,52",,4,,"35,49",
2,2838612,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"12,8",,,,"57,86",
2,2838610,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"12,27",,6,,"38,46",
2,2838496,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27774,https://doi.org/10.15454/SE9ESL,AO09005,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"12,41",,,,"59,18",
2,2838494,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27774,https://doi.org/10.15454/SE9ESL,AO09005,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"11,92",,8,,"30,87",
1,2838495,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27774,https://doi.org/10.15454/SE9ESL,AO09005,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"11,86",,,,"62,87",
1,2838493,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27774,https://doi.org/10.15454/SE9ESL,AO09005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"12,1",,"5,5",,"35,73",
2,2838488,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27772,https://doi.org/10.15454/OARDBZ,AO09003,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"12,67",,,,"62,29",
1,2838487,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27772,https://doi.org/10.15454/OARDBZ,AO09003,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"12,66",,,,"60,31",
2,2838486,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27772,https://doi.org/10.15454/OARDBZ,AO09003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"13,33",,5,,"33,15",
1,2838485,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27772,https://doi.org/10.15454/OARDBZ,AO09003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"13,18",,5,,"34,87",
1,2838475,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"12,14",,,,"52,03",
2,2838476,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"11,93",,,,"68,15",
2,2838474,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"10,74",,"5,5",,"46,04",
1,2838473,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"10,61",,"3,5",,"51,14",
2,2838478,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27770,https://doi.org/10.15454/1LC9E6,AO09001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"8,21",,5,,"62,86",
1,2838477,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27770,https://doi.org/10.15454/1LC9E6,AO09001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"9,06",,3,,"59,96",
2,2838480,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27770,https://doi.org/10.15454/1LC9E6,AO09001,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"9,34",,,,"87,13",
1,2838479,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27770,https://doi.org/10.15454/1LC9E6,AO09001,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"10,17",,,,"64,05",
2,2838490,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27773,https://doi.org/10.15454/VLLBEN,AO09004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"12,88",,7,,"30,99",
1,2838491,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27773,https://doi.org/10.15454/VLLBEN,AO09004,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"12,57",,,,"45,44",
1,2838489,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27773,https://doi.org/10.15454/VLLBEN,AO09004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"12,81",,"3,5",,"32,25",
2,2838492,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27773,https://doi.org/10.15454/VLLBEN,AO09004,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"12,98",,,,"58,93",
2,2838548,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"12,01",,,,"60,25",
1,2838547,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"11,88",,,,"70,13",
1,2838545,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"9,91",,4,,"43,91",
2,2838546,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"10,28",,7,,"43,89",
2,2838504,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27270,https://doi.org/10.15454/JKW4SM,RE07114,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"13,07",,,,"58,01",
2,2838502,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27270,https://doi.org/10.15454/JKW4SM,RE07114,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"13,55",,3,,"38,21",
1,2838501,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27270,https://doi.org/10.15454/JKW4SM,RE07114,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"14,35",,"2,5",,"35,87",
1,2838503,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,27270,https://doi.org/10.15454/JKW4SM,RE07114,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"13,23",,,,"45,42",
