observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,Check(EIPO:0000004),Check(EIPO:0000004).date,L10(MIPO:0000020),L10(MIPO:0000020).date,L11(MIPO:0000020),L11(MIPO:0000020).date,L12(MIPO:0000020),L12(MIPO:0000020).date,L13(MIPO:0000020),L13(MIPO:0000020).date,L14(MIPO:0000020),L14(MIPO:0000020).date,L15(MIPO:0000020),L15(MIPO:0000020).date,TnbL(MIPO:0000019),TnbL(MIPO:0000019).date,W10(MIPO:0000021),W10(MIPO:0000021).date,W11(MIPO:0000021),W11(MIPO:0000021).date,W12(MIPO:0000021),W12(MIPO:0000021).date,W13(MIPO:0000021),W13(MIPO:0000021).date,W14(MIPO:0000021),W14(MIPO:0000021).date,W15(MIPO:0000021),W15(MIPO:0000021).date
5,3348657,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400833,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,71,,,,64,,,,,,17,,,,5.4,,,,6.8,,,,,
8,3348748,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,82,,,,80,,,,,,16,,,,7.6,,,,7.2,,,,,
3,3348655,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400833,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,82,,,,65,,,,,,16,,,,7,,,,7.5,,,,,
4,3348731,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:402516,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,83,,,,77,,,,,,17,,,,8,,,,8,,,,,
10,3348712,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,79,,,,75,,,,,,,,16,,7.5,,,,6,,,,,,,
9,3348661,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400833,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,82,,,,70,,,,,,16,,,,7,,,,8.3,,,,,
6,3348658,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400833,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,80,,,,75,,,,,,16,,,,7,,,,7.5,,,,,
8,3348660,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400833,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,,,79,,,,69,,,,16,,,,,,6.5,,,,7.2,,,
8,3348673,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400924,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,,,82,,,,68,,,,,,16,,,,7.3,,,,6.8,,,,,
9,3348749,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,,,83,,,,72,,,,16,,,,,,6.7,,,,6.6,,,
6,3348746,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,85,,,,83,,,,,,15,,,,8.7,,,,8.5,,,,,
8,3348710,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,81,,,,72,,,,,,16,,,,7,,,,5.5,,,,,
7,3348684,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,80,,,,81,,,,,,,,17,,8,,,,7.8,,,,,,,
4,3348669,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400924,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,,,83,,,,75,,,,,,16,,,,6.5,,,,8.8,,,,,
3,3348705,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,83,,,,73,,,,,,,,17,,7,,,,6,,,,,,,
10,3348662,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400833,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,79,,,,66,,,,,,16,,,,7,,,,7.5,,,,,
8,3348735,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:402516,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,77,,,,68,,,,,,16,,,,7.3,,,,7,,,,,
7,3348672,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400924,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,,,77,,,,68,,,,,,16,,,,7,,,,8,,,,,
6,3348708,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,86,,,,61,,,,,,15,,,,8.5,,,,6,,,,,
4,3348681,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,94,,,,85,,,,,,,,15,,6.5,,,,7,,,,,,,
9,3348686,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,84,,,,77,,,,,,15,,,,7,,,,8,,,,,
1,3348738,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,,,84,,,,71,,,,17,,,,,,7,,,,6.4,,,
9,3348674,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400924,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,,,82,,,,65,,,,,,16,,,,7.3,,,,8,,,,,
3,3348680,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,85,,,,79,,,,,,,,15,,6.5,,,,6.5,,,,,,,
5,3348707,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,87,,,,71,,,,,,16,,,,7,,,,6,,,,,
4,3348744,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,85,,,,83,,,,,,15,,,,7.2,,,,7.1,,,,,
9,3348711,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,76,,,,72,,,,,,,,15,,7,,,,6.5,,,,,,,
6,3348733,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:402516,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,77,,,,65,,,,,,16,,,,7.5,,,,6.8,,,,,
3,3348730,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:402516,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,76,,,,71,,,,,,16,,,,7,,,,7.8,,,,,
2,3348704,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,85,,,,79,,,,,,16,,,,7.5,,,,7,,,,,
10,3348737,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:402516,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3348687,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,82,,,,70,,,,,,,,,,7,,,,7.8,,,,,
4,3348706,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,80,,,,80,,,,,,16,,,,7.5,,,,6.5,,,,,
7,3348709,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,87,,,,79,,,,,,16,,,,8,,,,7,,,,,
2,3348729,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:402516,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,80,,,,71,,,,,,,,16,,8.6,,,,8,,,,,,,
1,3348700,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:402116,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,,,,,,,,,81,,,,66,,18,,,,,,,,6.5,,,,7,
7,3348747,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,,,77,,,,71,,,,,,16,,,,6.4,,,,6.6,,,,,
8,3348685,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,,,,,,,86,,,,76,,16,,,,,,,,7.5,,,,7,
5,3348670,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400924,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,,,82,,,,70,,,,,,16,,,,7.2,,,,7.5,,,,,
6,3348683,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,84,,,,75,,,,,,,,15,,7,,,,6.5,,,,,,,
1,3348663,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400924,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,,,,,77,,,,69,,,,16,,,,,,7,,,,7.5,,,
1,3348676,Cra12,KWS Caracal 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400950,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,,,85,,,,79,,,,,,,,15,,7,,,,7.5,,,,,,,
