observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3149water_regimerainfed,3334124,Bol12,University_of_Bologna Cadriano 2012,127543,https://doi.org/10.15454/TML7FA,F908_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.4734417841,,185.1986404207,,1011.105892368,,65.7823546751,,71.5139306774,,248.8560976405,,106.5652261733,
3030water_regimerainfed,3334012,Bol12,University_of_Bologna Cadriano 2012,127429,https://doi.org/10.15454/LFK19C,B89_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,186.8757347651,,215.6578667672,,915.7000762239,,65.4606891246,,73.1606675405,,241.9355065429,,85.2885692309,
3167water_regimewatered,3334386,Bol12,University_of_Bologna Cadriano 2012,127561,https://doi.org/10.15454/GILEFF,I261_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.7362185025,,192.8204728842,,1365.8096583711,,73.206127154,,75.8058083408,,243.9285128085,,117.7230668752,
3227water_regimewatered,3334445,Bol12,University_of_Bologna Cadriano 2012,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,196.4010474003,,267.6442974396,,1630.9127075102,,70.4204165801,,75.6674207274,,256.5509113651,,94.6296419157,
3195water_regimewatered,3334413,Bol12,University_of_Bologna Cadriano 2012,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.817892136,,294.5845319795,,980.8348290429,,66.0451199284,,72.5370152721,,247.2622977304,,90.6419371366,
3227water_regimerainfed,3334199,Bol12,University_of_Bologna Cadriano 2012,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,193.5733348478,,220.2530696727,,1214.1515316845,,73.6856852761,,77.8973990013,,251.802011644,,94.1094493625,
3182water_regimewatered,3334401,Bol12,University_of_Bologna Cadriano 2012,127576,https://doi.org/10.15454/KF2P15,Lo1094_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,191.3509376849,,230.0355658205,,2674.3902288363,,66.8637756273,,72.3508869548,,252.1018254278,,100.0598368562,
3190water_regimerainfed,3334162,Bol12,University_of_Bologna Cadriano 2012,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.1758815703,,205.1239988758,,1812.028083946,,66.9656678573,,74.1003924922,,241.9121120796,,101.6565706532,
3202water_regimerainfed,3334174,Bol12,University_of_Bologna Cadriano 2012,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,199.0853093204,,215.1361165483,,852.3689125201,,71.5161418502,,76.1969334166,,260.3420282203,,91.9134684535,
3216water_regimewatered,3334434,Bol12,University_of_Bologna Cadriano 2012,127610,https://doi.org/10.15454/VFUIV5,NK807_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,186.8979943268,,227.2915694085,,1687.5037946622,,64.7767508026,,66.348864382,,240.5462913548,,101.7010777308,
3224water_regimerainfed,3334196,Bol12,University_of_Bologna Cadriano 2012,127618,https://doi.org/10.15454/ZMCLMH,PHG50_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,183.5591287767,,233.9425007347,,1564.8615825769,,67.1220637724,,73.6730436602,,238.5114597767,,93.5283076014,
3235water_regimerainfed,3334207,Bol12,University_of_Bologna Cadriano 2012,127629,https://doi.org/10.15454/HBOONE,SC-Malawi_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,186.7750184003,,200.1218563419,,308.8383689216,,75.9513227309,,84.6906788719,,246.6590158556,,104.1828728574,
3075water_regimerainfed,3334053,Bol12,University_of_Bologna Cadriano 2012,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,184.5359839366,,225.8324771436,,1524.8270844173,,64.93396672,,71.5404547053,,236.6096151533,,99.6621911097,
3236water_regimerainfed,3334208,Bol12,University_of_Bologna Cadriano 2012,127630,https://doi.org/10.15454/CXASTH,UH_2500_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,187.1632145959,,204.4104241112,,1210.0815442112,,64.7521771075,,68.9727235933,,237.699431772,,94.5106028809,
3070water_regimewatered,3334296,Bol12,University_of_Bologna Cadriano 2012,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,184.0048110161,,285.4906187305,,844.8727799473,,65.0707891627,,72.5125670398,,226.2097310167,,88.837750323,
3243water_regimerainfed,3334215,Bol12,University_of_Bologna Cadriano 2012,127637,https://doi.org/10.15454/H9VQPV,UH_P087_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,189.0757957593,,217.3278845258,,1467.9548037588,,62.6728302261,,65.4807672094,,245.0741402622,,96.7372584354,
3041water_regimerainfed,3334023,Bol12,University_of_Bologna Cadriano 2012,127440,https://doi.org/10.15454/VUPKKL,LH74_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,172.5280021351,,181.2316003604,,1516.9714018766,,69.1241726142,,72.3020104997,,228.7552605839,,99.857027882,
3254water_regimewatered,3334472,Bol12,University_of_Bologna Cadriano 2012,127648,https://doi.org/10.15454/P7VJXF,W604S_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.0697652078,,259.6856798871,,1455.6364776538,,65.9952015141,,70.2655283725,,247.8809514123,,96.2274221305,
3086water_regimewatered,3334310,Bol12,University_of_Bologna Cadriano 2012,127482,https://doi.org/10.15454/BWEN08,F353_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,201.483860931,,248.5023391788,,1765.2740339375,,64.4341583717,,67.729371039,,253.9033624164,,99.6182992051,
3173water_regimerainfed,3334146,Bol12,University_of_Bologna Cadriano 2012,127567,https://doi.org/10.15454/MR6MIM,LH60_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,185.4746994429,,202.0074056119,,1523.3140639446,,67.2244026523,,78.1240955722,,248.1830675959,,90.954057633,
3081water_regimewatered,3334305,Bol12,University_of_Bologna Cadriano 2012,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,200.3587990645,,262.391768927,,1926.7816857385,,63.3134562328,,66.9215076483,,258.1226435364,,106.3492597151,
3186water_regimerainfed,3334159,Bol12,University_of_Bologna Cadriano 2012,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,181.9942457865,,230.2152328417,,1020.294498955,,66.6910662099,,70.2933201983,,237.7149633528,,96.3448608945,
3225water_regimewatered,3334443,Bol12,University_of_Bologna Cadriano 2012,127619,https://doi.org/10.15454/3PWKJE,PHG71_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.1424172846,,246.5935373896,,1498.75542561,,62.5516233209,,67.5009150296,,233.672694262,,98.1762780129,
3179water_regimewatered,3334398,Bol12,University_of_Bologna Cadriano 2012,127573,https://doi.org/10.15454/YW6ASO,Lo1056_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.9242130435,,254.5320404215,,1970.344153689,,70.6039021705,,77.3883502199,,262.7942557854,,107.9459933349,
3010water_regimerainfed,3333992,Bol12,University_of_Bologna Cadriano 2012,127409,https://doi.org/10.15454/WBSYN7,F894_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,199.9013196448,,186.9745515719,,945.7542072643,,74.691922936,,85.6502798972,,240.2194930935,,98.3110132069,
3215water_regimewatered,3334433,Bol12,University_of_Bologna Cadriano 2012,127609,https://doi.org/10.15454/68UAOE,NK764_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,162.0494859173,,239.0978530689,,2123.4618571814,,63.4629957847,,73.1436863914,,216.0441006996,,80.4794750583,
3212water_regimewatered,3334430,Bol12,University_of_Bologna Cadriano 2012,127606,https://doi.org/10.15454/HDJP0L,N16_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,209.4459363704,,215.1178872569,,1811.183857501,,70.2076947583,,74.8154738931,,262.2510478941,,118.6793133675,
3232water_regimerainfed,3334204,Bol12,University_of_Bologna Cadriano 2012,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,179.9202492908,,179.4638908438,,1601.179781709,,71.2314041808,,76.9510089623,,234.3772657929,,100.4824306922,
3239water_regimerainfed,3334211,Bol12,University_of_Bologna Cadriano 2012,127633,https://doi.org/10.15454/HAMEQC,UH_P024_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,188.8651536261,,229.8107407854,,1705.159476565,,63.3621063379,,66.3382146516,,246.9958686669,,86.2244043075,
3250water_regimerainfed,3334222,Bol12,University_of_Bologna Cadriano 2012,127644,https://doi.org/10.15454/PRT5XO,UH304_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,182.5618408593,,222.8767494271,,1919.5430118091,,65.5694527043,,65.7072688268,,240.6287130046,,93.9700973143,
3174water_regimerainfed,3334147,Bol12,University_of_Bologna Cadriano 2012,127568,https://doi.org/10.15454/NFXR4L,LH65_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,199.9499868152,,238.3995320354,,968.3155757872,,67.6205452918,,78.7302790996,,251.8952635191,,107.4858907649,
3166water_regimerainfed,3334139,Bol12,University_of_Bologna Cadriano 2012,127560,https://doi.org/10.15454/DEW3P6,I242_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,189.7877766647,,186.0235700789,,921.257239077,,69.5023241912,,77.738660276,,237.1395740655,,105.5180309151,
3011water_regimerainfed,3333993,Bol12,University_of_Bologna Cadriano 2012,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,180.3882680444,,188.8064057109,,1028.3346885378,,66.1957699884,,74.0723907071,,232.5123781776,,89.0956506576,
3217water_regimerainfed,3334189,Bol12,University_of_Bologna Cadriano 2012,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,202.2006592029,,219.3754405782,,1597.7901905222,,68.1593997333,,73.4775658906,,255.1550714278,,114.7520262907,
3231water_regimerainfed,3334203,Bol12,University_of_Bologna Cadriano 2012,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,197.179625014,,205.7683807227,,1004.2383000928,,69.8874799352,,77.5148241177,,259.3910013144,,103.3840310085,
3028water_regimewatered,3334256,Bol12,University_of_Bologna Cadriano 2012,127427,https://doi.org/10.15454/KSZLK9,F838_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.7396608805,,232.5084342175,,2010.4743632635,,67.4977848064,,75.9034175124,,247.8904753186,,101.1264946564,
3167water_regimerainfed,3334140,Bol12,University_of_Bologna Cadriano 2012,127561,https://doi.org/10.15454/GILEFF,I261_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,189.5085686638,,159.4044905586,,1639.03381158,,70.6014252706,,79.4777347956,,224.2380823843,,106.0087204907,
3216water_regimerainfed,3334188,Bol12,University_of_Bologna Cadriano 2012,127610,https://doi.org/10.15454/VFUIV5,NK807_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,187.3106727329,,245.5910834247,,1380.6640657585,,65.8342964621,,68.7672177368,,236.6670255469,,98.4288876632,
3247water_regimerainfed,3334219,Bol12,University_of_Bologna Cadriano 2012,127641,https://doi.org/10.15454/KR62P7,UH_S018_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,184.4968479778,,176.637788499,,1820.5661679174,,65.1231636234,,73.5391059727,,236.5124858717,,102.9585463518,
