,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L9,L10,L11,L12,L13,W9,W10,W11,W12,W13,L14,W14,L8,W8
421,YCXGDTM1074019,3355890,Gra13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1074019,,74.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1074019,REPLICATE>BLOCK:7,REPLICATE:4",rainfed,1701.4878125989,262.0111764706,"66,4276631668","70,752276834",4.4580882353,170,200,90,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
422,YCXGDTM1045023,3355889,Gra13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1045023,,45.0,23.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1045023,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1639.0205371248,255.0617647059,"67,8477662825","72,2486439239",4.1805147059,170,210,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
423,YCXGDTM1061040,3355887,Gra13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1061040,,61.0,40.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1061040,REPLICATE>BLOCK:5,REPLICATE:1",watered,3169.1604322527,292.6120588235,NA,NA,9.2733455882,250,305,110,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
424,YCXGDTM1087043,3355888,Gra13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1087043,,87.0,43.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1087043,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,4136.3084395871,271.5935294118,NA,NA,11.2339460784,280,320,130,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
425,3050water_regimewatered,3338095,Gra13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,298.1913071737,65.071695621,,268.8800063579,3604.0600280043,316.7051481342,125.1634556555,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
426,3050water_regimerainfed,3337849,Gra13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,266.7057899433,65.7197482183,70.8457784855,178.043012992,1954.3106301877,214.6311747982,85.5204511871,,,2013,16.3118595041,15.2284117032,13.6781501377,211.079,440.734,1286.22,-226.2212643678,-52.3893939394,38.3165853819,37.5468866039,33.9425416432,,,,,,,,,,,,,,,
427,YCXGDTM1062028,3355896,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1062028,,62.0,28.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1062028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,2874.8506571087,265.5423529412,"73,5986808046","77,2509816604",7.6339460784,180,220,75,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
428,YCXGDTM1101022,3355899,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1101022,,101.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1101022,REPLICATE>BLOCK:22,REPLICATE:5",rainfed,2354.3360433604,298.0941176471,"70,752276834","74,9225179234",7.0181372549,180,230,95,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
429,YCXGDTM1078025,3355898,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1078025,,78.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1078025,REPLICATE>BLOCK:35,REPLICATE:4",rainfed,2465.483234714,288.4432352941,"66,4276631668","69,2512954927",7.1115196078,160,200,75,"-2,82363232590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
430,YCXGDTM1097043,3355895,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1097043,,97.0,43.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1097043,REPLICATE>BLOCK:11,REPLICATE:2",watered,3455.9968847352,304.3835294118,NA,NA,10.5194852941,260,310,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
431,YCXGDTM1071044,3355894,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1071044,,71.0,44.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1071044,REPLICATE>BLOCK:12,REPLICATE:1",watered,3084.1352084875,312.7167647059,NA,NA,9.6446078431,275,330,130,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
432,3051water_regimewatered,3338096,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,332.1023437249,69.6242413711,,263.8855623802,3249.8108578441,313.7867607544,129.906161658,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
433,3051water_regimerainfed,3337850,Gra13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,292.1325703122,70.3013495435,73.7485610024,165.8867549199,2570.6104851596,212.6578822294,84.1611027905,,,2013,15.8637878788,15.5102840909,13.3642550505,415.177,441.119,1230,-223.09375,-43.8611111111,38.1282594888,37.4380720293,33.5714720196,,,,,,,,,,,,,,,
434,YCXGDTM1095020,3355906,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1095020,,95.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1095020,REPLICATE>BLOCK:11,REPLICATE:5",rainfed,1464.3237486688,297.9023529412,"80,7396547498","84,2376003346",4.362254902,190,230,90,"-3,49794558480",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
435,YCXGDTM1043031,3355903,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1043031,,43.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1043031,REPLICATE>BLOCK:61,REPLICATE:3",rainfed,1660.5039715147,285.995,"74,9225179234","78,4192045197",4.7489583333,160,205,85,"-3,49668659630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
436,YCXGDTM1089046,3355902,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1089046,,89.0,46.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1089046,REPLICATE>BLOCK:15,REPLICATE:2",watered,2250.7922788822,282.7844117647,NA,NA,6.3648897059,285,335,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
437,YCXGDTM1059045,3355901,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1059045,,59.0,45.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1059045,REPLICATE>BLOCK:13,REPLICATE:1",watered,1975.7131842714,301.7432352941,NA,NA,5.9615808824,270,330,125,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
438,YCXGDTM1079025,3355904,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1079025,,79.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1079025,REPLICATE>BLOCK:36,REPLICATE:4",rainfed,1562.5,278.1176470588,"79,6637888942","83,0619790019",4.3455882353,160,200,75,"-3,39819010770",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
439,3052water_regimewatered,3338097,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,309.0632223687,71.6808351774,,279.2609273809,2425.8002590222,335.986027468,129.7269355648,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
440,3052water_regimerainfed,3337851,Gra13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,307.3268585042,78.5637273207,81.6250144882,166.9355276279,1551.1866919675,202.2005280547,82.1050800732,,,2013,16.0950757576,15.0438797062,13.1358712121,327.287,406.382,1092.707,-200.5454545455,-38.33,38.0739312419,37.149336626,33.1597290462,,,,,,,,,,,,,,,
441,YCXGDTM1107026,3355913,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1107026,,107.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1107026,REPLICATE>BLOCK:41,REPLICATE:5",rainfed,2898.8277268094,310.0729411765,"69,2512954927","73,5986808046",8.9884803922,220,270,120,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
442,YCXGDTM1082021,3355911,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1082021,,82.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1082021,REPLICATE>BLOCK:18,REPLICATE:4",rainfed,2572.8414862336,300.3802941176,"74,9225179234","77,2509816604",7.7283088235,195,230,110,"-2,32846373700",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
443,YCXGDTM1046032,3355910,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1046032,,46.0,32.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1046032,REPLICATE>BLOCK:66,REPLICATE:3",rainfed,2671.8073593074,294.2305882353,"67,8477662825","72,2486439239",7.8612745098,220,265,110,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
444,YCXGDTM1069049,3355908,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1069049,,69.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1069049,REPLICATE>BLOCK:20,REPLICATE:1",watered,3390.0836320191,327.825,NA,NA,11.1135416667,300,350,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
445,YCXGDTM1091043,3355909,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1091043,,91.0,43.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1091043,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,3479.5942439255,335.7952941176,NA,NA,11.6843137255,305,360,155,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
446,3053water_regimewatered,3338098,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,354.1798677045,69.6937342442,,301.1632907632,3468.1435310239,352.9017083573,144.6237771251,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
447,3053water_regimerainfed,3337852,Gra13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,312.803368928,71.0513299535,74.9591231078,204.2693017874,2660.8605343355,246.251763644,112.5402565778,,,2013,15.8637878788,15.4056909091,13.2732126824,415.177,440.558,1216.551,-219.14,-42.4583333333,38.1282594888,37.3502890374,33.4156576009,,,,,,,,,,,,,,,
448,YCXGDTM1096030,3355918,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1096030,,96.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1096030,REPLICATE>BLOCK:57,REPLICATE:5",rainfed,2299.0945104697,273.0188235294,"67,8477662825","72,2486439239",6.2769607843,165,205,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
449,YCXGDTM1083019,3355917,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1083019,,83.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1083019,REPLICATE>BLOCK:9,REPLICATE:4",rainfed,2780.0379712503,286.2847058824,"69,2512954927","74,9225179234",7.9588235294,200,240,120,"-5,67122243070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
450,YCXGDTM1043027,3355916,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1043027,,43.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1043027,REPLICATE>BLOCK:42,REPLICATE:3",rainfed,2796.9018932874,267.9435294118,"66,4276631668","70,752276834",7.4941176471,200,245,100,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
451,YCXGDTM1089049,3355915,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1089049,,89.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1089049,REPLICATE>BLOCK:20,REPLICATE:2",watered,3361.3158613159,285.4985294118,NA,NA,9.5965073529,260,310,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
452,YCXGDTM1079039,3355914,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1079039,,79.0,39.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1079039,REPLICATE>BLOCK:5,REPLICATE:1",watered,3602.0249221184,291.9211764706,NA,NA,10.5150735294,290,340,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
453,3054water_regimewatered,3338099,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,300.4843294616,70.5819398502,,279.5352815507,3748.254399553,329.5282988036,139.7125742525,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3054water_regimerainfed,3337853,Gra13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,297.8421316974,68.1799762547,73.056359407,188.3803823403,2695.585962325,233.010389896,103.8070463436,,,2013,16.0841477273,15.3452805836,13.2165308255,302.323,440.214,1299.619,-227.8117283951,-45.974137931,38.0538344768,37.6898083576,33.2861698051,,,,,,,,,,,,,,,
455,YCXGDTM1092025,3355924,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092025,,92.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1092025,REPLICATE>BLOCK:34,REPLICATE:5",rainfed,2734.165324745,285.2947058824,"72,2486439239","76,1315900235",7.8004289216,180,220,105,"-3,88294609960",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
456,YCXGDTM1076030,3355922,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076030,,76.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076030,REPLICATE>BLOCK:58,REPLICATE:4",rainfed,3115.6156156156,257.2588235294,"67,8477662825","72,2486439239",8.0151960784,170,215,75,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
457,YCXGDTM1057022,3355921,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1057022,,57.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1057022,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,2884.867558353,285.975,"66,4276631668","70,752276834",8.25,200,230,105,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
458,YCXGDTM1101049,3355920,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1101049,,101.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1101049,REPLICATE>BLOCK:20,REPLICATE:2",watered,3618.8579017264,292.7102941176,NA,NA,10.5927696078,300,350,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
459,YCXGDTM1057044,3355919,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1057044,,57.0,44.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1057044,REPLICATE>BLOCK:11,REPLICATE:1",watered,3559.804719284,283.0314705882,NA,NA,10.0753676471,290,350,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3055water_regimewatered,3338100,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,319.8080274012,69.8776090161,,291.8991034334,3591.4277778103,346.467338123,128.3414683747,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
461,3055water_regimerainfed,3337854,Gra13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,304.9013608342,69.1528548453,73.4341599336,191.5742294598,2860.5801996284,229.1039216406,96.6574573321,,,2013,16.0841477273,15.3452805836,13.1358834104,302.323,440.214,1311.743,-227.8117283951,-46.1313559322,38.0538344768,37.6898083576,33.1393068307,,,,,,,,,,,,,,,
462,YCXGDTM1042029,3355927,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1042029,,42.0,29.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1042029,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,2011.5912671618,328.4335294118,"70,752276834","74,9225179234",6.6067401961,195,235,80,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
463,YCXGDTM1109027,3355930,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1109027,,109.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1109027,REPLICATE>BLOCK:46,REPLICATE:5",rainfed,2583.8648712497,318.72,"69,2512954927","73,5986808046",8.2352941176,210,250,90,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
464,YCXGDTM1072021,3355928,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072021,,72.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1072021,REPLICATE>BLOCK:16,REPLICATE:4",rainfed,2439.6507447355,294.7223529412,"73,5986808046","77,2509816604",7.1901960784,195,250,70,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
465,YCXGDTM1097047,3355926,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1097047,,97.0,47.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1097047,REPLICATE>BLOCK:17,REPLICATE:2",watered,2967.4945215486,318.8964705882,NA,NA,9.4632352941,280,330,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
466,YCXGDTM1073045,3355925,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1073045,,73.0,45.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1073045,REPLICATE>BLOCK:14,REPLICATE:1",watered,3785.1478010094,312.8908823529,NA,NA,11.8433823529,320,360,160,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
467,3056water_regimewatered,3338101,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,344.301059688,70.5907361638,,299.8106281514,3341.3324640506,343.9714900733,146.0377217986,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3056water_regimerainfed,3337855,Gra13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,351.3927672038,70.963233761,75.2038179163,191.0618556259,2276.2184909113,230.4801782012,78.8075722711,,,2013,15.8719393939,15.4056909091,13.0886576289,411.004,440.558,1254.988,-219.14,-42.9985380117,38.1183419318,37.3502890374,33.0265395945,,,,,,,,,,,,,,,
469,YCXGDTM1098027,3355935,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1098027,,98.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1098027,REPLICATE>BLOCK:44,REPLICATE:5",rainfed,2495.247148289,254.3364705882,"70,752276834","74,9225179234",6.3463235294,160,200,85,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
470,YCXGDTM1085031,3355934,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1085031,,85.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1085031,REPLICATE>BLOCK:64,REPLICATE:4",rainfed,2551.0204081633,296.5220588235,"69,2512954927","73,5986808046",7.5643382353,190,230,115,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
471,YCXGDTM1063018,3355933,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1063018,,63.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1063018,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,2656.2886088461,324.5535294118,"67,8477662825","72,2486439239",8.6210784314,230,270,140,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
472,YCXGDTM1088046,3355932,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1088046,,88.0,46.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1088046,REPLICATE>BLOCK:15,REPLICATE:2",watered,3751.5234613041,260.9511764706,NA,NA,9.7896446078,305,355,180,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
473,YCXGDTM1072044,3355931,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072044,,72.0,44.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1072044,REPLICATE>BLOCK:12,REPLICATE:1",watered,3219.696969697,258.5,NA,NA,8.3229166667,320,370,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3057water_regimewatered,3338102,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,269.3520355085,69.6035945826,,309.4350701915,3566.0122449735,358.4096633203,159.7883998278,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
475,3057water_regimerainfed,3337856,Gra13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,301.300081389,69.4491387984,73.5045969934,187.6099211865,2605.0231096295,228.9058526958,114.0440453511,,,2013,15.8719393939,15.486027668,13.4134173554,411.004,412.087,1259.032,-226.4202898551,-45.7287878788,38.1183419318,37.4369947743,33.6422243264,,,,,,,,,,,,,,,
476,YCXGDTM1099029,3355943,Gra13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1099029,,99.0,29.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1099029,REPLICATE>BLOCK:53,REPLICATE:5",rainfed,2808.7797619048,269.7882352941,"67,8477662825","72,2486439239",7.5777573529,180,220,80,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
477,YCXGDTM1067024,3355941,Gra13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067024,,67.0,24.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1067024,REPLICATE>BLOCK:29,REPLICATE:4",rainfed,3214.4005143041,251.625,"73,5986808046","77,2509816604",8.0882352941,185,230,100,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
478,YCXGDTM1063021,3355939,Gra13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1063021,,63.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1063021,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,3454.1377314815,277.4964705882,"65,0109583653","69,2512954927",9.5851102941,230,280,130,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
479,YCXGDTM1096042,3355938,Gra13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1096042,,96.0,42.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1096042,REPLICATE>BLOCK:9,REPLICATE:2",watered,4328.1121187139,293.2605882353,NA,NA,12.6926470588,305,350,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
480,YCXGDTM1076050,3355937,Gra13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076050,,76.0,50.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076050,REPLICATE>BLOCK:22,REPLICATE:1",watered,3792.6454138703,287.1317647059,NA,NA,10.8898897059,305,360,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
481,3058water_regimewatered,3338103,Gra13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,300.8413309456,67.3516261969,,297.3471589072,3927.4599225124,348.5455853676,133.9184910481,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
