,biological_material_id,organism,genus,species,subsp,cvar,var,accession_number,accession_name,organization,material_source_id,material_source_doi
204,3210,,Zea,mays,,,Lo904,Lo904_H,Lo904_H,INRAE,Lo904_H:INRAE,https://doi.org/10.15454/WAG6NL
205,3211,,Zea,mays,,,Mo15W,Mo15W_H,Mo15W_H,INRAE,Mo15W_H:INRAE,https://doi.org/10.15454/0LXNCN
206,3212,,Zea,mays,,,N16,N16_H,N16_H,INRAE,N16_H:INRAE,https://doi.org/10.15454/HDJP0L
207,3213,,Zea,mays,,,N192,N192_H,N192_H,INRAE,N192_H:INRAE,https://doi.org/10.15454/7CWQV7
208,3214,,Zea,mays,,,N22,N22_H,N22_H,INRAE,N22_H:INRAE,https://doi.org/10.15454/67FHQJ
209,3215,,Zea,mays,,,NK764,NK764_H,NK764_H,INRAE,NK764_H:INRAE,https://doi.org/10.15454/68UAOE
210,3216,,Zea,mays,,,NK807,NK807_H,NK807_H,INRAE,NK807_H:INRAE,https://doi.org/10.15454/VFUIV5
211,3217,,Zea,mays,,,NQ508,NQ508_H,NQ508_H,INRAE,NQ508_H:INRAE,https://doi.org/10.15454/FCAQLR
212,3218,,Zea,mays,,,NS701,NS701_H,NS701_H,INRAE,NS701_H:INRAE,https://doi.org/10.15454/PAY7DB
213,3219,,Zea,mays,,,Oh40B,Oh40B_H,Oh40B_H,INRAE,Oh40B_H:INRAE,https://doi.org/10.15454/AZDRPF
214,3220,,Zea,mays,,,P465P,P465P_H,P465P_H,INRAE,P465P_H:INRAE,https://doi.org/10.15454/GWATR4
215,3221,,Zea,mays,,,A554,A554_H,A554_H,INRAE,A554_H:INRAE,https://doi.org/10.15454/9E4IDY
216,3222,,Zea,mays,,,FR697,FR697_H,FR697_H,INRAE,FR697_H:INRAE,https://doi.org/10.15454/VZN8H6
217,3223,,Zea,mays,,,PHG35,PHG35_H,PHG35_H,INRAE,PHG35_H:INRAE,https://doi.org/10.15454/7TOVKA
218,3224,,Zea,mays,,,PHG50,PHG50_H,PHG50_H,INRAE,PHG50_H:INRAE,https://doi.org/10.15454/ZMCLMH
219,3225,,Zea,mays,,,PHG71,PHG71_H,PHG71_H,INRAE,PHG71_H:INRAE,https://doi.org/10.15454/3PWKJE
220,3226,,Zea,mays,,,PHG80,PHG80_H,PHG80_H,INRAE,PHG80_H:INRAE,https://doi.org/10.15454/30LETM
221,3227,,Zea,mays,,,PHG84,PHG84_H,PHG84_H,INRAE,PHG84_H:INRAE,https://doi.org/10.15454/Y3D0CI
222,3228,,Zea,mays,,,PHJ40,PHJ40_H,PHJ40_H,INRAE,PHJ40_H:INRAE,https://doi.org/10.15454/TZD7EC
223,3229,,Zea,mays,,,PHK29,PHK29_H,PHK29_H,INRAE,PHK29_H:INRAE,https://doi.org/10.15454/RCUMRI
224,3230,,Zea,mays,,,PHR36,PHR36_H,PHR36_H,INRAE,PHR36_H:INRAE,https://doi.org/10.15454/YPHNBZ
225,3231,,Zea,mays,,,PHT77,PHT77_H,PHT77_H,INRAE,PHT77_H:INRAE,https://doi.org/10.15454/EQYTRS
226,3232,,Zea,mays,,,PHV63,PHV63_H,PHV63_H,INRAE,PHV63_H:INRAE,https://doi.org/10.15454/WLFPQC
227,3233,,Zea,mays,,,PHW65,PHW65_H,PHW65_H,INRAE,PHW65_H:INRAE,https://doi.org/10.15454/TALVXU
228,3234,,Zea,mays,,,PHZ51,PHZ51_H,PHZ51_H,INRAE,PHZ51_H:INRAE,https://doi.org/10.15454/XGPNFM
229,3235,,Zea,mays,,,SC-Malawi,SC-Malawi_H,SC-Malawi_H,INRAE,SC-Malawi_H:INRAE,https://doi.org/10.15454/HBOONE
230,3236,,Zea,mays,,,UH_2500,UH_2500_H,UH_2500_H,INRAE,UH_2500_H:INRAE,https://doi.org/10.15454/CXASTH
231,3237,,Zea,mays,,,UH_6102,UH_6102_H,UH_6102_H,INRAE,UH_6102_H:INRAE,https://doi.org/10.15454/NAG17Z
232,3238,,Zea,mays,,,UH_6179,UH_6179_H,UH_6179_H,INRAE,UH_6179_H:INRAE,https://doi.org/10.15454/PTTCO2
233,3239,,Zea,mays,,,UH_P024,UH_P024_H,UH_P024_H,INRAE,UH_P024_H:INRAE,https://doi.org/10.15454/HAMEQC
234,3240,,Zea,mays,,,UH_P060,UH_P060_H,UH_P060_H,INRAE,UH_P060_H:INRAE,https://doi.org/10.15454/KENKPI
235,3241,,Zea,mays,,,UH_P064,UH_P064_H,UH_P064_H,INRAE,UH_P064_H:INRAE,https://doi.org/10.15454/RQFY2B
236,3242,,Zea,mays,,,UH_P074,UH_P074_H,UH_P074_H,INRAE,UH_P074_H:INRAE,https://doi.org/10.15454/VO3AKN
237,3243,,Zea,mays,,,UH_P087,UH_P087_H,UH_P087_H,INRAE,UH_P087_H:INRAE,https://doi.org/10.15454/H9VQPV
238,3244,,Zea,mays,,,UH_P104,UH_P104_H,UH_P104_H,INRAE,UH_P104_H:INRAE,https://doi.org/10.15454/VELLIH
239,3245,,Zea,mays,,,UH_P115,UH_P115_H,UH_P115_H,INRAE,UH_P115_H:INRAE,https://doi.org/10.15454/MMGFWL
240,3246,,Zea,mays,,,UH_P148,UH_P148_H,UH_P148_H,INRAE,UH_P148_H:INRAE,https://doi.org/10.15454/RGRUUB
241,3247,,Zea,mays,,,UH_S018,UH_S018_H,UH_S018_H,INRAE,UH_S018_H:INRAE,https://doi.org/10.15454/KR62P7
242,3248,,Zea,mays,,,UH_S020,UH_S020_H,UH_S020_H,INRAE,UH_S020_H:INRAE,https://doi.org/10.15454/NEO4EO
243,3249,,Zea,mays,,,UH_S025,UH_S025_H,UH_S025_H,INRAE,UH_S025_H:INRAE,https://doi.org/10.15454/VEZE8O
244,3250,,Zea,mays,,,UH304,UH304_H,UH304_H,INRAE,UH304_H:INRAE,https://doi.org/10.15454/PRT5XO
245,3251,,Zea,mays,,,Va26,Va26_H,Va26_H,INRAE,Va26_H:INRAE,https://doi.org/10.15454/HSQIO7
246,3252,,Zea,mays,,,W117,W117_H,W117_H,INRAE,W117_H:INRAE,https://doi.org/10.15454/GBTDNM
247,3253,,Zea,mays,,,W182E,W182E_H,W182E_H,INRAE,W182E_H:INRAE,https://doi.org/10.15454/SU486F
248,3254,,Zea,mays,,,W604S,W604S_H,W604S_H,INRAE,W604S_H:INRAE,https://doi.org/10.15454/P7VJXF
249,3255,,Zea,mays,,,Wf9,Wf9_H,Wf9_H,INRAE,Wf9_H:INRAE,https://doi.org/10.15454/MUP3UY
250,3256,,Zea,mays,,,SGI061,SGI061_H,SGI061_H,INRAE,SGI061_H:INRAE,https://doi.org/10.15454/I2W4OZ
251,3258,,Zea,mays,,,B14a,B14a_H,B14a_H,INRAE,B14a_H:INRAE,https://doi.org/10.15454/ZSEK9Q
252,3264,,Zea,mays,,,F816,F816_H,F816_H,INRAE,F816_H:INRAE,https://doi.org/10.15454/WPUFWH
253,3265,,Zea,mays,,,NS501,NS501_H,NS501_H,INRAE,NS501_H:INRAE,https://doi.org/10.15454/CHTSUF
254,3266,,Zea,mays,,,Pa35,Pa35_H,Pa35_H,INRAE,Pa35_H:INRAE,https://doi.org/10.15454/UHHPBO
255,3268,,Zea,mays,,,PP147,PP147_H,PP147_H,INRAE,PP147_H:INRAE,https://doi.org/10.15454/TXE8L9
256,3901,,Zea,mays,,,B73,B73_H,B73_H,INRAE,B73_H:INRAE,https://doi.org/10.15454/P5UIAJ
257,3902,,Zea,mays,,,PH207,PH207_H,PH207_H,INRAE,PH207_H:INRAE,https://doi.org/10.15454/AQWE02
258,3907,,Zea,mays,,,MS153,MS153_H,MS153_H,INRAE,MS153_H:INRAE,https://doi.org/10.15454/NPJBWJ
259,3977,,Zea,mays,,,PHH93,PHH93_H,PHH93_H,INRAE,PHH93_H:INRAE,https://doi.org/10.15454/WZXITF
