observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF12376itkfi,2883497,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,89,,134,,"10,9",,"90,9",,"66,3",,2,,"6,8",,1,
DI13004itkt,2883523,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49219,https://doi.org/10.15454/6NP2UD,DI13004,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,140,,"10,1",,"105,9",,"106,1",,,,,,1,
Bermudeitkt,2883511,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,136,,"9,6",,"104,3",,"104,5",,,,,,2,
EM12234itknt,2883540,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,92,,134,,,,"120,8",,"93,1",,2,,"4,8",,1,
CF12376itkt,2883499,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,134,,"10,3",,"99,8",,100,,,,,,"1,5",
CF12376itknt,2883498,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,95,,132,,,,"84,5",,"65,1",,"3,5",,"6,5",,"2,5",
RE12100itkt,2883487,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,136,,"10,2",,100,,"100,2",,,,,,"1,5",
RE12100itknt,2883486,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,100,,136,,,,"112,3",,"86,6",,2,,"5,2",,"1,5",
EM12340itkt,2883598,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,140,,"10,3",,103,,"103,2",,,,,,2,
Bermudeitkfi,2883509,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,139,,"10,5",,99,,"72,2",,1,,8,,1,
RE12100itkfi,2883485,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,100,,135,,"10,6",,"112,2",,"81,8",,"1,5",,"3,8",,1,
CF12200itknt,2883537,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,48698,https://doi.org/10.15454/CBPECM,CF12200,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,90,,139,,,,"97,8",,"75,3",,"1,5",,"4,2",,1,
EM12340itkfi,2883596,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,78,,141,,"11,3",,97,,"70,8",,1,,6,,1,
CF12200itkfi,2883536,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,48698,https://doi.org/10.15454/CBPECM,CF12200,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,140,,10,,"104,4",,"76,1",,1,,"3,5",,1,
EM12340itknt,2883597,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,89,,140,,,,"96,5",,"74,3",,2,,"6,5",,2,
Apacheitkt,2883550,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,129,,"10,3",,96,,"96,2",,,,,,"1,5",
Apacheitknt,2883549,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,96,,129,,,,"86,7",,"66,8",,"2,5",,"7,5",,"1,5",
DI13004itknt,2883522,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49219,https://doi.org/10.15454/6NP2UD,DI13004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,96,,139,,,,115,,"88,6",,"2,5",,"4,8",,1,
Apacheitkfi,2883548,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,129,,"11,8",,83,,"60,5",,"1,5",,9,,"1,5",
Bermudeitknt,2883510,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,94,,136,,,,"103,3",,"79,6",,2,,7,,1,
DI13006itkfi,2883527,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,139,,"9,9",,"113,5",,"82,8",,1,,"3,5",,1,
Attlassitknt,2883582,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,94,,134,,,,"123,6",,"95,2",,"1,5",,"6,5",,"2,5",
EM12359itkt,2883586,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,48644,https://doi.org/10.15454/BZ52A8,EM12359,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,138,,"11,2",,"90,1",,"90,2",,,,,,2,
Arezzoitkfi,2883602,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,129,,11,,"103,5",,"75,5",,1,,9,,"1,5",
CF12202itkt,2883580,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,treated,2014,91,,134,,"9,8",,"105,7",,106,,,,,,"2,5",
Attlassitkfi,2883581,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,95,,135,,"10,3",,"113,6",,"82,9",,1,,"4,5",,1,
CF12202itkfi,2883578,BTH_Le_Moulon_2014_SetA2,BTH_Le_Moulon_2014_SetA2,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,133,,"10,5",,"118,2",,"86,2",,"1,5",,5,,1,
