observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
RE11075itknt,2881498,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,94,,137,,,,"105,2",,"78,8",,"2,5",,"4,5",,"7,5",
CF11029itkt,2881535,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,142,,"9,4",,98,,"92,6",,,,,,2,
CF11029itknt,2881534,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,93,,142,,,,"57,1",,"42,8",,6,,"5,8",,3,
CF11029itkfi,2881533,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,94,,146,,10,,57,,"40,2",,6,,"5,5",,2,
AO13047itkfi,2881521,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,87,,136,,"10,4",,"116,5",,"82,2",,2,,"4,5",,"2,5",
CF11051itkt,2881496,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,treated,2014,99,,139,,"10,3",,"97,6",,"92,1",,,,,,"6,5",
CF11051itknt,2881495,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,95,,136,,,,"96,4",,"72,2",,2,,"5,2",,"2,5",
Galibieritknt,2881519,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,100,,125,,,,"37,1",,"27,8",,2,,9,,8,
CF11051itkfi,2881494,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,91,,139,,"10,6",,"99,9",,"70,5",,"2,5",,"5,2",,3,
EM11400itkfi,2881545,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,134,,"11,1",,"94,9",,67,,"1,5",,7,,1,
Bermudeitkt,2881511,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,139,,"10,1",,"108,5",,"102,5",,,,,,1,
Galibieritkt,2881520,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,125,,"13,4",,"19,9",,"18,8",,,,,,9,
EM11400itkt,2881547,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2014,94,,134,,"11,2",,102,,"96,3",,,,,,1,
EM11400itknt,2881546,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,90,,134,,,,"93,8",,"70,3",,2,,7,,1,
CF11177itkt,2881595,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,140,,"11,2",,"110,1",,104,,,,,,1,
CF11177itkfi,2881593,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,140,,"11,2",,"92,4",,"65,3",,2,,9,,1,
RE11087itkt,2881565,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,138,,"10,9",,"81,4",,"76,9",,,,,,"7,5",
RE11087itknt,2881564,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,96,,139,,,,92,,"68,9",,"2,2",,"4,8",,"8,5",
CF11177itknt,2881594,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,92,,138,,,,"85,1",,"63,8",,2,,"8,5",,"1,5",
AO12014itkfi,2881515,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,139,,"10,9",,"59,4",,"41,9",,6,,"8,5",,"6,5",
Bermudeitknt,2881510,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,92,,136,,,,"100,7",,"75,4",,2,,8,,1,
Galibieritkfi,2881518,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,94,,125,,"11,8",,"67,2",,"47,5",,"1,5",,"8,5",,4,
RE11087itkfi,2881563,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,139,,"10,7",,"95,2",,"67,2",,"2,2",,"4,2",,6,
Rubiskoitkfi,2881590,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,131,,"9,9",,"108,6",,"76,7",,1,,"6,5",,"1,5",
DI11013itkt,2881583,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,138,,9,,"99,3",,"93,8",,,,,,"1,5",
DI11013itknt,2881582,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2014,95,,139,,,,"89,3",,"66,8",,"3,2",,5,,"1,5",
RE11113itkt,2881559,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2014,105,,138,,"9,9",,"108,7",,"102,6",,,,,,"7,5",
