,biological_material_id,organism,genus,species,subsp,cvar,var,accession_number,accession_name,organization,material_source_id,material_source_doi
411,CF05159,,Triticum,aestivum,aestivum,,,CF05159,CF05159,INRAE,CF05159:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48381
412,CF05161,,Triticum,aestivum,aestivum,,,32095,CF05161,INRAE,32095:INRAE,https://doi.org/10.15454/BQTYVO
413,CF05162,,Triticum,aestivum,aestivum,,,32085,CF05162,INRAE,32085:INRAE,https://doi.org/10.15454/3810GN
414,CF05169,,Triticum,aestivum,aestivum,,,32093,CF05169,INRAE,32093:INRAE,https://doi.org/10.15454/X75WAV
415,CF05173,,Triticum,aestivum,aestivum,,,32103,CF05173,INRAE,32103:INRAE,https://doi.org/10.15454/RUE1SF
416,CF05235,,Triticum,aestivum,aestivum,,,32104,CF05235,INRAE,32104:INRAE,https://doi.org/10.15454/EKVXQT
417,CF06001,,Triticum,aestivum,aestivum,,,CF06001,CF06001,INRAE,CF06001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49460
418,CF06003,,Triticum,aestivum,aestivum,,,CF06003,CF06003,INRAE,CF06003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49241
419,CF06013,,Triticum,aestivum,aestivum,,,CF06013,CF06013,INRAE,CF06013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49609
420,CF06016,,Triticum,aestivum,aestivum,,,36760,CF06016,INRAE,36760:INRAE,https://doi.org/10.15454/96DRU4
421,CF06107,,Triticum,aestivum,aestivum,,,33588,CF06107,INRAE,33588:INRAE,https://doi.org/10.15454/PVLGW3
422,CF06111,,Triticum,aestivum,aestivum,,,CF06111,CF06111,INRAE,CF06111:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49647
423,CF06123,,Triticum,aestivum,aestivum,,,CF06123,CF06123,INRAE,CF06123:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48854
424,CF06136,,Triticum,aestivum,aestivum,,,36761,CF06136,INRAE,36761:INRAE,https://doi.org/10.15454/S3WW0P
425,CF06153,,Triticum,aestivum,aestivum,,,CF06153,CF06153,INRAE,CF06153:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48401
426,CF06154,,Triticum,aestivum,aestivum,,,CF06154,CF06154,INRAE,CF06154:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49465
427,CF06166,,Triticum,aestivum,aestivum,,,CF06166,CF06166,INRAE,CF06166:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49254
428,CF06167,,Triticum,aestivum,aestivum,,,CF06167,CF06167,INRAE,CF06167:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48968
429,CF06183,,Triticum,aestivum,aestivum,,,CF06183,CF06183,INRAE,CF06183:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48740
430,CF06193,,Triticum,aestivum,aestivum,,,33589,CF06193,INRAE,33589:INRAE,https://doi.org/10.15454/739FBM
431,CF06194,,Triticum,aestivum,aestivum,,,CF06194,CF06194,INRAE,CF06194:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49708
432,CF06199,,Triticum,aestivum,aestivum,,,CF06199,CF06199,INRAE,CF06199:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48761
433,CF06200,,Triticum,aestivum,aestivum,,,CF06200,CF06200,INRAE,CF06200:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48479
434,CF06204,,Triticum,aestivum,aestivum,,,CF06204,CF06204,INRAE,CF06204:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49620
435,CF06210,,Triticum,aestivum,aestivum,,,36763,CF06210,INRAE,36763:INRAE,https://doi.org/10.15454/BZGBHW
436,CF06225,,Triticum,aestivum,aestivum,,,CF06225,CF06225,INRAE,CF06225:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49095
437,CF06227,,Triticum,aestivum,aestivum,,,33590,CF06227,INRAE,33590:INRAE,https://doi.org/10.15454/PIPBFU
438,CF06230,,Triticum,aestivum,aestivum,,,33591,CF06230,INRAE,33591:INRAE,https://doi.org/10.15454/PBD8PO
439,CF06235,,Triticum,aestivum,aestivum,,,CF06235,CF06235,INRAE,CF06235:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49598
440,CF06250,,Triticum,aestivum,aestivum,,,CF06250,CF06250,INRAE,CF06250:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49022
441,CF06269,,Triticum,aestivum,aestivum,,,CF06269,CF06269,INRAE,CF06269:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49569
442,CF06273,,Triticum,aestivum,aestivum,,,CF06273,CF06273,INRAE,CF06273:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49135
443,CF06277,,Triticum,aestivum,aestivum,,,CF06277,CF06277,INRAE,CF06277:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49487
444,CF06294,,Triticum,aestivum,aestivum,,,CF06294,CF06294,INRAE,CF06294:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48834
445,CF06296,,Triticum,aestivum,aestivum,,,CF06296,CF06296,INRAE,CF06296:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48530
446,CF07002,,Triticum,aestivum,aestivum,,,36764,CF07002,INRAE,36764:INRAE,https://doi.org/10.15454/I30U5V
447,CF07008,,Triticum,aestivum,aestivum,,,36765,CF07008,INRAE,36765:INRAE,https://doi.org/10.15454/SLLTW8
448,CF07018,,Triticum,aestivum,aestivum,,,36766,CF07018,INRAE,36766:INRAE,https://doi.org/10.15454/72PHHY
449,CF07021,,Triticum,aestivum,aestivum,,,36767,CF07021,INRAE,36767:INRAE,https://doi.org/10.15454/BTYEVM
450,CF07022,,Triticum,aestivum,aestivum,,,36768,CF07022,INRAE,36768:INRAE,https://doi.org/10.15454/CEUVSR
451,CF07037,,Triticum,aestivum,aestivum,,,CF07037,CF07037,INRAE,CF07037:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49370
452,CF07057,,Triticum,aestivum,aestivum,,,CF07057,CF07057,INRAE,CF07057:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48970
453,CF07080,,Triticum,aestivum,aestivum,,,CF07080,CF07080,INRAE,CF07080:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48671
454,CF07097,,Triticum,aestivum,aestivum,,,36769,CF07097,INRAE,36769:INRAE,https://doi.org/10.15454/VCEDFU
455,CF07098,,Triticum,aestivum,aestivum,,,CF07098,CF07098,INRAE,CF07098:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49624
456,CF07138,,Triticum,aestivum,aestivum,,,CF07138,CF07138,INRAE,CF07138:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49475
457,CF07141,,Triticum,aestivum,aestivum,,,37400,CF07141,INRAE,37400:INRAE,https://doi.org/10.15454/EWNN9Q
458,CF07143,,Triticum,aestivum,aestivum,,,36770,CF07143,INRAE,36770:INRAE,https://doi.org/10.15454/NZODZY
459,CF07193,,Triticum,aestivum,aestivum,,,36771,CF07193,INRAE,36771:INRAE,https://doi.org/10.15454/0F480I
460,CF07208,,Triticum,aestivum,aestivum,,,CF07208,CF07208,INRAE,CF07208:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49017
461,CF07259,,Triticum,aestivum,aestivum,,,CF07259,CF07259,INRAE,CF07259:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48398
462,CF07261,,Triticum,aestivum,aestivum,,,CF07261,CF07261,INRAE,CF07261:INRAE,https://doi.org/10.15454/BSBAJR
463,CF07267,,Triticum,aestivum,aestivum,,,36772,CF07267,INRAE,36772:INRAE,https://doi.org/10.15454/LNBBQV
464,CF07278,,Triticum,aestivum,aestivum,,,CF07278,CF07278,INRAE,CF07278:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48863
465,CF07292,,Triticum,aestivum,aestivum,,,CF07292,CF07292,INRAE,CF07292:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48492
466,CF07296,,Triticum,aestivum,aestivum,,,CF07296,CF07296,INRAE,CF07296:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49527
467,CF07311,,Triticum,aestivum,aestivum,,,36817,CF07311,INRAE,36817:INRAE,https://doi.org/10.15454/CYACZC
468,CF07315,,Triticum,aestivum,aestivum,,,CF07315,CF07315,INRAE,CF07315:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48659
469,CF08021,,Triticum,aestivum,aestivum,,,37259,CF08021,INRAE,37259:INRAE,https://doi.org/10.15454/GXTRDY
470,CF08027,,Triticum,aestivum,aestivum,,,36773,CF08027,INRAE,36773:INRAE,https://doi.org/10.15454/8X7KGE
471,CF08029,,Triticum,aestivum,aestivum,,,36774,CF08029,INRAE,36774:INRAE,https://doi.org/10.15454/9MSP5Q
472,CF08031,,Triticum,aestivum,aestivum,,,CF08031,CF08031,INRAE,CF08031:INRAE,https://doi.org/10.15454/6UH9IO
473,CF08046,,Triticum,aestivum,aestivum,,,CF08046,CF08046,INRAE,CF08046:INRAE,https://doi.org/10.15454/VI9G7X
474,CF08049,,Triticum,aestivum,aestivum,,,36775,CF08049,INRAE,36775:INRAE,https://doi.org/10.15454/II6X3N
475,CF08057,,Triticum,aestivum,aestivum,,,CF08057,CF08057,INRAE,CF08057:INRAE,https://doi.org/10.15454/DSRGNF
476,CF08066,,Triticum,aestivum,aestivum,,,CF08066,CF08066,INRAE,CF08066:INRAE,https://doi.org/10.15454/I7RHV6
477,CF08083,,Triticum,aestivum,aestivum,,,CF08083,CF08083,INRAE,CF08083:INRAE,https://doi.org/10.15454/STVND6
478,CF08084,,Triticum,aestivum,aestivum,,,36776,CF08084,INRAE,36776:INRAE,https://doi.org/10.15454/XZ94CU
479,CF08088,,Triticum,aestivum,aestivum,,,CF08088,CF08088,INRAE,CF08088:INRAE,https://doi.org/10.15454/SGFBVV
480,CF08106,,Triticum,aestivum,aestivum,,,35788,CF08106,INRAE,35788:INRAE,https://doi.org/10.15454/4DNWV7
481,CF08109,,Triticum,aestivum,aestivum,,,36777,CF08109,INRAE,36777:INRAE,https://doi.org/10.15454/G9QV0Y
482,CF08127,,Triticum,aestivum,aestivum,,,36778,CF08127,INRAE,36778:INRAE,https://doi.org/10.15454/WQU9II
483,CF08129,,Triticum,aestivum,aestivum,,,CF08129,CF08129,INRAE,CF08129:INRAE,https://doi.org/10.15454/GXWATY
484,CF08130,,Triticum,aestivum,aestivum,,,CF08130,CF08130,INRAE,CF08130:INRAE,https://doi.org/10.15454/7TGBWO
485,CF08134,,Triticum,aestivum,aestivum,,,CF08134,CF08134,INRAE,CF08134:INRAE,https://doi.org/10.15454/WTGZL9
486,CF08137,,Triticum,aestivum,aestivum,,,35789,CF08137,INRAE,35789:INRAE,https://doi.org/10.15454/CPWBIX
487,CF08139,,Triticum,aestivum,aestivum,,,36779,CF08139,INRAE,36779:INRAE,https://doi.org/10.15454/1DEONX
488,CF08159,,Triticum,aestivum,aestivum,,,CF08159,CF08159,INRAE,CF08159:INRAE,https://doi.org/10.15454/07KNPI
489,CF08168,,Triticum,aestivum,aestivum,,,CF08168,CF08168,INRAE,CF08168:INRAE,https://doi.org/10.15454/FRA3PH
490,CF09027,,Triticum,aestivum,aestivum,,,37260,CF09027,INRAE,37260:INRAE,https://doi.org/10.15454/YFD4LO
491,CF09028,,Triticum,aestivum,aestivum,,,CF09028,CF09028,INRAE,CF09028:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49437
492,CF09030,,Triticum,aestivum,aestivum,,,CF09030,CF09030,INRAE,CF09030:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48471
493,CF09075,,Triticum,aestivum,aestivum,,,CF09075,CF09075,INRAE,CF09075:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48642
494,CF09077,,Triticum,aestivum,aestivum,,,CF09077,CF09077,INRAE,CF09077:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49152
495,CF09081,,Triticum,aestivum,aestivum,,,CF09081,CF09081,INRAE,CF09081:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49444
496,CF09085,,Triticum,aestivum,aestivum,,,CF09085,CF09085,INRAE,CF09085:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49657
497,CF09093,,Triticum,aestivum,aestivum,,,CF09093,CF09093,INRAE,CF09093:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49525
498,CF09117,,Triticum,aestivum,aestivum,,,37261,CF09117,INRAE,37261:INRAE,https://doi.org/10.15454/DXR4XS
499,CF09122,,Triticum,aestivum,aestivum,,,CF09122,CF09122,INRAE,CF09122:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49265
500,CF09133,,Triticum,aestivum,aestivum,,,CF09133,CF09133,INRAE,CF09133:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48903
501,CF09164,,Triticum,aestivum,aestivum,,,CF09164,CF09164,INRAE,CF09164:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49662
502,CF09169,,Triticum,aestivum,aestivum,,,37262,CF09169,INRAE,37262:INRAE,https://doi.org/10.15454/PVGZIK
503,CF09172,,Triticum,aestivum,aestivum,,,CF09172,CF09172,INRAE,CF09172:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48708
504,CF09176,,Triticum,aestivum,aestivum,,,37263,CF09176,INRAE,37263:INRAE,https://doi.org/10.15454/HRZCLT
505,CF09182,,Triticum,aestivum,aestivum,,,37264,CF09182,INRAE,37264:INRAE,https://doi.org/10.15454/TEBGJY
506,CF09198,,Triticum,aestivum,aestivum,,,CF09198,CF09198,INRAE,CF09198:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48921
507,CF09206,,Triticum,aestivum,aestivum,,,CF09206,CF09206,INRAE,CF09206:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48768
508,CF09216,,Triticum,aestivum,aestivum,,,CF09216,CF09216,INRAE,CF09216:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48561
509,CF09225,,Triticum,aestivum,aestivum,,,37265,CF09225,INRAE,37265:INRAE,https://doi.org/10.15454/L5GF1L
510,CF09226,,Triticum,aestivum,aestivum,,,CF09226,CF09226,INRAE,CF09226:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48589
511,CF09227,,Triticum,aestivum,aestivum,,,37266,CF09227,INRAE,37266:INRAE,https://doi.org/10.15454/C60S9I
512,CF09257,,Triticum,aestivum,aestivum,,,CF09257,CF09257,INRAE,CF09257:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48873
513,CF09276,,Triticum,aestivum,aestivum,,,37267,CF09276,INRAE,37267:INRAE,https://doi.org/10.15454/XQX8MF
514,CF09284,,Triticum,aestivum,aestivum,,,CF09284,CF09284,INRAE,CF09284:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49521
515,CF10004,,Triticum,aestivum,aestivum,,,CF10004,CF10004,INRAE,CF10004:INRAE,https://doi.org/10.15454/I9UAH6
516,CF10011,,Triticum,aestivum,aestivum,,,CF10011,CF10011,INRAE,CF10011:INRAE,https://doi.org/10.15454/YFSHA8
517,CF10016,,Triticum,aestivum,aestivum,,,CF10016,CF10016,INRAE,CF10016:INRAE,https://doi.org/10.15454/WEJGW3
518,CF10039,,Triticum,aestivum,aestivum,,,CF10039,CF10039,INRAE,CF10039:INRAE,https://doi.org/10.15454/4DSGY4
519,CF10042,,Triticum,aestivum,aestivum,,,CF10042,CF10042,INRAE,CF10042:INRAE,https://doi.org/10.15454/RC9XEF
520,CF10044,,Triticum,aestivum,aestivum,,,CF10044,CF10044,INRAE,CF10044:INRAE,https://doi.org/10.15454/6ALI6N
521,CF10049,,Triticum,aestivum,aestivum,,,CF10049,CF10049,INRAE,CF10049:INRAE,https://doi.org/10.15454/MF4LV7
522,CF10064,,Triticum,aestivum,aestivum,,,CF10064,CF10064,INRAE,CF10064:INRAE,https://doi.org/10.15454/W1DFLD
523,CF10082,,Triticum,aestivum,aestivum,,,CF10082,CF10082,INRAE,CF10082:INRAE,https://doi.org/10.15454/M4RPQP
524,CF10108,,Triticum,aestivum,aestivum,,,CF10108,CF10108,INRAE,CF10108:INRAE,https://doi.org/10.15454/I6GJS6
525,CF10125,,Triticum,aestivum,aestivum,,,CF10125,CF10125,INRAE,CF10125:INRAE,https://doi.org/10.15454/IBHUHA
526,CF10140,,Triticum,aestivum,aestivum,,,CF10140,CF10140,INRAE,CF10140:INRAE,https://doi.org/10.15454/WDXEQE
527,CF10180,,Triticum,aestivum,aestivum,,,CF10180,CF10180,INRAE,CF10180:INRAE,https://doi.org/10.15454/OKKASS
528,CF10185,,Triticum,aestivum,aestivum,,,CF10185,CF10185,INRAE,CF10185:INRAE,https://doi.org/10.15454/BSSAED
529,CF10186,,Triticum,aestivum,aestivum,,,CF10186,CF10186,INRAE,CF10186:INRAE,https://doi.org/10.15454/DDMJZQ
530,CF10205,,Triticum,aestivum,aestivum,,,CF10205,CF10205,INRAE,CF10205:INRAE,https://doi.org/10.15454/BFPKUV
531,CF10227,,Triticum,aestivum,aestivum,,,CF10227,CF10227,INRAE,CF10227:INRAE,https://doi.org/10.15454/3BD6BA
532,CF10249,,Triticum,aestivum,aestivum,,,CF10249,CF10249,INRAE,CF10249:INRAE,https://doi.org/10.15454/ZIJCMQ
533,CF10270,,Triticum,aestivum,aestivum,,,CF10270,CF10270,INRAE,CF10270:INRAE,https://doi.org/10.15454/OHTVUX
534,CF10272,,Triticum,aestivum,aestivum,,,CF10272,CF10272,INRAE,CF10272:INRAE,https://doi.org/10.15454/BXDSWF
535,CF10286,,Triticum,aestivum,aestivum,,,CF10286,CF10286,INRAE,CF10286:INRAE,https://doi.org/10.15454/ZPOAFD
536,CF10299,,Triticum,aestivum,aestivum,,,CF10299,CF10299,INRAE,CF10299:INRAE,https://doi.org/10.15454/BXUMII
537,CF10318,,Triticum,aestivum,aestivum,,,CF10318,CF10318,INRAE,CF10318:INRAE,https://doi.org/10.15454/QXLWBI
538,CF11003,,Triticum,aestivum,aestivum,,,CF11003,CF11003,INRAE,CF11003:INRAE,https://doi.org/10.15454/0HUC0X
539,CF11029,,Triticum,aestivum,aestivum,,,37806,CF11029,INRAE,37806:INRAE,https://doi.org/10.15454/LPOUIM
540,CF11032,,Triticum,aestivum,aestivum,,,CF11032,CF11032,INRAE,CF11032:INRAE,https://doi.org/10.15454/MAOLEE
541,CF11041,,Triticum,aestivum,aestivum,,,CF11041,CF11041,INRAE,CF11041:INRAE,https://doi.org/10.15454/YCKCWW
542,CF11051,,Triticum,aestivum,aestivum,,,37807,CF11051,INRAE,37807:INRAE,https://doi.org/10.15454/XTUZ9D
543,CF11075,,Triticum,aestivum,aestivum,,,CF11075,CF11075,INRAE,CF11075:INRAE,https://doi.org/10.15454/BH8LXP
544,CF11079,,Triticum,aestivum,aestivum,,,CF11079,CF11079,INRAE,CF11079:INRAE,https://doi.org/10.15454/78QONX
545,CF11094,,Triticum,aestivum,aestivum,,,CF11094,CF11094,INRAE,CF11094:INRAE,https://doi.org/10.15454/WFSIHH
546,CF11103,,Triticum,aestivum,aestivum,,,CF11103,CF11103,INRAE,CF11103:INRAE,https://doi.org/10.15454/99NTYT
547,CF11110,,Triticum,aestivum,aestivum,,,CF11110,CF11110,INRAE,CF11110:INRAE,https://doi.org/10.15454/ERILBD
548,CF11115,,Triticum,aestivum,aestivum,,,CF11115,CF11115,INRAE,CF11115:INRAE,https://doi.org/10.15454/ZA57QR
549,CF11140,,Triticum,aestivum,aestivum,,,CF11140,CF11140,INRAE,CF11140:INRAE,https://doi.org/10.15454/61JYKU
550,CF11150,,Triticum,aestivum,aestivum,,,CF11150,CF11150,INRAE,CF11150:INRAE,https://doi.org/10.15454/9DTWQV
551,CF11158,,Triticum,aestivum,aestivum,,,CF11158,CF11158,INRAE,CF11158:INRAE,https://doi.org/10.15454/OKDYWQ
552,CF11159,,Triticum,aestivum,aestivum,,,CF11159,CF11159,INRAE,CF11159:INRAE,https://doi.org/10.15454/BNMVC6
553,CF11164,,Triticum,aestivum,aestivum,,,CF11164,CF11164,INRAE,CF11164:INRAE,https://doi.org/10.15454/HGNUZP
554,CF11177,,Triticum,aestivum,aestivum,,,37808,CF11177,INRAE,37808:INRAE,https://doi.org/10.15454/TMOAXC
555,CF11192,,Triticum,aestivum,aestivum,,,CF11192,CF11192,INRAE,CF11192:INRAE,https://doi.org/10.15454/9F9U9Z
556,CF11211,,Triticum,aestivum,aestivum,,,CF11211,CF11211,INRAE,CF11211:INRAE,https://doi.org/10.15454/RW7KHN
557,CF11215,,Triticum,aestivum,aestivum,,,37809,CF11215,INRAE,37809:INRAE,https://doi.org/10.15454/5IXUYK
558,CF11216,,Triticum,aestivum,aestivum,,,CF11216,CF11216,INRAE,CF11216:INRAE,https://doi.org/10.15454/KE0AWJ
559,CF11224,,Triticum,aestivum,aestivum,,,CF11224,CF11224,INRAE,CF11224:INRAE,https://doi.org/10.15454/RSLCQO
560,CF11227,,Triticum,aestivum,aestivum,,,CF11227,CF11227,INRAE,CF11227:INRAE,https://doi.org/10.15454/XHXQYM
561,CF11228,,Triticum,aestivum,aestivum,,,CF11228,CF11228,INRAE,CF11228:INRAE,https://doi.org/10.15454/IO4TVO
562,CF11279,,Triticum,aestivum,aestivum,,,CF11279,CF11279,INRAE,CF11279:INRAE,https://doi.org/10.15454/I4EDVN
563,CF11289,,Triticum,aestivum,aestivum,,,CF11289,CF11289,INRAE,CF11289:INRAE,https://doi.org/10.15454/2RSAHH
564,CF11291,,Triticum,aestivum,aestivum,,,37810,CF11291,INRAE,37810:INRAE,https://doi.org/10.15454/VMWB4Q
565,CF12042,,Triticum,aestivum,aestivum,,,CF12042,CF12042,INRAE,CF12042:INRAE,https://doi.org/10.15454/TFKRVB
566,CF12048,,Triticum,aestivum,aestivum,,,CF12048,CF12048,INRAE,CF12048:INRAE,https://doi.org/10.15454/SZ7V8T
567,CF12053,,Triticum,aestivum,aestivum,,,39299,CF12053,INRAE,39299:INRAE,https://doi.org/10.15454/EYGP9K
568,CF12062,,Triticum,aestivum,aestivum,,,CF12062,CF12062,INRAE,CF12062:INRAE,https://doi.org/10.15454/F7YNUM
569,CF12108,,Triticum,aestivum,aestivum,,,39300,CF12108,INRAE,39300:INRAE,https://doi.org/10.15454/2XAWEY
570,CF12130,,Triticum,aestivum,aestivum,,,CF12130,CF12130,INRAE,CF12130:INRAE,https://doi.org/10.15454/9YFN5V
571,CF12149,,Triticum,aestivum,aestivum,,,CF12149,CF12149,INRAE,CF12149:INRAE,https://doi.org/10.15454/LE3Y6P
572,CF12164,,Triticum,aestivum,aestivum,,,CF12164,CF12164,INRAE,CF12164:INRAE,https://doi.org/10.15454/79MDPU
573,CF12176,,Triticum,aestivum,aestivum,,,CF12176,CF12176,INRAE,CF12176:INRAE,https://doi.org/10.15454/KWBER9
574,CF12181,,Triticum,aestivum,aestivum,,,39301,CF12181,INRAE,39301:INRAE,https://doi.org/10.15454/5ZAP8G
575,CF12200,,Triticum,aestivum,aestivum,,,39302,CF12200,INRAE,39302:INRAE,https://doi.org/10.15454/CBPECM
576,CF12202,,Triticum,aestivum,aestivum,,,39303,CF12202,INRAE,39303:INRAE,https://doi.org/10.15454/EYUOPH
577,CF12232,,Triticum,aestivum,aestivum,,,CF12232,CF12232,INRAE,CF12232:INRAE,https://doi.org/10.15454/Y57CZL
578,CF12265,,Triticum,aestivum,aestivum,,,CF12265,CF12265,INRAE,CF12265:INRAE,https://doi.org/10.15454/RDBYFX
579,CF12271,,Triticum,aestivum,aestivum,,,CF12271,CF12271,INRAE,CF12271:INRAE,https://doi.org/10.15454/L4H0GP
580,CF12273,,Triticum,aestivum,aestivum,,,39304,CF12273,INRAE,39304:INRAE,https://doi.org/10.15454/XJPBH3
581,CF12278,,Triticum,aestivum,aestivum,,,CF12278,CF12278,INRAE,CF12278:INRAE,https://doi.org/10.15454/XUD1JH
582,CF12300,,Triticum,aestivum,aestivum,,,CF12300,CF12300,INRAE,CF12300:INRAE,https://doi.org/10.15454/6WYD8D
583,CF12307,,Triticum,aestivum,aestivum,,,CF12307,CF12307,INRAE,CF12307:INRAE,https://doi.org/10.15454/KFG2VK
584,CF12340,,Triticum,aestivum,aestivum,,,CF12340,CF12340,INRAE,CF12340:INRAE,https://doi.org/10.15454/1WJFDJ
585,CF12352,,Triticum,aestivum,aestivum,,,CF12352,CF12352,INRAE,CF12352:INRAE,https://doi.org/10.15454/NAJGZ1
586,CF12372,,Triticum,aestivum,aestivum,,,CF12372,CF12372,INRAE,CF12372:INRAE,https://doi.org/10.15454/ONKOGJ
587,CF12376,,Triticum,aestivum,aestivum,,,39305,CF12376,INRAE,39305:INRAE,https://doi.org/10.15454/WEEH9V
588,CF13012,,Triticum,aestivum,aestivum,,,CF13012,CF13012,INRAE,CF13012:INRAE,https://doi.org/10.15454/Q94XV8
589,CF13016,,Triticum,aestivum,aestivum,,,CF13016,CF13016,INRAE,CF13016:INRAE,https://doi.org/10.15454/ODX7BB
590,CF13042,,Triticum,aestivum,aestivum,,,CF13042,CF13042,INRAE,CF13042:INRAE,https://doi.org/10.15454/ONQVGT
591,CF13043,,Triticum,aestivum,aestivum,,,CF13043,CF13043,INRAE,CF13043:INRAE,https://doi.org/10.15454/PXQDDZ
592,CF13045,,Triticum,aestivum,aestivum,,,CF13045,CF13045,INRAE,CF13045:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48911
593,CF13057,,Triticum,aestivum,aestivum,,,CF13057,CF13057,INRAE,CF13057:INRAE,https://doi.org/10.15454/IEJHD9
594,CF13080,,Triticum,aestivum,aestivum,,,CF13080,CF13080,INRAE,CF13080:INRAE,https://doi.org/10.15454/SAGJTL
595,CF13081,,Triticum,aestivum,aestivum,,,CF13081,CF13081,INRAE,CF13081:INRAE,https://doi.org/10.15454/P97IAI
596,CF13085,,Triticum,aestivum,aestivum,,,CF13085,CF13085,INRAE,CF13085:INRAE,https://doi.org/10.15454/18C6AU
597,CF13129,,Triticum,aestivum,aestivum,,,CF13129,CF13129,INRAE,CF13129:INRAE,https://doi.org/10.15454/O7VNE2
598,CF13131,,Triticum,aestivum,aestivum,,,CF13131,CF13131,INRAE,CF13131:INRAE,https://doi.org/10.15454/JQLJOT
599,CF13158,,Triticum,aestivum,aestivum,,,CF13158,CF13158,INRAE,CF13158:INRAE,https://doi.org/10.15454/BOXBBY
600,CF13172,,Triticum,aestivum,aestivum,,,CF13172,CF13172,INRAE,CF13172:INRAE,https://doi.org/10.15454/M3XNKU
601,CF13187,,Triticum,aestivum,aestivum,,,CF13187,CF13187,INRAE,CF13187:INRAE,https://doi.org/10.15454/RVUPRG
602,CF13217,,Triticum,aestivum,aestivum,,,CF13217,CF13217,INRAE,CF13217:INRAE,https://doi.org/10.15454/JHCWMY
603,CF14009,,Triticum,aestivum,aestivum,,,CF14009,CF14009,INRAE,CF14009:INRAE,https://doi.org/10.15454/XHZ6YQ
604,CF14015,,Triticum,aestivum,aestivum,,,CF14015,CF14015,INRAE,CF14015:INRAE,https://doi.org/10.15454/FATXJB
605,CF14031,,Triticum,aestivum,aestivum,,,CF14031,CF14031,INRAE,CF14031:INRAE,https://doi.org/10.15454/6IXHZR
606,CF14034,,Triticum,aestivum,aestivum,,,CF14034,CF14034,INRAE,CF14034:INRAE,https://doi.org/10.15454/OWSYXF
607,CF14054,,Triticum,aestivum,aestivum,,,CF14054,CF14054,INRAE,CF14054:INRAE,https://doi.org/10.15454/NLXLXP
608,CF14070,,Triticum,aestivum,aestivum,,,CF14070,CF14070,INRAE,CF14070:INRAE,https://doi.org/10.15454/FNZIU2
609,CF14072,,Triticum,aestivum,aestivum,,,CF14072,CF14072,INRAE,CF14072:INRAE,https://doi.org/10.15454/ZGXAAA
610,CF14128,,Triticum,aestivum,aestivum,,,CF14128,CF14128,INRAE,CF14128:INRAE,https://doi.org/10.15454/VVTUMV
