,biological_material_id,organism,genus,species,subsp,cvar,var,accession_number,accession_name,organization,material_source_id,material_source_doi
915,DI09013,,Triticum,aestivum,aestivum,,,DI09013,DI09013,INRAE,DI09013:INRAE,https://doi.org/10.15454/VYSZ9T
916,DI09014,,Triticum,aestivum,aestivum,,,DI09014,DI09014,INRAE,DI09014:INRAE,https://doi.org/10.15454/WSZFOK
917,DI09015,,Triticum,aestivum,aestivum,,,36791,DI09015,INRAE,36791:INRAE,https://doi.org/10.15454/N3NIWD
918,DI09016,,Triticum,aestivum,aestivum,,,35790,DI09016,INRAE,35790:INRAE,https://doi.org/10.15454/SGNING
919,DI09017,,Triticum,aestivum,aestivum,,,36792,DI09017,INRAE,36792:INRAE,https://doi.org/10.15454/BEWTVM
920,DI09018,,Triticum,aestivum,aestivum,,,36793,DI09018,INRAE,36793:INRAE,https://doi.org/10.15454/G5QB1J
921,DI09019,,Triticum,aestivum,aestivum,,,DI09019,DI09019,INRAE,DI09019:INRAE,https://doi.org/10.15454/IJIXOT
922,DI09020,,Triticum,aestivum,aestivum,,,DI09020,DI09020,INRAE,DI09020:INRAE,https://doi.org/10.15454/UW5VA5
923,DI09021,,Triticum,aestivum,aestivum,,,DI09021,DI09021,INRAE,DI09021:INRAE,https://doi.org/10.15454/GC5XFU
924,DI09022,,Triticum,aestivum,aestivum,,,DI09022,DI09022,INRAE,DI09022:INRAE,https://doi.org/10.15454/9JEREI
925,DI09023,,Triticum,aestivum,aestivum,,,37401,DI09023,INRAE,37401:INRAE,https://doi.org/10.15454/ICRTTK
926,DI09024,,Triticum,aestivum,aestivum,,,DI09024,DI09024,INRAE,DI09024:INRAE,https://doi.org/10.15454/DAZZBT
927,DI10001,,Triticum,aestivum,aestivum,,,DI10001,DI10001,INRAE,DI10001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48633
928,DI10001-2,,Triticum,aestivum,aestivum,,,37276,DI10001-2,INRAE,37276:INRAE,https://doi.org/10.15454/MBT1YT
929,DI10002,,Triticum,aestivum,aestivum,,,DI10002,DI10002,INRAE,DI10002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48382
930,DI10003,,Triticum,aestivum,aestivum,,,DI10003,DI10003,INRAE,DI10003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48505
931,DI10004,,Triticum,aestivum,aestivum,,,DI10004,DI10004,INRAE,DI10004:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49387
932,DI10005,,Triticum,aestivum,aestivum,,,DI10005,DI10005,INRAE,DI10005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49716
933,DI10006,,Triticum,aestivum,aestivum,,,37277,DI10006,INRAE,37277:INRAE,https://doi.org/10.15454/QECZYG
934,DI10007,,Triticum,aestivum,aestivum,,,37278,DI10007,INRAE,37278:INRAE,https://doi.org/10.15454/SFOD7H
935,DI10008,,Triticum,aestivum,aestivum,,,DI10008,DI10008,INRAE,DI10008:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49226
936,DI10009,,Triticum,aestivum,aestivum,,,DI10009,DI10009,INRAE,DI10009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48858
937,DI10010,,Triticum,aestivum,aestivum,,,DI10010,DI10010,INRAE,DI10010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49025
938,DI10011,,Triticum,aestivum,aestivum,,,37279,DI10011,INRAE,37279:INRAE,https://doi.org/10.15454/HTBFFE
939,DI10012,,Triticum,aestivum,aestivum,,,DI10012,DI10012,INRAE,DI10012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48684
940,DI10013,,Triticum,aestivum,aestivum,,,DI10013,DI10013,INRAE,DI10013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49728
941,DI10014,,Triticum,aestivum,aestivum,,,DI10014,DI10014,INRAE,DI10014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48493
942,DI10015,,Triticum,aestivum,aestivum,,,37280,DI10015,INRAE,37280:INRAE,https://doi.org/10.15454/QM62JM
943,DI10016,,Triticum,aestivum,aestivum,,,DI10016,DI10016,INRAE,DI10016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49397
944,DI10017,,Triticum,aestivum,aestivum,,,DI10017,DI10017,INRAE,DI10017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48346
945,DI11001,,Triticum,aestivum,aestivum,,,DI11001,DI11001,INRAE,DI11001:INRAE,https://doi.org/10.15454/65LNUJ
946,DI11002,,Triticum,aestivum,aestivum,,,DI11002,DI11002,INRAE,DI11002:INRAE,https://doi.org/10.15454/XUWXYL
947,DI11003,,Triticum,aestivum,aestivum,,,DI11003,DI11003,INRAE,DI11003:INRAE,https://doi.org/10.15454/MGXCTF
948,DI11004,,Triticum,aestivum,aestivum,,,DI11004,DI11004,INRAE,DI11004:INRAE,https://doi.org/10.15454/ARVEL8
949,DI11005,,Triticum,aestivum,aestivum,,,DI11005,DI11005,INRAE,DI11005:INRAE,https://doi.org/10.15454/5MVGNV
950,DI11006,,Triticum,aestivum,aestivum,,,DI11006,DI11006,INRAE,DI11006:INRAE,https://doi.org/10.15454/XG0SIN
951,DI11007,,Triticum,aestivum,aestivum,,,DI11007,DI11007,INRAE,DI11007:INRAE,https://doi.org/10.15454/9MOW8S
952,DI11008,,Triticum,aestivum,aestivum,,,DI11008,DI11008,INRAE,DI11008:INRAE,https://doi.org/10.15454/RMGL42
953,DI11009,,Triticum,aestivum,aestivum,,,DI11009,DI11009,INRAE,DI11009:INRAE,https://doi.org/10.15454/SLLOAU
954,DI11010,,Triticum,aestivum,aestivum,,,DI11010,DI11010,INRAE,DI11010:INRAE,https://doi.org/10.15454/FGQ2LJ
955,DI11011,,Triticum,aestivum,aestivum,,,DI11011,DI11011,INRAE,DI11011:INRAE,https://doi.org/10.15454/MPMTXE
956,DI11012,,Triticum,aestivum,aestivum,,,37812,DI11012,INRAE,37812:INRAE,https://doi.org/10.15454/G34RHP
957,DI11013,,Triticum,aestivum,aestivum,,,37813,DI11013,INRAE,37813:INRAE,https://doi.org/10.15454/8YNF2B
958,DI11014,,Triticum,aestivum,aestivum,,,37814,DI11014,INRAE,37814:INRAE,https://doi.org/10.15454/GG9CKW
959,DI11015,,Triticum,aestivum,aestivum,,,DI11015,DI11015,INRAE,DI11015:INRAE,https://doi.org/10.15454/SV7FHG
960,DI11016,,Triticum,aestivum,aestivum,,,DI11016,DI11016,INRAE,DI11016:INRAE,https://doi.org/10.15454/59UTTT
961,DI11017,,Triticum,aestivum,aestivum,,,DI11017,DI11017,INRAE,DI11017:INRAE,https://doi.org/10.15454/42WK1N
962,DI11018,,Triticum,aestivum,aestivum,,,DI11018,DI11018,INRAE,DI11018:INRAE,https://doi.org/10.15454/Y3MMR4
963,DI11019,,Triticum,aestivum,aestivum,,,DI11019,DI11019,INRAE,DI11019:INRAE,https://doi.org/10.15454/9DKTE7
964,DI11020,,Triticum,aestivum,aestivum,,,DI11020,DI11020,INRAE,DI11020:INRAE,https://doi.org/10.15454/S1L2P9
965,DI11021,,Triticum,aestivum,aestivum,,,DI11021,DI11021,INRAE,DI11021:INRAE,https://doi.org/10.15454/2G0RQP
966,DI12001,,Triticum,aestivum,aestivum,,,DI12001,DI12001,INRAE,DI12001:INRAE,https://doi.org/10.15454/38GFUU
967,DI12002,,Triticum,aestivum,aestivum,,,DI12002,DI12002,INRAE,DI12002:INRAE,https://doi.org/10.15454/OKI00H
968,DI12003,,Triticum,aestivum,aestivum,,,DI12003,DI12003,INRAE,DI12003:INRAE,https://doi.org/10.15454/PDTNHE
969,DI12004,,Triticum,aestivum,aestivum,,,37815,DI12004,INRAE,37815:INRAE,https://doi.org/10.15454/EHYGRO
970,DI12005,,Triticum,aestivum,aestivum,,,37816,DI12005,INRAE,37816:INRAE,https://doi.org/10.15454/KIPU5T
971,DI12006,,Triticum,aestivum,aestivum,,,DI12006,DI12006,INRAE,DI12006:INRAE,https://doi.org/10.15454/3PVIBR
972,DI12007,,Triticum,aestivum,aestivum,,,DI12007,DI12007,INRAE,DI12007:INRAE,https://doi.org/10.15454/HYWSTF
973,DI12008,,Triticum,aestivum,aestivum,,,DI12008,DI12008,INRAE,DI12008:INRAE,https://doi.org/10.15454/ERHVKW
974,DI12009,,Triticum,aestivum,aestivum,,,DI12009,DI12009,INRAE,DI12009:INRAE,https://doi.org/10.15454/SSBKER
975,DI12010,,Triticum,aestivum,aestivum,,,DI12010,DI12010,INRAE,DI12010:INRAE,https://doi.org/10.15454/IS30KY
976,DI12011,,Triticum,aestivum,aestivum,,,DI12011,DI12011,INRAE,DI12011:INRAE,https://doi.org/10.15454/M9DOGT
977,DI12011-2,,Triticum,aestivum,aestivum,,,37820,DI12011-2,INRAE,37820:INRAE,https://doi.org/10.15454/R5JV1T
978,DI12012,,Triticum,aestivum,aestivum,,,DI12012,DI12012,INRAE,DI12012:INRAE,https://doi.org/10.15454/DNQAJZ
979,DI12013,,Triticum,aestivum,aestivum,,,DI12013,DI12013,INRAE,DI12013:INRAE,https://doi.org/10.15454/LRDMJQ
980,DI12014,,Triticum,aestivum,aestivum,,,DI12014,DI12014,INRAE,DI12014:INRAE,https://doi.org/10.15454/YP2UOF
981,DI12015,,Triticum,aestivum,aestivum,,,DI12015,DI12015,INRAE,DI12015:INRAE,https://doi.org/10.15454/G4JD19
982,DI12016,,Triticum,aestivum,aestivum,,,DI12016,DI12016,INRAE,DI12016:INRAE,https://doi.org/10.15454/JOTB0W
983,DI12017,,Triticum,aestivum,aestivum,,,DI12017,DI12017,INRAE,DI12017:INRAE,https://doi.org/10.15454/5E5KSG
984,DI12018,,Triticum,aestivum,aestivum,,,DI12018,DI12018,INRAE,DI12018:INRAE,https://doi.org/10.15454/LSENI4
985,DI12019,,Triticum,aestivum,aestivum,,,DI12019,DI12019,INRAE,DI12019:INRAE,https://doi.org/10.15454/LXXI3T
986,DI13001,,Triticum,aestivum,aestivum,,,DI13001,DI13001,INRAE,DI13001:INRAE,https://doi.org/10.15454/32FK98
987,DI13002,,Triticum,aestivum,aestivum,,,DI13002,DI13002,INRAE,DI13002:INRAE,https://doi.org/10.15454/GW5VMO
988,DI13002-2,,Triticum,aestivum,aestivum,,,39307,DI13002-2,INRAE,39307:INRAE,https://doi.org/10.15454/9WA3DH
989,DI13003,,Triticum,aestivum,aestivum,,,39308,DI13003,INRAE,39308:INRAE,https://doi.org/10.15454/6DHCDH
990,DI13004,,Triticum,aestivum,aestivum,,,39309,DI13004,INRAE,39309:INRAE,https://doi.org/10.15454/6NP2UD
991,DI13005,,Triticum,aestivum,aestivum,,,39310,DI13005,INRAE,39310:INRAE,https://doi.org/10.15454/C5YYJZ
992,DI13006,,Triticum,aestivum,aestivum,,,39311,DI13006,INRAE,39311:INRAE,https://doi.org/10.15454/DM26Q1
993,DI14001,,Triticum,aestivum,aestivum,,,DI14001,DI14001,INRAE,DI14001:INRAE,https://doi.org/10.15454/VZKVRG
994,DI14002,,Triticum,aestivum,aestivum,,,DI14002,DI14002,INRAE,DI14002:INRAE,https://doi.org/10.15454/3B26GW
995,DI14003,,Triticum,aestivum,aestivum,,,DI14003,DI14003,INRAE,DI14003:INRAE,https://doi.org/10.15454/SINHNW
996,DI14004,,Triticum,aestivum,aestivum,,,DI14004,DI14004,INRAE,DI14004:INRAE,https://doi.org/10.15454/QTCIDC
997,DI14007,,Triticum,aestivum,aestivum,,,DI14007,DI14007,INRAE,DI14007:INRAE,https://doi.org/10.15454/ZFV2EH
998,DI14009,,Triticum,aestivum,aestivum,,,DI14009,DI14009,INRAE,DI14009:INRAE,https://doi.org/10.15454/XDKT8M
999,DI14014,,Triticum,aestivum,aestivum,,,DI14014,DI14014,INRAE,DI14014:INRAE,https://doi.org/10.15454/TOLFPD
1000,DI14016,,Triticum,aestivum,aestivum,,,DI14016,DI14016,INRAE,DI14016:INRAE,https://doi.org/10.15454/QFGPDG
1001,DI15007,,Triticum,aestivum,aestivum,,,DI15007,DI15007,INRAE,DI15007:INRAE,https://doi.org/10.15454/MP2YBX
1002,DI15008,,Triticum,aestivum,aestivum,,,DI15008,DI15008,INRAE,DI15008:INRAE,https://doi.org/10.15454/2GXQKU
1003,DI15009,,Triticum,aestivum,aestivum,,,DI15009,DI15009,INRAE,DI15009:INRAE,https://doi.org/10.15454/F5OZ5D
1004,DI15010,,Triticum,aestivum,aestivum,,,DI15010,DI15010,INRAE,DI15010:INRAE,https://doi.org/10.15454/9AZDI3
1005,DI15011,,Triticum,aestivum,aestivum,,,DI15011,DI15011,INRAE,DI15011:INRAE,https://doi.org/10.15454/VFM9BQ
1006,DI9714,,Triticum,aestivum,aestivum,,,20369,DI9714,INRAE,20369:INRAE,https://doi.org/10.15454/FRB0LL
1007,DI9812,,Triticum,aestivum,aestivum,,,37774,DI9812,INRAE,37774:INRAE,https://doi.org/10.15454/F89VYP
1008,E42,,Triticum,aestivum,aestivum,,,E42,E42,INRAE,E42:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49733
1009,EM00001,,Triticum,aestivum,aestivum,,,EM00001,EM00001,INRAE,EM00001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49116
1010,EM00002,,Triticum,aestivum,aestivum,,,23832,EM00002,INRAE,23832:INRAE,https://doi.org/10.15454/MTMO4R
1011,EM00003,,Triticum,aestivum,aestivum,,,EM00003,EM00003,INRAE,EM00003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48755
1012,EM00004,,Triticum,aestivum,aestivum,,,29130,EM00004,INRAE,29130:INRAE,https://doi.org/10.15454/4WHHJZ
1013,EM00005,,Triticum,aestivum,aestivum,,,EM00005,EM00005,INRAE,EM00005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48762
1014,EM00006,,Triticum,aestivum,aestivum,,,29131,EM00006,INRAE,29131:INRAE,https://doi.org/10.15454/UEZ7EW
1015,EM00007,,Triticum,aestivum,aestivum,,,EM00007,EM00007,INRAE,EM00007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49081
1016,EM00008,,Triticum,aestivum,aestivum,,,EM00008,EM00008,INRAE,EM00008:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49203
1017,EM00009,,Triticum,aestivum,aestivum,,,EM00009,EM00009,INRAE,EM00009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49567
1018,EM00010,,Triticum,aestivum,aestivum,,,EM00010,EM00010,INRAE,EM00010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48443
1019,EM00011,,Triticum,aestivum,aestivum,,,EM00011,EM00011,INRAE,EM00011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48448
1020,EM00012,,Triticum,aestivum,aestivum,,,EM00012,EM00012,INRAE,EM00012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49139
1021,EM00013,,Triticum,aestivum,aestivum,,,EM00013,EM00013,INRAE,EM00013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48376
1022,EM00014,,Triticum,aestivum,aestivum,,,EM00014,EM00014,INRAE,EM00014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49530
1023,EM00015,,Triticum,aestivum,aestivum,,,EM00015,EM00015,INRAE,EM00015:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48653
1024,EM00016,,Triticum,aestivum,aestivum,,,EM00016,EM00016,INRAE,EM00016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49491
1025,EM00017,,Triticum,aestivum,aestivum,,,EM00017,EM00017,INRAE,EM00017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48765
1026,EM00018,,Triticum,aestivum,aestivum,,,23833,EM00018,INRAE,23833:INRAE,https://doi.org/10.15454/S5ERQF
1027,EM00019,,Triticum,aestivum,aestivum,,,29132,EM00019,INRAE,29132:INRAE,https://doi.org/10.15454/SKKWNL
1028,EM00020,,Triticum,aestivum,aestivum,,,29133,EM00020,INRAE,29133:INRAE,https://doi.org/10.15454/CM80JS
1029,EM00040,,Triticum,aestivum,aestivum,,,EM00040,EM00040,INRAE,EM00040:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49182
1030,EM00072,,Triticum,aestivum,aestivum,,,23824,EM00072,INRAE,23824:INRAE,https://doi.org/10.15454/WNKZ9X
1031,EM00073,,Triticum,aestivum,aestivum,,,EM00073,EM00073,INRAE,EM00073:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48841
1032,EM00074,,Triticum,aestivum,aestivum,,,EM00074,EM00074,INRAE,EM00074:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48639
1033,EM00087,,Triticum,aestivum,aestivum,,,EM00087,EM00087,INRAE,EM00087:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49626
1034,EM00088,,Triticum,aestivum,aestivum,,,EM00088,EM00088,INRAE,EM00088:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48588
1035,EM00101,,Triticum,aestivum,aestivum,,,EM00101,EM00101,INRAE,EM00101:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48394
1036,EM00103,,Triticum,aestivum,aestivum,,,EM00103,EM00103,INRAE,EM00103:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49383
1037,EM00105,,Triticum,aestivum,aestivum,,,EM00105,EM00105,INRAE,EM00105:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49073
1038,EM00107,,Triticum,aestivum,aestivum,,,EM00107,EM00107,INRAE,EM00107:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49059
1039,EM00133,,Triticum,aestivum,aestivum,,,EM00133,EM00133,INRAE,EM00133:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49517
1040,EM00188,,Triticum,aestivum,aestivum,,,EM00188,EM00188,INRAE,EM00188:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49170
1041,EM00191,,Triticum,aestivum,aestivum,,,EM00191,EM00191,INRAE,EM00191:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48953
1042,EM00252,,Triticum,aestivum,aestivum,,,EM00252,EM00252,INRAE,EM00252:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49681
1043,EM00258,,Triticum,aestivum,aestivum,,,EM00258,EM00258,INRAE,EM00258:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49338
1044,EM00261,,Triticum,aestivum,aestivum,,,EM00261,EM00261,INRAE,EM00261:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49617
1045,EM00264,,Triticum,aestivum,aestivum,,,EM00264,EM00264,INRAE,EM00264:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48806
1046,EM00301,,Triticum,aestivum,aestivum,,,EM00301,EM00301,INRAE,EM00301:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48481
1047,EM00302,,Triticum,aestivum,aestivum,,,29134,EM00302,INRAE,29134:INRAE,https://doi.org/10.15454/XVZVZD
1048,EM01002,,Triticum,aestivum,aestivum,,,EM01002,EM01002,INRAE,EM01002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48925
1049,EM01005,,Triticum,aestivum,aestivum,,,EM01005,EM01005,INRAE,EM01005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49442
1050,EM01023,,Triticum,aestivum,aestivum,,,24582,EM01023,INRAE,24582:INRAE,https://doi.org/10.15454/3VKOE9
1051,EM01024,,Triticum,aestivum,aestivum,,,EM01024,EM01024,INRAE,EM01024:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49713
1052,EM01046,,Triticum,aestivum,aestivum,,,EM01046,EM01046,INRAE,EM01046:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49707
1053,EM01058.3,,Triticum,aestivum,aestivum,,,EM01058.3,EM01058.3,INRAE,EM01058.3:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49582
1054,EM01062,,Triticum,aestivum,aestivum,,,EM01062,EM01062,INRAE,EM01062:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48872
1055,EM01063,,Triticum,aestivum,aestivum,,,EM01063,EM01063,INRAE,EM01063:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49119
1056,EM01068,,Triticum,aestivum,aestivum,,,28842,EM01068,INRAE,28842:INRAE,https://doi.org/10.15454/ADFR47
1057,EM01069,,Triticum,aestivum,aestivum,,,EM01069,EM01069,INRAE,EM01069:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48781
1058,EM01086,,Triticum,aestivum,aestivum,,,EM01086,EM01086,INRAE,EM01086:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48919
1059,EM01100,,Triticum,aestivum,aestivum,,,EM01100,EM01100,INRAE,EM01100:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48812
1060,EM01100.2,,Triticum,aestivum,aestivum,,,EM01100.2,EM01100.2,INRAE,EM01100.2:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49446
1061,EM01104.4,,Triticum,aestivum,aestivum,,,EM01104.4,EM01104.4,INRAE,EM01104.4:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49267
1062,EM01105.1,,Triticum,aestivum,aestivum,,,EM01105.1,EM01105.1,INRAE,EM01105.1:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48967
1063,EM01127,,Triticum,aestivum,aestivum,,,EM01127,EM01127,INRAE,EM01127:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49600
1064,EM01138,,Triticum,aestivum,aestivum,,,EM01138,EM01138,INRAE,EM01138:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49418
1065,EM01150,,Triticum,aestivum,aestivum,,,EM01150,EM01150,INRAE,EM01150:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49276
1066,EM01152,,Triticum,aestivum,aestivum,,,EM01152,EM01152,INRAE,EM01152:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48802
1067,EM01156,,Triticum,aestivum,aestivum,,,EM01156,EM01156,INRAE,EM01156:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49085
1068,EM01162,,Triticum,aestivum,aestivum,,,EM01162,EM01162,INRAE,EM01162:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49043
1069,EM01166,,Triticum,aestivum,aestivum,,,EM01166,EM01166,INRAE,EM01166:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49202
1070,EM01206,,Triticum,aestivum,aestivum,,,EM01206,EM01206,INRAE,EM01206:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48429
1071,EM01214,,Triticum,aestivum,aestivum,,,24583,EM01214,INRAE,24583:INRAE,https://doi.org/10.15454/41FB67
1072,EM01216,,Triticum,aestivum,aestivum,,,EM01216,EM01216,INRAE,EM01216:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49019
1073,EM01271,,Triticum,aestivum,aestivum,,,24584,EM01271,INRAE,24584:INRAE,https://doi.org/10.15454/LLKGUD
1074,EM01288,,Triticum,aestivum,aestivum,,,EM01288,EM01288,INRAE,EM01288:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49281
1075,EM01308,,Triticum,aestivum,aestivum,,,EM01308,EM01308,INRAE,EM01308:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48674
1076,EM01322,,Triticum,aestivum,aestivum,,,EM01322,EM01322,INRAE,EM01322:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49004
1077,EM01324,,Triticum,aestivum,aestivum,,,EM01324,EM01324,INRAE,EM01324:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49472
1078,EM01325,,Triticum,aestivum,aestivum,,,EM01325,EM01325,INRAE,EM01325:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49045
1079,EM01328,,Triticum,aestivum,aestivum,,,EM01328,EM01328,INRAE,EM01328:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49205
1080,EM01338,,Triticum,aestivum,aestivum,,,EM01338,EM01338,INRAE,EM01338:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49457
1081,EM01343,,Triticum,aestivum,aestivum,,,28844,EM01343,INRAE,28844:INRAE,https://doi.org/10.15454/OU9OPJ
1082,EM01346,,Triticum,aestivum,aestivum,,,EM01346,EM01346,INRAE,EM01346:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48932
1083,EM01352,,Triticum,aestivum,aestivum,,,EM01352,EM01352,INRAE,EM01352:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49238
1084,EM01363,,Triticum,aestivum,aestivum,,,EM01363,EM01363,INRAE,EM01363:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49464
1085,EM02013,,Triticum,aestivum,aestivum,,,EM02013,EM02013,INRAE,EM02013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49283
1086,EM02018,,Triticum,aestivum,aestivum,,,EM02018,EM02018,INRAE,EM02018:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48897
1087,EM02022,,Triticum,aestivum,aestivum,,,EM02022,EM02022,INRAE,EM02022:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48400
1088,EM02024,,Triticum,aestivum,aestivum,,,24585,EM02024,INRAE,24585:INRAE,https://doi.org/10.15454/XJYZVF
1089,EM02026,,Triticum,aestivum,aestivum,,,24586,EM02026,INRAE,24586:INRAE,https://doi.org/10.15454/CYWIQW
1090,EM02054,,Triticum,aestivum,aestivum,,,28845,EM02054,INRAE,28845:INRAE,https://doi.org/10.15454/A80GXX
1091,EM02065,,Triticum,aestivum,aestivum,,,24587,EM02065,INRAE,24587:INRAE,https://doi.org/10.15454/8UNSOD
1092,EM02069,,Triticum,aestivum,aestivum,,,EM02069,EM02069,INRAE,EM02069:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48634
1093,EM02096,,Triticum,aestivum,aestivum,,,24588,EM02096,INRAE,24588:INRAE,https://doi.org/10.15454/T6MNTV
1094,EM02120,,Triticum,aestivum,aestivum,,,EM02120,EM02120,INRAE,EM02120:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48658
1095,EM02121,,Triticum,aestivum,aestivum,,,EM02121,EM02121,INRAE,EM02121:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49449
1096,EM02147,,Triticum,aestivum,aestivum,,,EM02147,EM02147,INRAE,EM02147:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48940
1097,EM02157,,Triticum,aestivum,aestivum,,,EM02157,EM02157,INRAE,EM02157:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48826
1098,EM02158,,Triticum,aestivum,aestivum,,,EM02158,EM02158,INRAE,EM02158:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48764
1099,EM02159,,Triticum,aestivum,aestivum,,,EM02159,EM02159,INRAE,EM02159:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49689
1100,EM02164,,Triticum,aestivum,aestivum,,,EM02164,EM02164,INRAE,EM02164:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49123
1101,EM02196,,Triticum,aestivum,aestivum,,,EM02196,EM02196,INRAE,EM02196:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48648
1102,EM02201,,Triticum,aestivum,aestivum,,,EM02201,EM02201,INRAE,EM02201:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49650
1103,EM02203,,Triticum,aestivum,aestivum,,,EM02203,EM02203,INRAE,EM02203:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49337
1104,EM02207,,Triticum,aestivum,aestivum,,,29816,EM02207,INRAE,29816:INRAE,https://doi.org/10.15454/WDQKPV
1105,EM02209,,Triticum,aestivum,aestivum,,,24589,EM02209,INRAE,24589:INRAE,https://doi.org/10.15454/CCL96G
1106,EM02224,,Triticum,aestivum,aestivum,,,28847,EM02224,INRAE,28847:INRAE,https://doi.org/10.15454/MJW2ZX
1107,EM02231,,Triticum,aestivum,aestivum,,,24590,EM02231,INRAE,24590:INRAE,https://doi.org/10.15454/J3I5NY
