observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Caphornitknt,2839374,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,81,,,,141,,,,"66,5",,"104,2",,"78,8",
Caphornitkfi,2839373,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"47,7",,142,,"9,17",,"69,5",,"97,8",,"59,2",
CF07311itknt,2839353,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,88,,,,142,,,,"74,8",,112,,"84,7",
CF07311itkt,2839354,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"51,3",,142,,"9,85",,"76,4",,"98,5",,92,
CF07311itkfi,2839352,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,85,,"53,2",,142,,"10,02",,"72,5",,"109,2",,"66,1",
RE07095itkfi,2839367,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"53,2",,144,,"8,57",,"73,6",,"114,9",,"69,5",
RE07095itkt,2839369,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"52,1",,144,,"8,24",,"74,5",,107,,100,
RE07095itknt,2839368,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,90,,,,142,,,,"72,8",,"107,8",,"81,5",
CF07143itkt,2839378,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"56,6",,144,,"8,93",,"75,7",,"98,7",,"92,2",
CF07143itkfi,2839376,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,85,,"58,8",,146,,"9,86",,"73,4",,113,,"68,4",
CF07143itknt,2839377,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,95,,,,144,,,,"73,4",,"120,8",,"91,4",
EM07117itkfi,2839340,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,82,,"43,6",,146,,"8,24",,"71,7",,"113,5",,"68,7",
EM07117itkt,2839342,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,treated,2009,95,,"44,2",,147,,"7,92",,"75,5",,99,,"92,5",
EM07117itknt,2839341,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,95,,,,144,,,,74,,"120,8",,"91,4",
RE07089itkt,2839408,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"51,3",,141,,"9,54",,"73,6",,"98,2",,"91,8",
RE07089itknt,2839407,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,85,,,,140,,,,"72,7",,"111,6",,"84,4",
RE07089itkfi,2839406,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"50,9",,142,,"9,52",,"72,9",,"108,2",,"65,5",
AO09006itkt,2839330,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27775,https://doi.org/10.15454/WU0VNG,AO09006,VIRTUAL_TRIAL,,,,,,,,treated,2009,75,,"48,9",,136,,"10,26",,"74,6",,"99,2",,"92,6",
AO09006itknt,2839329,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27775,https://doi.org/10.15454/WU0VNG,AO09006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,78,,,,136,,,,"73,2",,"105,3",,"79,6",
AO09006itkfi,2839328,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27775,https://doi.org/10.15454/WU0VNG,AO09006,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,68,,"49,7",,137,,"9,7",,"73,4",,"105,6",,"63,9",
CF07193itknt,2839347,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,80,,,,143,,,,"72,9",,"112,6",,"85,1",
CF07193itkt,2839348,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,treated,2009,80,,"54,7",,144,,"9,47",,"75,8",,"97,3",,"90,9",
CF07193itkfi,2839346,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"53,2",,144,,"9,3",,"74,4",,"119,4",,"72,3",
CF07267itknt,2839404,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,90,,,,142,,,,"73,8",,"118,4",,"89,6",
CF07267itkfi,2839403,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,82,,"56,4",,144,,"9,16",,71,,"111,7",,"67,6",
CF07267itkt,2839405,BTH_Le_Moulon_2009_SetA2,BTH_Le_Moulon_2009_SetA2,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"54,3",,142,,"9,52",,"75,3",,"104,6",,"97,7",
