observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date
ATTLASSitknt,2971832,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,100,,138,,,,108.7,,2.5,,109.9,,1,,3.5,
ATTLASSitkt,2971833,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,139,,10.7,,104.3,,,,128.2,,,,,
ATTLASSitkfi,2971831,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,138,,9.7,,110,,2.8,,105.9,,1.8,,2.8,
CELLULEitkt,2971821,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,134,,10.3,,102.2,,,,125.6,,,,,
CELLULEitknt,2971820,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,134,,,,100.9,,6,,102,,1.5,,3.2,
CELLULEitkfi,2971819,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,89,,136,,9.6,,98.1,,6.5,,94.4,,1.5,,2.8,
Lyrikitkt,2971875,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,138,,10,,104.6,,,,128.5,,,,,
Lyrikitkfi,2971873,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,138,,9.6,,105.8,,1,,101.8,,2.8,,3.8,
Lyrikitknt,2971874,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,100,,138,,,,107.5,,1,,108.7,,3.5,,4,
Granamaxitkt,2971809,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,139,,10.6,,107.5,,,,132.2,,,,,
Granamaxitknt,2971808,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,91,,138,,,,97.7,,2.5,,98.8,,2.5,,2.8,
Granamaxitkfi,2971807,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,139,,9.4,,102.8,,2.5,,98.9,,1,,3,
RUBISKOitkt,2971857,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,137,,10.5,,102.4,,,,125.9,,,,,
RUBISKOitkfi,2971855,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,85,,137,,9.3,,95.4,,1,,91.8,,1.5,,3.8,
RUBISKOitknt,2971856,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,88,,138,,,,104.7,,1,,105.9,,1.5,,4.2,
AO14035itkt,2971794,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,60801,https://doi.org/10.15454/XJIDYV,AO14035,VIRTUAL_TRIAL,,,,,,,,traite,2015,106,,138,,10.1,,103.8,,,,127.6,,,,,
AO14035itknt,2971793,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,60801,https://doi.org/10.15454/XJIDYV,AO14035,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,106,,138,,,,105.5,,3.5,,106.7,,1.5,,2.8,
AO14035itkfi,2971792,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,60801,https://doi.org/10.15454/XJIDYV,AO14035,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,101,,139,,9.3,,97.6,,2.5,,93.9,,2,,3,
AO14022itkfi,2971762,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,102,,143,,9.4,,114.2,,1.5,,109.9,,2,,2.5,
AO14022itkt,2971764,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,traite,2015,104,,145,,10,,104.1,,,,128,,,,,
AO14022itknt,2971763,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,102,,144,,,,116.6,,1.8,,117.9,,1.5,,3,
AREZZOitkt,2971881,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,11.5,,97.4,,,,119.7,,,,,
AREZZOitknt,2971880,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,86,,134,,,,97.1,,4,,98.2,,1.8,,4.2,
AREZZOitkfi,2971879,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,138,,10,,101.9,,4.5,,98,,1,,3,
