observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
EM04081itkfi,2810255,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,28,,159,,67,,5,,51,,123,,48,,"0,3",,167,,26,,,,"9,9",,"78,4",,1080,,,
EM04081itkt,2810256,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,treated,2005,"16,4",,54,,NA,,NA,,NA,,NA,,47,,"0,86",,114,,42,,NA,,"10,5",,"80,3",,NA,,"1,68",
DI04017itkfi,2810269,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI04017itkt,2810270,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,treated,2005,"21,7",,96,,94,,"60,6",,"63,5",,218,,59,,"0,62",,185,,55,,409,,"10,1",,NA,,1695,,NA,
DI04024itkt,2810298,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,treated,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,10,,NA,,"10,1",,NA,,NA,,NA,
DI04024itkfi,2810297,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
EM03193itkfi,2810253,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27038,https://doi.org/10.15454/DPT3VI,EM03193,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
EM03193itkt,2810254,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27038,https://doi.org/10.15454/DPT3VI,EM03193,VIRTUAL_TRIAL,,,,,,,,treated,2005,"17,8",,64,,100,,"80,2",,"71,6",,252,,65,,"1,02",,158,,54,,361,,"9,6",,NA,,"1802,5",,NA,
CF04076itkt,2810216,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,treated,2005,"22,5",,103,,91,,34,,76,,201,,54,,"0,52",,190,,2,,NA,,"11,1",,"77,8",,1460,,"2,37",
CF04076itkfi,2810215,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"24,7",,124,,97,,36,,84,,216,,41,,"0,33",,162,,-2,,,,10,,"75,6",,1520,,,
EM04241itkfi,2810281,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"21,4",,93,,94,,49,,68,,210,,50,,"0,54",,162,,52,,,,"9,9",,"79,5",,1458,,,
EM04241itkt,2810282,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,treated,2005,"23,3",,110,,100,,76,,82,,258,,53,,"0,48",,199,,56,,NA,,"11,3",,"80,4",,1549,,"2,03",
AO05001itkt,2810240,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48798,https://doi.org/10.15454/YUL8X7,AO05001,VIRTUAL_TRIAL,,,,,,,,treated,2005,"17,1",,59,,94,,34,,73,,201,,96,,"1,63",,240,,38,,474,,"11,1",,NA,,1472,,NA,
AO05001itkfi,2810239,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48798,https://doi.org/10.15454/YUL8X7,AO05001,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI04019itkfi,2810245,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"24,9",,126,,91,,50,,74,,215,,40,,"0,31",,152,,46,,,,"9,4",,"74,3",,1579,,,
DI04019itkt,2810246,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,treated,2005,24,,117,,94,,50,,61,,205,,39,,"0,33",,137,,NA,,NA,,NA,,"77,4",,1578,,"2,17",
DI05003itkfi,2810301,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"23,2",,109,,94,,49,,77,,219,,47,,"0,43",,162,,51,,,,10,,"76,1",,1524,,,
DI05003itkt,2810302,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,treated,2005,"25,1",,128,,79,,30,,60,,169,,46,,"0,36",,179,,50,,NA,,"10,4",,"78,1",,1430,,"2,83",
EM04145itkt,2810252,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,treated,2005,"20,4",,84,,97,,43,,67,,207,,43,,"0,51",,141,,36,,NA,,"10,7",,"79,7",,1710,,"2,23",
EM04145itkfi,2810251,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"22,6",,104,,94,,54,,87,,236,,43,,"0,42",,166,,25,,,,"10,1",,"78,5",,1566,,,
