observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
LM03015itkfi,2801884,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,3",,75,,85,,31,,80,,196,,87,,"1,15",,223,,54,,,,"10,1",,"79,7",,1361,,,
LM03014itkfi,2801882,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,9",,80,,82,,30,,84,,197,,86,,"1,08",,226,,65,,,,"11,3",,"81,1",,1395,,,
LM03014itkt,2801883,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,4",,76,,100,,54,,75,,229,,87,,"1,14",,218,,57,,NA,,11,,"79,9",,1465,,"3,23",
EM02207itkt,2801873,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,8",,71,,88,,24,,57,,169,,54,,"0,76",,127,,23,,NA,,"8,8",,"80,5",,1373,,"3,44",
EM02207itkfi,2801872,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"22,4",,102,,88,,53,,73,,214,,52,,"0,51",,156,,18,,,,"10,5",,"82,3",,1479,,,
EM03149itkfi,2801836,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"24,9",,126,,79,,34,,84,,197,,47,,"0,37",,172,,16,,,,"10,5",,"82,9",,1283,,,
EM03149itkt,2801837,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,treated,2004,"25,3",,130,,94,,56,,76,,227,,49,,"0,37",,192,,26,,NA,,"10,7",,"82,3",,1625,,"2,65",
CF03342itkt,2801869,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,treated,2004,"22,5",,103,,97,,55,,88,,241,,69,,"0,67",,225,,66,,NA,,"10,5",,"81,6",,1560,,"2,9",
CF03342itkfi,2801868,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,20,,81,,91,,56,,75,,222,,71,,"0,88",,202,,67,,,,"10,3",,"81,5",,1474,,,
DI04017itkt,2801833,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,treated,2004,"23,2",,109,,79,,47,,65,,190,,66,,"0,61",,220,,65,,NA,,"10,6",,82,,1466,,"2,77",
DI04017itkfi,2801832,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"22,6",,104,,82,,52,,76,,210,,66,,"0,63",,208,,67,,,,"10,2",,82,,1471,,,
DI04019itkt,2801841,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,treated,2004,"23,9",,116,,88,,59,,76,,223,,69,,"0,6",,255,,61,,NA,,11,,"79,8",,1563,,"2,57",
DI04019itkfi,2801840,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"23,3",,110,,97,,50,,87,,233,,63,,"0,57",,218,,66,,,,"10,3",,"80,4",,1449,,,
LM03005itkfi,2801820,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,8",,79,,88,,24,,72,,185,,51,,"0,64",,130,,23,,,,"10,7",,"80,9",,1178,,,
LM03005itkt,2801821,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,treated,2004,"20,6",,86,,79,,40,,66,,185,,46,,"0,54",,128,,30,,NA,,"11,3",,"80,8",,1360,,"2,09",
EM00074itkfi,2801886,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
EM00074itkt,2801887,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2004,"13,5",,37,,100,,"68,2",,"78,9",,247,,59,,"1,59",,90,,63,,333,,"8,26",,NA,,1462,,"2,39",
EM00107itkt,2801831,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2004,"16,8",,58,,70,,29,,56,,155,,61,,"1,06",,131,,53,,NA,,8,,"80,2",,1324,,"3,03",
EM00107itkfi,2801830,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,9",,80,,88,,38,,88,,215,,73,,"0,91",,197,,61,,,,"9,8",,"82,3",,1254,,,
DI03015itkt,2801817,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,"12,8",,33,,100,,"73,6",,"95,5",,269,,114,,"3,45",,156,,62,,380,,"9,19",,NA,,1572,,"3,97",
DI03015itkfi,2801816,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
