,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,L9,L11,L13,W9,W11,W13,L14,W14,Check
564,WD1156,3351782,Deb13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1156,,8.0,13.0,"REPLICATE>BLOCK>PLOT:WD1156,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,2776.8565587768,248.5798823529,"68,5100680312","71,3157238594",6.9027067669,240,290,115,"-2,80565582820",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,3118water_regimerainfed,3336682,Deb13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,308.0736990725,69.2205013736,70.2943605513,190.4980027245,2297.739967526,232.2961927636,92.1019248965,,,2013,17.4573246566,18.7823534218,13.8470998979,193.022,192.517,797.776,-70.6666666667,-51.223880597,31.1764864615,32.8247327426,26.0406791983,,,,,,,,,,,,,,,,
566,WD3193,3352402,Deb13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3193,,34.0,18.0,"REPLICATE>BLOCK>PLOT:WD3193,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,1639.9067225064,233.3117870588,"69,944300775","71,3157238594",3.8260956804,175,218,90,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,WD2244,3352171,Deb13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2244,,24.0,9.0,"REPLICATE>BLOCK>PLOT:WD2244,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,2122.8122524027,268.1465364706,"69,944300775","71,3157238594",5.6922475306,190,230,95,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,WD1173,3351801,Deb13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1173,,9.0,5.0,"REPLICATE>BLOCK>PLOT:WD1173,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,2424.9918823436,271.2586764706,"68,5100680312","69,944300775",6.5780008846,205,243,90,"-1,43423274380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,3119water_regimerainfed,3336683,Deb13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,319.7636836981,72.0134633,73.1469223039,198.5483925119,2587.7128025351,244.6942456601,93.8893045439,,,2013,18.1398775868,18.3356453428,13.6994891988,144.992,172.872,778.423,-69.2333333333,-49.6044776119,31.4047267846,32.7141350104,25.7429675066,,,,,,,,,,,,,,,,
570,WD3239,3352454,Deb13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3239,,36.0,14.0,"REPLICATE>BLOCK>PLOT:WD3239,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1923.7008316395,253.23124,"71,3157238594","72,8469300201",4.8714114699,190,232,95,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,WD2103,3352010,Deb13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2103,,17.0,19.0,"REPLICATE>BLOCK>PLOT:WD2103,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,2982.7218772967,254.3367552941,"71,3157238594","72,8469300201",7.5861580422,214,260,95,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,WD1126,3351747,Deb13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1126,,6.0,1.0,"REPLICATE>BLOCK>PLOT:WD1126,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2247.1584504536,244.5804117647,"72,8469300201","74,4667327846",5.4961093911,175,218,90,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,WD3082,3352275,Deb13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3082,,28.0,3.0,"REPLICATE>BLOCK>PLOT:WD3082,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,1705.8177989352,258.1127058824,"74,4667327846","77,8867322419",4.4029324783,187,235,112,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,WD2143,3352056,Deb13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2143,,19.0,17.0,"REPLICATE>BLOCK>PLOT:WD2143,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,2178.2602033127,264.03818,"69,944300775","72,8469300201",5.7514385965,227,280,120,"-2,90262924510",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,3120water_regimerainfed,3336684,Deb13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,344.0707905239,72.6397415676,75.1666760854,207.1716015533,2025.248237149,255.9320189787,120.8197309906,,,2013,17.4043257879,19.263797356,13.4769056245,212.568,209.916,749.817,-82.9057971014,-46.0205128205,31.1252067812,33.3128781294,25.4405506301,,,,,,,,,,,,,,,,
576,WD1224,3351859,Deb13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1224,,11.0,14.0,"REPLICATE>BLOCK>PLOT:WD1224,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,2711.2580364878,277.4979035294,"72,8469300201","74,4667327846",7.5236842105,220,272,131,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,3121water_regimerainfed,3336685,Deb13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,353.576485688,70.1655745113,71.8613092301,192.460524632,2158.5142796221,245.6390864924,80.0762568507,,,2013,18.3254366502,18.348001316,13.6994891988,115.34,194.592,778.423,-67.0864197531,-49.6044776119,31.4124571238,32.8203153665,25.7429675066,,,,,,,,,,,,,,,,
578,WD3244,3352460,Deb13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3244,,36.0,9.0,"REPLICATE>BLOCK>PLOT:WD3244,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1586.6177873328,257.2374541176,"71,3157238594","72,8469300201",4.0813752027,175,222,70,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,WD2082,3351986,Deb13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2082,,16.0,3.0,"REPLICATE>BLOCK>PLOT:WD2082,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,1734.2448138234,283.1365705882,"71,3157238594","74,4667327846",4.9102812915,192,230,75,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,WD1186,3351816,Deb13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1186,,9.0,18.0,"REPLICATE>BLOCK>PLOT:WD1186,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,2590.3458558329,283.2925552941,"69,944300775","69,944300775",7.3382569659,201,272,92,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,3122water_regimerainfed,3336686,Deb13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,284.4639563845,70.2720644383,71.9238377285,202.4688275407,2141.6739082854,241.955479379,103.8819242405,,,2013,18.1542415055,18.3165141871,13.6994891988,129.4,194.592,778.423,-68.2307692308,-49.6044776119,31.2611413389,32.7797460156,25.7429675066,,,,,,,,,,,,,,,,
582,WD3063,3352253,Deb13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3063,,27.0,21.0,"REPLICATE>BLOCK>PLOT:WD3063,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,1944.6076334376,222.8535505882,"71,3157238594","71,3157238594",4.3336271561,188,231,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,WD2124,3352034,Deb13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2124,,18.0,3.0,"REPLICATE>BLOCK>PLOT:WD2124,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",rainfed,2033.9660291567,226.9553152941,"68,5100680312","72,8469300201",4.6161940144,194,230,95,"-4,33686198890",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,WD1033,3351641,Deb13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1033,,2.0,10.0,"REPLICATE>BLOCK>PLOT:WD1033,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,2641.97051999,228.5786329412,"69,944300775","69,944300775",6.0389800973,218,265,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,3123water_regimerainfed,3336687,Deb13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,216.8102226093,75.0827733113,77.9729791672,200.9020917704,2996.3898164336,247.7122902574,113.8285525463,,,2013,17.043221026,19.5972739382,13.3353860853,224.011,189.178,730.172,-88.9130434783,-43.7395833333,30.8710195909,33.5922154001,25.2632428663,,,,,,,,,,,,,,,,
586,WD3051,3352240,Deb13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3051,,27.0,9.0,"REPLICATE>BLOCK>PLOT:WD3051,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2729.0808261422,167.9597176471,"77,8867322419","80,8445197044",4.5837564499,190,241,116,"-2,95778746250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,WD2016,3351911,Deb13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2016,,13.0,16.0,"REPLICATE>BLOCK>PLOT:WD2016,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,3573.4164127691,167.2475505882,"72,8469300201","74,4667327846",5.9764514227,202,248,100,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,WD1206,3351839,Deb13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1206,,10.0,5.0,"REPLICATE>BLOCK>PLOT:WD1206,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,3172.3592802201,186.4428447059,"74,4667327846","77,8867322419",5.9146368863,216,260,125,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,3124water_regimerainfed,3336688,Deb13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,256.7010369097,70.9109145297,73.2376946521,219.0990061104,1445.9895657013,267.3069939221,100.0315522882,,,2013,18.1036202474,18.348001316,13.6994891988,114.219,194.592,778.423,-67.0864197531,-49.6044776119,31.1304424812,32.8203153665,25.7429675066,,,,,,,,,,,,,,,,
590,WD3085,3352278,Deb13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3085,,29.0,1.0,"REPLICATE>BLOCK>PLOT:WD3085,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,801.9910344741,175.14024,"71,3157238594","76,1611877157",1.4046090226,222,270,94,"-4,84546385630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,WD2071,3351973,Deb13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2071,,16.0,14.0,"REPLICATE>BLOCK>PLOT:WD2071,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,1455.6982499272,211.6248470588,"69,944300775","71,3157238594",3.080619195,210,255,93,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,WD1183,3351812,Deb13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1183,,9.0,15.0,"REPLICATE>BLOCK>PLOT:WD1183,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,2146.2250926098,222.3283764706,"71,3157238594","72,8469300201",4.7716674038,233,282,112,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,3125water_regimerainfed,3336689,Deb13,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,286.3954273499,75.5689340044,79.608456364,205.2692409835,2798.1966232153,253.3313838501,119.0171466319,,,2013,17.1281171402,19.5974129022,13.1657466852,210.997,208.568,710.782,-91.8933333333,-41.2830687831,30.8847788219,33.6234390213,25.0732275473,,,,,,,,,,,,,,,,
594,WD3194,3352403,Deb13,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3194,,34.0,17.0,"REPLICATE>BLOCK>PLOT:WD3194,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,1954.5882158818,212.1519058824,"74,4667327846","80,8445197044",4.1466961521,190,236,100,"-6,37778691980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,WD2006,3351899,Deb13,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2006,,13.0,6.0,"REPLICATE>BLOCK>PLOT:WD2006,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2839.5566420958,242.4495952941,"76,1611877157","79,3596071495",6.8844935869,220,265,129,"-3,19841943380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,WD1050,3351660,Deb13,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1050,,3.0,8.0,"REPLICATE>BLOCK>PLOT:WD1050,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,3487.733761986,207.0442058824,"76,1611877157","77,8867322419",7.2211506708,214,258,123,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,3126water_regimerainfed,3336690,Deb13,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,294.4938810615,74.1997587697,75.4460127923,226.5283150134,2732.0654259581,266.1000612141,115.6481060045,,,2013,17.1714112358,19.1333205054,13.4411366835,191.451,189.687,741.379,-81.6527777778,-46.0205128205,30.9278346639,33.1704454763,25.4256530029,,,,,,,,,,,,,,,,
598,WD3004,3352186,Deb13,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3004,,25.0,4.0,"REPLICATE>BLOCK>PLOT:WD3004,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,2159.6754809096,212.6155811765,"77,8867322419","77,8867322419",4.5918065753,214,255,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,WD2018,3351913,Deb13,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2018,,13.0,18.0,"REPLICATE>BLOCK>PLOT:WD2018,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,3850.4819581009,228.3592964706,"72,8469300201","74,4667327846",8.7929335102,231,278,112,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,WD1115,3351735,Deb13,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1115,,6.0,12.0,"REPLICATE>BLOCK>PLOT:WD1115,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,3154.8751396564,245.7776470588,"72,8469300201","74,4667327846",7.7539778859,240,282,120,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,3127water_regimerainfed,3336691,Deb13,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,286.6659641026,72.8166843546,76.5783684603,199.9243941006,2481.1179009522,246.2010027787,102.8072568886,,,2013,17.5750344242,18.9579876852,13.4769056245,173.957,209.916,749.817,-80.0266666667,-46.0205128205,31.1825710035,33.085089337,25.4405506301,,,,,,,,,,,,,,,,
602,WD3077,3352269,Deb13,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3077,,28.0,8.0,"REPLICATE>BLOCK>PLOT:WD3077,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,2250.7324183755,210.57072,"74,4667327846","77,8867322419",4.7393834586,191,238,105,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,WD2026,3351922,Deb13,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2026,,14.0,17.0,"REPLICATE>BLOCK>PLOT:WD2026,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,3136.7368244335,222.3684835294,"72,8469300201","77,8867322419",6.9751141088,206,252,103,"-5,03980222180",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,WD1048,3351658,Deb13,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1048,,3.0,6.0,"REPLICATE>BLOCK>PLOT:WD1048,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,2360.9338319146,240.3564705882,"72,8469300201","74,4667327846",5.6746572313,209,260,98,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,3128water_regimerainfed,3336692,Deb13,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,274.6848746378,73.8611546878,75.2639718637,203.04970916,2302.4945865139,249.590796586,118.4892065513,,,2013,17.1281171402,19.263797356,13.4411366835,210.997,189.687,741.379,-82.9057971014,-46.0205128205,30.8847788219,33.3128781294,25.4256530029,,,,,,,,,,,,,,,,
606,WD3061,3352251,Deb13,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3061,,27.0,19.0,"REPLICATE>BLOCK>PLOT:WD3061,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,2785.3943619811,218.3058258824,"72,8469300201","74,4667327846",6.080678166,218,255,125,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,WD2055,3351955,Deb13,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2055,,15.0,13.0,"REPLICATE>BLOCK>PLOT:WD2055,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,3079.2938453347,223.3737,"74,4667327846","74,4667327846",6.8783325962,205,250,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,WD1124,3351745,Deb13,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1124,,6.0,3.0,"REPLICATE>BLOCK>PLOT:WD1124,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,533.199656134,227.3224847059,"74,4667327846","77,8867322419",1.2120827068,172,218,108,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,3129water_regimerainfed,3336693,Deb13,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,318.2778426732,75.4618781817,77.231002026,228.7048496203,2684.40365462,273.4833012865,122.1926308204,,,2013,17.1281171402,19.4059589527,13.2968470117,210.997,189.178,721.734,-87.4513888889,-43.7395833333,30.8847788219,33.4650730104,25.2453420299,,,,,,,,,,,,,,,,
610,WD3196,3352405,Deb13,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3196,,34.0,15.0,"REPLICATE>BLOCK>PLOT:WD3196,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,1718.95946261,256.1108329412,"74,4667327846","77,8867322419",4.4024413976,215,250,121,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,WD2086,3351991,Deb13,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2086,,17.0,2.0,"REPLICATE>BLOCK>PLOT:WD2086,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,2932.7993448053,252.7224564706,"77,8867322419","77,8867322419",7.4118425475,228,274,126,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,WD1223,3351858,Deb13,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1223,,11.0,13.0,"REPLICATE>BLOCK>PLOT:WD1223,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,3525.7274582002,226.9453764706,"74,4667327846","76,1611877157",8.0014754533,239,290,120,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,WD3202,3352412,Deb13,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3202,,34.0,9.0,"REPLICATE>BLOCK>PLOT:WD3202,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,2037.7288943825,236.4369176471,"74,4667327846","76,1611877157",4.8179433879,215,260,92,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,WD2211,3352133,Deb13,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2211,,23.0,1.0,"REPLICATE>BLOCK>PLOT:WD2211,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,2917.6937443316,224.50904,"74,4667327846","76,1611877157",6.5504862155,220,265,126,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,WD1017,3351623,Deb13,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1017,,1.0,17.0,"REPLICATE>BLOCK>PLOT:WD1017,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,3489.8110781312,257.3378823529,"74,4667327846","74,4667327846",8.9806059266,242,285,119,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,3130water_regimerainfed,3336694,Deb13,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,304.671230169,74.3589377082,75.4738888837,227.4812085968,3112.6553800118,270.3788152864,112.4666457915,,,2013,17.1281171402,19.263797356,13.4769056245,210.997,189.687,749.817,-82.9057971014,-46.0205128205,30.8847788219,33.3128781294,25.4405506301,,,,,,,,,,,,,,,,
617,3131water_regimerainfed,3336695,Deb13,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,319.6773274506,73.897873233,74.5529554344,226.3629525788,2910.3097088413,272.1196192013,120.1516565013,,,2013,17.5750344242,18.8252687036,13.6062539472,173.957,169.688,769.816,-76.0763888889,-47.9722222222,31.1825710035,32.9381121768,25.6072967577,,,,,,,,,,,,,,,,
618,WD3073,3352265,Deb13,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3073,,28.0,12.0,"REPLICATE>BLOCK>PLOT:WD3073,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,2746.3144467642,257.91072,"74,4667327846","74,4667327846",7.0830393631,220,265,121,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,WD2166,3352082,Deb13,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2166,,20.0,3.0,"REPLICATE>BLOCK>PLOT:WD2166,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,2541.6932081902,245.1304482353,"72,8469300201","74,4667327846",6.230463954,233,280,125,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,WD1063,3351675,Deb13,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1063,,3.0,21.0,"REPLICATE>BLOCK>PLOT:WD1063,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,3393.0469352533,259.1642023529,"72,8469300201","74,4667327846",8.7935630252,228,280,112,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,3132water_regimerainfed,3336696,Deb13,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,314.3837516894,77.6309577461,81.2645337751,231.4423127143,2520.8643036592,282.061095346,134.5289608087,,,2013,17.3120714994,19.9962843308,12.9782585373,225.582,206.695,692.016,-97.78,-38.7069892473,31.1027295222,33.8989180782,24.8771236279,,,,,,,,,,,,,,,,
622,WD3094,3352289,Deb13,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3094,,29.0,10.0,"REPLICATE>BLOCK>PLOT:WD3094,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,2296.484136751,236.8140341176,"77,8867322419","82,388541172",5.4383967271,212,260,126,"-4,50180893010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,WD2209,3352131,Deb13,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2209,,22.0,2.0,"REPLICATE>BLOCK>PLOT:WD2209,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,2333.9035950726,238.4773835294,"77,8867322419","80,8445197044",5.5658322276,235,289,143,"-2,95778746250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
