,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,L9,L11,L13,W9,W11,W13,L14,W14,Check
314,WD3144,3352346,Deb13,127448,https://doi.org/10.15454/FVQLLZ,F7025_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3144,,31.0,18.0,"REPLICATE>BLOCK>PLOT:WD3144,REPLICATE>BLOCK:31,REPLICATE:3",rainfed,2002.1183055764,232.9281129412,"71,3157238594","76,1611877157",4.663496388,210,249,113,"-4,84546385630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,WD2168,3352084,Deb13,127448,https://doi.org/10.15454/FVQLLZ,F7025_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2168,,20.0,1.0,"REPLICATE>BLOCK>PLOT:WD2168,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,2022.5878490529,240.2687682353,"72,8469300201","74,4667327846",4.8596469114,190,232,108,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,WD1139,3351762,Deb13,127448,https://doi.org/10.15454/FVQLLZ,F7025_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1139,,7.0,13.0,"REPLICATE>BLOCK>PLOT:WD1139,REPLICATE>BLOCK:19,REPLICATE:1",rainfed,2127.0605722274,242.9219494118,"69,944300775","71,3157238594",5.1670970072,228,280,110,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,3050water_regimerainfed,3336619,Deb13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,274.2771680472,68.1053653446,70.6260994659,197.2102921464,1701.8491410446,238.3919382205,102.5191183347,,,2013,18.1036202474,18.2622175828,13.8470998979,114.219,214.714,797.776,-64.1474358974,-51.223880597,31.1304424812,32.7495611083,26.0406791983,,,,,,,,,,,,,,,,
318,WD3124,3352323,Deb13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3124,,30.0,3.0,"REPLICATE>BLOCK>PLOT:WD3124,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,1207.2633191105,225.4973952941,"68,5100680312","71,3157238594",2.7223473389,188,230,96,"-2,80565582820",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,WD2032,3351929,Deb13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2032,,14.0,11.0,"REPLICATE>BLOCK>PLOT:WD2032,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,1744.8578175074,257.0712070588,"68,5100680312","71,3157238594",4.4855270529,198,240,102,"-2,80565582820",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,WD1068,3351681,Deb13,127449,https://doi.org/10.15454/X6F0EB,CO109_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1068,,4.0,17.0,"REPLICATE>BLOCK>PLOT:WD1068,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,2370.7388359775,215.5507447059,"68,5100680312","69,944300775",5.110145216,213,260,106,"-1,43423274380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,3051water_regimerainfed,3336620,Deb13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,346.6248864407,71.6586788611,73.9834885382,210.6240821475,2246.3079978818,261.0620485972,110.5540456801,,,2013,17.02651343,19.4654779065,13.5729867829,243.056,189.917,761.378,-81.0666666667,-47.9722222222,30.8067866598,33.4920947182,25.5951513086,,,,,,,,,,,,,,,,
322,WD3198,3352408,Deb13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3198,,34.0,13.0,"REPLICATE>BLOCK>PLOT:WD3198,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,1719.6321877758,278.5716,"71,3157238594","76,1611877157",4.7904068996,202,252,103,"-4,84546385630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,WD2195,3352115,Deb13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2195,,22.0,16.0,"REPLICATE>BLOCK>PLOT:WD2195,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2613.1814673967,282.1309552941,"71,3157238594","72,8469300201",7.3725938375,212,260,111,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,WD1085,3351700,Deb13,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1085,,5.0,1.0,"REPLICATE>BLOCK>PLOT:WD1085,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,1400.1940585708,252.1474588235,"72,8469300201","74,4667327846",3.5305537373,203,254,118,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,3052water_regimerainfed,3336621,Deb13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,313.1970905674,75.2897948883,77.3980487205,220.4490249902,2639.236853408,267.9735055396,108.719423542,,,2013,17.1714112358,19.2750147122,13.3353860853,191.451,189.178,730.172,-86.0666666667,-43.7395833333,30.9278346639,33.3222498682,25.2632428663,,,,,,,,,,,,,,,,
326,WD3043,3352230,Deb13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3043,,27.0,1.0,"REPLICATE>BLOCK>PLOT:WD3043,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,2627.1632799451,211.7104952941,"74,4667327846","76,1611877157",5.5619803922,194,240,100,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,WD2117,3352026,Deb13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2117,,18.0,10.0,"REPLICATE>BLOCK>PLOT:WD2117,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,3230.0176242246,208.6280470588,"74,4667327846","77,8867322419",6.7387226891,231,283,108,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,WD1062,3351674,Deb13,127451,https://doi.org/10.15454/N0XW6Z,N25_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1062,,3.0,20.0,"REPLICATE>BLOCK>PLOT:WD1062,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,2170.0624089263,307.6746729412,"76,1611877157","77,8867322419",6.6767324193,238,284,116,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,3053water_regimerainfed,3336622,Deb13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,339.4105207983,72.7075464728,73.8153349106,206.3853353457,2561.563609907,251.5217282582,105.0661457135,,,2013,17.02651343,19.4654779065,13.5729867829,243.056,189.917,761.378,-81.0666666667,-47.9722222222,30.8067866598,33.4920947182,25.5951513086,,,,,,,,,,,,,,,,
330,WD3076,3352268,Deb13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3076,,28.0,9.0,"REPLICATE>BLOCK>PLOT:WD3076,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,2155.0950302535,267.4649223529,"76,1611877157","76,1611877157",5.7641232493,195,247,98,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,WD2058,3351959,Deb13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2058,,15.0,16.0,"REPLICATE>BLOCK>PLOT:WD2058,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2479.6230201587,281.90112,"71,3157238594","72,8469300201",6.9900850656,213,270,102,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,WD1042,3351651,Deb13,127452,https://doi.org/10.15454/XH5MEH,B107_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1042,,2.0,1.0,"REPLICATE>BLOCK>PLOT:WD1042,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,2734.458555657,270.5965094118,"72,8469300201","72,8469300201",7.3993494029,210,248,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,3054water_regimerainfed,3336623,Deb13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,300.7981961482,73.4824027617,73.0507692993,209.5305975847,2217.9526908236,255.2682899245,109.8247809233,,,2013,17.7485552727,18.4798073331,13.7304068105,156.974,152.643,786.861,-70.5763888889,-49.6044776119,31.2598265972,32.6874501505,25.7527605785,,,,,,,,,,,,,,,,
334,WD3058,3352248,Deb13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3058,,27.0,16.0,"REPLICATE>BLOCK>PLOT:WD3058,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,2101.4291416778,238.9125764706,"72,8469300201","71,3157238594",5.0205785051,202,250,100,"1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,WD2042,3351940,Deb13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2042,,14.0,1.0,"REPLICATE>BLOCK>PLOT:WD2042,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,2233.7810141,222.1307223529,"72,8469300201","74,4667327846",4.9619139024,210,248,119,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,WD1138,3351761,Deb13,127453,https://doi.org/10.15454/P7GP0D,F748_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1138,,7.0,12.0,"REPLICATE>BLOCK>PLOT:WD1138,REPLICATE>BLOCK:19,REPLICATE:1",rainfed,2210.1394062993,234.1180552941,"74,4667327846","72,8469300201",5.1743353973,210,255,111,"1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,3055water_regimerainfed,3336624,Deb13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,304.7798598757,72.5726217561,73.5649907783,210.2324779739,2651.0578175124,265.3227615057,113.5327783983,,,2013,17.7485552727,18.6225609857,13.5729867829,156.974,189.917,761.378,-74.0466666667,-47.9722222222,31.2598265972,32.7999056074,25.5951513086,,,,,,,,,,,,,,,,
338,WD3054,3352243,Deb13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3054,,27.0,12.0,"REPLICATE>BLOCK>PLOT:WD3054,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2683.3468240568,232.4467835294,"68,5100680312","71,3157238594",6.2373533835,200,262,102,"-2,80565582820",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,WD2231,3352156,Deb13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2231,,23.0,21.0,"REPLICATE>BLOCK>PLOT:WD2231,REPLICATE>BLOCK:35,REPLICATE:2",rainfed,2680.2103729028,239.6123035294,"74,4667327846","72,8469300201",6.4221138139,213,265,116,"1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,WD1171,3351799,Deb13,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1171,,9.0,3.0,"REPLICATE>BLOCK>PLOT:WD1171,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,2571.0435248979,241.4372823529,"74,4667327846","76,1611877157",6.2074576146,213,260,125,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,3056water_regimerainfed,3336625,Deb13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,306.3546255962,75.5569556613,76.2212538656,217.9653265053,2891.5037237532,267.1460497187,103.288689584,,,2013,16.7264830581,19.5929905416,13.4411366835,241.226,169.533,741.379,-85.5317460317,-46.0205128205,30.5624190746,33.640687407,25.4256530029,,,,,,,,,,,,,,,,
342,WD3093,3352288,Deb13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3093,,29.0,9.0,"REPLICATE>BLOCK>PLOT:WD3093,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,2902.1868656718,219.9549988235,"79,3596071495","79,3596071495",6.3835050862,208,255,106,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,WD2232,3352157,Deb13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2232,,24.0,21.0,"REPLICATE>BLOCK>PLOT:WD2232,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,2558.677021396,247.4974305882,"74,4667327846","74,4667327846",6.332659885,225,275,105,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,WD1121,3351742,Deb13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1121,,6.0,6.0,"REPLICATE>BLOCK>PLOT:WD1121,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2977.4519386796,237.0461035294,"74,4667327846","76,1611877157",7.0579338051,208,253,95,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,WD3032,3352218,Deb13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3032,,26.0,11.0,"REPLICATE>BLOCK>PLOT:WD3032,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,1799.4467022812,188.0559058824,"77,8867322419","77,8867322419",3.3839657968,215,262,118,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,WD2204,3352125,Deb13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2204,,22.0,7.0,"REPLICATE>BLOCK>PLOT:WD2204,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,2370.283519011,211.4521694118,"76,1611877157","76,1611877157",5.0120159222,245,312,137,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,WD1231,3351867,Deb13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1231,,11.0,21.0,"REPLICATE>BLOCK>PLOT:WD1231,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,2594.8998534681,226.7711011765,"74,4667327846","76,1611877157",5.8844829721,230,278,126,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,3057water_regimerainfed,3336626,Deb13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,265.740135964,76.1143651655,76.5350734674,229.5038785971,2085.5692892238,283.6021121567,126.4471075866,,,2013,16.7264830581,19.5929905416,13.4769056245,241.226,169.533,749.817,-85.5317460317,-46.0205128205,30.5624190746,33.640687407,25.4405506301,,,,,,,,,,,,,,,,
349,3058water_regimerainfed,3336627,Deb13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,295.582065066,72.3330074942,72.3308283489,225.3564343475,2558.2614380139,272.046769237,107.122299534,,,2013,17.1281171402,18.9940689189,13.6994891988,210.997,172.872,778.423,-74.9841269841,-49.6044776119,30.8847788219,33.0516580581,25.7429675066,,,,,,,,,,,,,,,,
350,WD3247,3352464,Deb13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3247,,36.0,6.0,"REPLICATE>BLOCK>PLOT:WD3247,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,1975.8668541443,242.6630964706,"71,3157238594","72,8469300201",4.7946996904,223,270,110,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,WD2203,3352124,Deb13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2203,,22.0,8.0,"REPLICATE>BLOCK>PLOT:WD2203,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2779.5490590409,232.0406682353,"74,4667327846","74,4667327846",6.4496842105,235,280,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,WD1102,3351720,Deb13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1102,,5.0,18.0,"REPLICATE>BLOCK>PLOT:WD1102,REPLICATE>BLOCK:29,REPLICATE:1",rainfed,3363.9110602877,228.5934070588,"72,8469300201","71,3157238594",7.6896789031,230,285,100,"1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,3059water_regimerainfed,3336628,Deb13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,275.2732512505,74.0422989859,76.5348931788,208.0622793547,3065.2508480159,260.0929247053,107.0814104308,,,2013,16.7446952482,19.7126400686,13.4769056245,260.24,189.687,749.817,-86.8,-46.0205128205,30.5397034504,33.8241311351,25.4405506301,,,,,,,,,,,,,,,,
354,WD3168,3352373,Deb13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3168,,32.0,1.0,"REPLICATE>BLOCK>PLOT:WD3168,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,2304.3648714417,199.2492,"74,4667327846","77,8867322419",4.5914285714,190,248,95,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,WD2067,3351969,Deb13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2067,,16.0,18.0,"REPLICATE>BLOCK>PLOT:WD2067,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,2950.8413590439,210.06704,"74,4667327846","76,1611877157",6.198745098,200,250,101,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,WD1074,3351688,Deb13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1074,,4.0,11.0,"REPLICATE>BLOCK>PLOT:WD1074,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,3618.7339481814,219.0257294118,"72,8469300201","74,4667327846",7.9259584255,230,286,123,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,3060water_regimerainfed,3336629,Deb13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,285.0952852415,70.7090402144,72.3286663525,187.6516709789,1677.7090190826,233.9355505518,95.8179649476,,,2013,18.1398775868,18.3356453428,13.6994891988,144.992,194.592,778.423,-69.2333333333,-49.6044776119,31.4047267846,32.7141350104,25.7429675066,,,,,,,,,,,,,,,,
358,WD3195,3352404,Deb13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3195,,34.0,16.0,"REPLICATE>BLOCK>PLOT:WD3195,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,686.3657586552,229.4579976471,"71,3157238594","72,8469300201",1.5749211263,163,205,92,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,WD2098,3352004,Deb13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2098,,17.0,14.0,"REPLICATE>BLOCK>PLOT:WD2098,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,2152.941322038,223.3925647059,"71,3157238594","72,8469300201",4.8095108359,195,242,100,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,WD1047,3351657,Deb13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1047,,3.0,5.0,"REPLICATE>BLOCK>PLOT:WD1047,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,2003.3488506219,243.6081364706,"68,5100680312","69,944300775",4.880320802,198,239,94,"-1,43423274380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,3061water_regimerainfed,3336630,Deb13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,300.4404611495,75.6494613396,79.4870177916,222.2874176552,2575.2531089133,274.6623080308,138.099122067,,,2013,17.043221026,19.7887336779,13.1239031914,224.011,208.568,702.344,-93.4791666667,-41.2830687831,30.8710195909,33.7518823953,25.0520264544,,,,,,,,,,,,,,,,
362,WD3151,3352354,Deb13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3151,,32.0,18.0,"REPLICATE>BLOCK>PLOT:WD3151,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,2300.1761990289,224.9445388235,"77,8867322419","79,3596071495",5.174120743,210,260,120,"-1,47287490760",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,WD2132,3352043,Deb13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2132,,19.0,6.0,"REPLICATE>BLOCK>PLOT:WD2132,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,2645.3210381226,231.0819635294,"74,4667327846","80,8445197044",6.1128597966,232,280,148,"-6,37778691980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,WD1071,3351684,Deb13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1071,,4.0,14.0,"REPLICATE>BLOCK>PLOT:WD1071,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,3273.6753155874,245.8944011765,"74,4667327846","77,8867322419",8.0497843137,240,310,148,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,WD3103,3352299,Deb13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3103,,29.0,19.0,"REPLICATE>BLOCK>PLOT:WD3103,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,1660.9263324429,206.5942588235,"71,3157238594","72,8469300201",3.4313784461,200,245,98,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,WD2214,3352137,Deb13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2214,,23.0,4.0,"REPLICATE>BLOCK>PLOT:WD2214,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,3032.5506360403,196.31954,"74,4667327846","74,4667327846",5.9534894589,215,260,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,WD1011,3351616,Deb13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1011,,1.0,11.0,"REPLICATE>BLOCK>PLOT:WD1011,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,2903.163232646,217.9636376471,"72,8469300201","71,3157238594",6.3278401887,222,270,98,"1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3062water_regimerainfed,3336631,Deb13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,255.9040827064,73.4851478893,73.6181559641,214.5986208219,2358.0768036718,259.5280412396,105.1319970271,,,2013,17.1281171402,19.132913452,13.5729867829,210.997,169.688,761.378,-78.7272727273,-47.9722222222,30.8847788219,33.1628934452,25.5951513086,,,,,,,,,,,,,,,,
369,WD3044,3352232,Deb13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3044,,27.0,2.0,"REPLICATE>BLOCK>PLOT:WD3044,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,2229.0831622367,207.4733694118,"71,3157238594","74,4667327846",4.6247539437,205,251,112,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,WD2192,3352112,Deb13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2192,,22.0,19.0,"REPLICATE>BLOCK>PLOT:WD2192,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2707.4463562338,214.7787670588,"71,3157238594","74,4667327846",5.8150199027,209,258,120,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,WD1240,3351878,Deb13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1240,,12.0,13.0,"REPLICATE>BLOCK>PLOT:WD1240,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,2495.9264958619,242.1705388235,"72,8469300201","76,1611877157",6.0443986437,206,253,105,"-3,31425769560",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3063water_regimerainfed,3336632,Deb13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,267.1321468645,72.061151846,75.3019207965,206.9140364122,2378.0201827167,252.2544907819,111.2730996427,,,2013,17.7485552727,18.7579718418,13.4841472326,156.974,209.916,740.107,-77.9230769231,-46.1927083333,31.2598265972,32.9465454372,25.5930344133,,,,,,,,,,,,,,,,
373,WD3117,3352315,Deb13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3117,,30.0,10.0,"REPLICATE>BLOCK>PLOT:WD3117,REPLICATE>BLOCK:18,REPLICATE:3",rainfed,2409.2325880215,217.9208,"71,3157238594","74,4667327846",5.2502189297,183,226,102,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
