,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,W10,W12,L11,L13,W11,W13,L14,W14,L15,W15,L9,W9
508,NXN2LAV2021031,3362704,Ner12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2021031,,26.0,1.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2021031,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,2037.020387062,216.4412941176,"68,7503943227","74,2429872652",4.4089532872,180,NA,130,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
509,NXN2LAV2011021,3362703,Ner12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2011021,,16.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2011021,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,2556.9699870864,221.6171764706,"70,1020957105","72,7618835003",5.6666846886,230,NA,145,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
510,NXN2LAV2008015,3362702,Ner12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008015,,10.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008015,REPLICATE>BLOCK:29,REPLICATE:1",rainfed,2350.11417781,231.3395294118,"70,1020957105","74,2429872652",5.4367430796,205,NA,130,"-4,14089155470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
511,NXN2LAV3005035,3362701,Ner12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3005035,,18.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3005035,REPLICATE>BLOCK:18,REPLICATE:2",watered,3036.3707983193,227.9529411765,"72,7618835003","74,2429872652",6.9214965398,260,NA,120,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3062water_regimewatered,3340695,Ner12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,272.9362795848,70.2045606727,75.4288356435,258.3599389464,3615.4585149535,,129.4108833556,,,2012,17.082479798,18.072705314,17.2041172105,203.175,249.042,928.043,-61.5217391304,-104.0395480226,34.2617272061,36.5750590022,33.4339461313,,,,,,,,,,,,,,,
513,3062water_regimerainfed,3340449,Ner12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,260.1157391957,69.1433376469,76.6798410604,201.8177778864,2004.0120266894,,136.8316556545,,,2012,17.082479798,18.1675925926,17.149877852,203.175,297.637,902.897,-192.5763888889,-218.1206896552,34.2617272061,36.718166685,33.3205720407,,,,,,,,,,,,,,,
514,NXN2LAV2014038,3362929,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014038,,33.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014038,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,689.7323680759,205.7647058824,"64,1249962123","80,8764113743",1.4192257785,170,NA,105,"-16,75141516200",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
515,NXN2LAV2008024,3362928,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008024,,19.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008024,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,3305.367917498,216.1996470588,"67,1130688606","74,2429872652",7.1461937716,200,NA,120,"-7,12991840460",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
516,NXN2LAV2008009,3362927,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008009,,4.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008009,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2475.4196497678,216.8771764706,"68,7503943227","77,1954860675",5.3686202422,210,NA,140,"-8,44509174480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
517,NXN2LAV3011033,3362926,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3011033,,16.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3011033,REPLICATE>BLOCK:11,REPLICATE:2",watered,3780.3864235753,226.0217647059,"68,7503943227","74,2429872652",8.5444961073,240,NA,110,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
518,NXN2LAV3002024,3362925,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3002024,,7.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3002024,REPLICATE>BLOCK:21,REPLICATE:1",watered,3463.0345794604,226.44,"65,5501162279","70,1020957105",7.8416955017,270,NA,130,"-4,55197948260",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
519,3063water_regimewatered,3340696,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,261.6244257654,67.7099897063,75.0000119315,251.4687182553,3574.8866115925,,116.969486795,,,2012,17.7727220118,17.477991453,17.1685118043,150.532,296.568,919.824,-57.5689102564,-103.6451149425,34.4015152655,36.3042424118,33.5247363154,,,,,,,,,,,,,,,
520,3063water_regimerainfed,3340450,Ner12,127462,https://doi.org/10.15454/WFMW08,W602S_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,239.5903847001,67.119848092,79.8110243937,189.6835677826,2126.031716561,,122.436694022,,,2012,17.7727220118,17.8625925926,16.9319200861,150.532,387.931,828.461,-184.175,-219.2916666667,34.4015152655,36.6688042184,33.116312638,,,,,,,,,,,,,,,
521,NXN2LAV2010041,3362624,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2010041,,36.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2010041,REPLICATE>BLOCK:35,REPLICATE:3",rainfed,1119.220751031,217.4376470588,"68,7503943227","80,8764113743",2.4336072664,175,NA,120,"-12,12601705160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
522,NXN2LAV2007024,3362623,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2007024,,19.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2007024,REPLICATE>BLOCK:21,REPLICATE:2",rainfed,2375.1425085505,242.2,"68,7503943227","74,2429872652",5.7525951557,200,NA,130,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
523,NXN2LAV2011012,3362622,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2011012,,7.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2011012,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,2030.6814092054,239.5134117647,"68,7503943227","77,1954860675",4.8637543253,180,NA,120,"-8,44509174480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
524,NXN2LAV3009035,3362621,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3009035,,18.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3009035,REPLICATE>BLOCK:17,REPLICATE:2",watered,3222.2822350977,240.6570588235,"70,1020957105","74,2429872652",7.754649654,235,NA,100,"-4,14089155470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
525,NXN2LAV3009028,3362620,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3009028,,11.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3009028,REPLICATE>BLOCK:32,REPLICATE:1",watered,3249.4058229352,235.7597647059,"70,1020957105","77,1954860675",7.6607915225,250,NA,120,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
526,3064water_regimewatered,3340697,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,294.5986005743,69.8307588897,77.5159727165,241.6518157792,3320.7519220505,,113.5736061788,,,2012,17.4577678964,17.8872427984,17.0753143056,163.091,299.715,877.37,-58.837962963,-105.7002923977,34.2455697139,36.7245948573,33.1782490243,,,,,,,,,,,,,,,
527,3064water_regimerainfed,3340451,Ner12,127463,https://doi.org/10.15454/OJB9O0,N6_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,286.3729165395,68.5070534089,80.8397245253,186.2753625206,1633.3108629997,,125.4383685008,,,2012,17.4577678964,18.022605364,16.974416644,163.091,363.854,836.68,-187.5215517241,-218.5053030303,34.2455697139,36.768112332,33.0263454165,,,,,,,,,,,,,,,
528,NXN2LAV3003019,3362215,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3003019,,2.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3003019,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,3119.4778604683,278.5891764706,"70,1020957105","72,7618835003",8.6905276817,265,NA,140,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
529,NXN2LAV3003037,3362216,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3003037,,20.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3003037,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,3204.9923715884,285.7647058824,"68,7503943227","71,3778600686",9.1587370242,260,NA,135,"-2,62746574590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
530,NXN2LAV2003040,3362219,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2003040,,35.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2003040,REPLICATE>BLOCK:33,REPLICATE:3",rainfed,1246.3207208017,209.132,"70,1020957105","80,8764113743",2.6064554498,190,NA,125,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
531,NXN2LAV2018028,3362218,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2018028,,23.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2018028,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,2206.3659399965,236.8402352941,"70,1020957105","78,5924166874",5.2255622837,210,NA,130,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
532,NXN2LAV2001012,3362217,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001012,,7.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001012,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,2168.5171346215,224.6135294118,"70,1020957105","75,7721262276",4.870782872,180,NA,125,"-5,67003051710",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
533,3065water_regimewatered,3340698,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,350.1218770265,69.7359078942,75.1241383773,261.8009020767,2995.8572990297,,137.5056641375,,,2012,17.2595275673,17.8543981481,17.2041172105,178.819,249.042,928.043,-60.3229166667,-104.0395480226,34.1844729077,36.5559244758,33.4339461313,,,,,,,,,,,,,,,
534,3065water_regimerainfed,3340452,Ner12,127464,https://doi.org/10.15454/HOMOXO,F918_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,281.3140461137,69.8983675693,80.259178805,201.30384726,2090.2880240907,,129.4414732221,,,2012,17.2595275673,18.2126984127,16.974416644,178.819,340.405,836.68,-191.0282738095,-218.5053030303,34.1844729077,36.9105718308,33.0263454165,,,,,,,,,,,,,,,
535,NXN2LAV2014039,3361630,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014039,,34.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014039,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,1078.0418864481,210.8181176471,"68,7503943227","80,8764113743",2.2727076125,170,NA,130,"-12,12601705160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
536,NXN2LAV2002029,3361628,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2002029,,24.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2002029,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,1091.1566842804,216.7274117647,"74,2429872652","82,1461213448",2.3648356401,195,NA,140,"-7,90313407960",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
537,NXN2LAV2017016,3361626,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2017016,,11.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2017016,REPLICATE>BLOCK:31,REPLICATE:1",rainfed,2554.1877760863,203.8111764706,"71,3778600686","75,7721262276",5.2057201557,220,NA,140,"-4,39426615900",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
538,NXN2LAV3009036,3361624,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3009036,,19.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3009036,REPLICATE>BLOCK:20,REPLICATE:2",watered,3866.6328600406,234.7294117647,"71,3778600686","74,2429872652",9.0761245675,270,NA,120,"-2,86512719660",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
539,NXN2LAV3004028,3361622,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3004028,,11.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3004028,REPLICATE>BLOCK:33,REPLICATE:1",watered,4052.1591411684,247.1609411765,"72,7618835003","74,2429872652",10.0153546713,260,NA,125,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
540,3066water_regimewatered,3340699,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,288.5720639437,71.7976471222,76.2515618864,267.1386068639,4005.9420069059,,124.7713317398,,,2012,17.082479798,18.1675925926,17.149877852,203.175,260.552,902.897,-61.1493055556,-104.9267241379,34.2617272061,36.718166685,33.3205720407,,,,,,,,,,,,,,,
541,3066water_regimerainfed,3340453,Ner12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,253.6342368746,71.3851197548,80.775912133,201.7844944531,2017.6092604498,,136.6656244734,,,2012,17.082479798,18.4119341564,16.9319200861,203.175,326.769,828.461,-194.6311728395,-219.2916666667,34.2617272061,36.9400066998,33.116312638,,,,,,,,,,,,,,,
542,NXN2LAV3007032,3361587,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3007032,,15.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3007032,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,3557.6850701893,249.3444705882,"74,2429872652","75,7721262276",8.8708910035,270,NA,120,"-1,52913896240",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
543,NXN2LAV2012033,3361593,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2012033,,28.0,10.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2012033,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1838.2352941177,202.9411764706,"70,1020957105","80,8764113743",3.7305363322,185,NA,130,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
544,NXN2LAV2005026,3361591,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2005026,,21.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2005026,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2514.7532188841,228.9430588235,"70,1020957105","78,5924166874",5.7573529412,210,NA,155,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
545,NXN2LAV2001017,3361589,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001017,,12.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001017,REPLICATE>BLOCK:36,REPLICATE:1",rainfed,2958.8033843675,237.7223529412,"71,3778600686","75,7721262276",7.0337370242,225,NA,130,"-4,39426615900",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
546,NXN2LAV3017020,3361585,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3017020,,3.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3017020,REPLICATE>BLOCK:7,REPLICATE:1",watered,3540.6035260957,255.0643529412,"74,2429872652","74,2429872652",9.030817474,240,NA,135,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
547,3067water_regimewatered,3340700,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,313.3926705675,73.9557719333,76.7045879431,258.1556867591,3682.029474428,,130.3458180559,,,2012,17.1782061688,18.3186111111,17.149877852,289.705,236.832,902.897,-65.7583333333,-104.9267241379,34.7743496268,36.7181411044,33.3205720407,,,,,,,,,,,,,,,
548,3067water_regimerainfed,3340454,Ner12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,275.7557339906,70.7300806263,80.145527464,206.2799976549,2549.5270556375,,134.6717443932,,,2012,17.1782061688,18.5857487923,16.974416644,289.705,340.405,836.68,-208.4402173913,-218.5053030303,34.7743496268,36.9785653279,33.0263454165,,,,,,,,,,,,,,,
549,NXN2LAV3021037,3362571,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3021037,,20.0,1.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3021037,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4217.3173998146,236.1252941176,"67,1130688606","68,7503943227",9.9581531142,235,NA,125,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
550,NXN2LAV2008036,3362574,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008036,,31.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008036,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,1253.6824583254,205.1482352941,"68,7503943227","78,5924166874",2.5719074394,160,NA,115,"-9,84202236470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
551,NXN2LAV2017018,3362573,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2017018,,13.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2017018,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,1625.269010043,219.0847058824,"71,3778600686","75,7721262276",3.5607158304,215,NA,145,"-4,39426615900",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
552,NXN2LAV2005014,3362572,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2005014,,9.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2005014,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,2711.3117974463,221.9411764706,"68,7503943227","71,3778600686",6.017517301,210,NA,140,"-2,62746574590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NXN2LAV3009027,3362570,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3009027,,10.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3009027,REPLICATE>BLOCK:29,REPLICATE:1",watered,3803.2454361055,236.4352941176,"68,7503943227","68,7503943227",8.9922145329,245,NA,110,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
554,3069water_regimewatered,3340701,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,290.6416261578,68.4358286443,70.9295124237,242.5521937691,3987.6668482168,,119.0694033821,,,2012,17.5737099253,17.4664251208,17.2216599261,149.08,200.143,1000.391,-57.9130434783,-101.6633064516,34.3225756528,36.3483255542,33.5564780115,,,,,,,,,,,,,,,
555,3069water_regimerainfed,3340455,Ner12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,256.5429967556,69.3890429029,77.8319175679,199.1132546084,1859.0487610931,,136.0448042325,,,2012,17.5737099253,17.7206349206,17.0361372259,149.08,323.164,869.151,-183.2514880952,-218.4992559524,34.3225756528,36.6197475026,33.2677156952,,,,,,,,,,,,,,,
556,NXN2LAV2002036,3361846,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2002036,,31.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2002036,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,1231.1413366401,192.6074117647,"62,7379361939","74,2429872652",2.3712694637,200,NA,110,"-11,50505107130",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
557,NXN2LAV2007018,3361845,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2007018,,13.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2007018,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,1618.8774056518,203.0541176471,"68,7503943227","74,2429872652",3.2871972318,230,NA,120,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
558,NXN2LAV2019006,3361844,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2019006,,1.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2019006,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,2892.4412592041,226.8508235294,"68,7503943227","70,1020957105",6.5615268166,205,NA,120,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
559,NXN2LAV3007036,3361843,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3007036,,19.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3007036,REPLICATE>BLOCK:21,REPLICATE:2",watered,2871.1280787053,224.9569411765,"67,1130688606","72,7618835003",6.4588019031,250,NA,110,"-5,64881463970",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
560,NXN2LAV3019021,3361842,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3019021,,4.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3019021,REPLICATE>BLOCK:10,REPLICATE:1",watered,2279.4117647059,220.5882352941,"67,1130688606","68,7503943227",5.0281141869,215,NA,85,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
561,3070water_regimewatered,3340702,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,258.1062321832,67.0267749844,72.7171077326,236.4427080424,2869.8721330643,,100.5587143827,,,2012,17.6997968819,17.4271111111,17.2328947441,132.755,271.852,971.313,-56.6933333333,-101.7708333333,34.3814208033,36.1970703519,33.6380323017,,,,,,,,,,,,,,,
562,3070water_regimerainfed,3340456,Ner12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,248.5962311579,66.1789586729,74.8216027574,214.8312068851,1853.2572925587,,117.5773898543,,,2012,17.6997968819,17.5510288066,17.1685118043,132.755,323.341,919.824,-175.5308641975,-219.1623563218,34.3814208033,36.2508885408,33.5247363154,,,,,,,,,,,,,,,
563,NXN2LAV2019040,3362384,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2019040,,35.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2019040,REPLICATE>BLOCK:31,REPLICATE:3",rainfed,2278.8040836169,210.1129411765,"67,1130688606","70,1020957105",4.7880622837,190,NA,100,"-2,98902684990",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
564,NXN2LAV2002023,3362383,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2002023,,18.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2002023,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,3212.3766447368,213.1576470588,"68,7503943227","70,1020957105",6.8474264706,225,NA,125,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
