,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,W10,W12,L11,L13,W11,W13,L14,W14,L15,W15,L9,W9
1305,3182water_regimerainfed,3340561,Ner12,127576,https://doi.org/10.15454/KF2P15,Lo1094_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,255.9887994844,70.203616978,78.7957181184,182.45125049,2257.0458889665,,128.0820700232,,,2012,17.7727220118,17.8164750958,17.0141592039,150.532,320.192,856.893,-183.4727011494,-218.255952381,34.4015152655,36.7084005106,33.0708841009,,,,,,,,,,,,,,,
1306,NXN2LAV3006032,3362431,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3006032,,15.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3006032,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,3946.0707504563,253.0275294118,"72,7618835003","74,2429872652",9.9846453287,255,NA,130,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,NXN2LAV2018032,3362434,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2018032,,27.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2018032,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,2393.3682176121,224.5043529412,"70,1020957105","80,8764113743",5.3732158304,180,NA,125,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,NXN2LAV2002026,3362433,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2002026,,21.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2002026,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2434.1365778628,241.7984705882,"71,3778600686","77,1954860675",5.8857050173,205,NA,135,"-5,81762599890",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,NXN2LAV2004006,3362432,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2004006,,1.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2004006,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,2607.7429999237,247.8084705882,"71,3778600686","77,1954860675",6.462208045,210,NA,140,"-5,81762599890",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,NXN2LAV3004018,3362430,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3004018,,1.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3004018,REPLICATE>BLOCK:3,REPLICATE:1",watered,4231.0859024792,251.9047058824,"72,7618835003","74,2429872652",10.6583044983,260,NA,135,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,3183water_regimewatered,3340808,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,316.516330363,72.1340148775,76.0184539453,261.2391166241,4054.6458745005,,132.0315911414,,,2012,17.082479798,18.1675925926,17.149877852,203.175,260.552,902.897,-61.1493055556,-104.9267241379,34.2617272061,36.718166685,33.3205720407,,,,,,,,,,,,,,,
1312,3183water_regimerainfed,3340562,Ner12,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,298.6081896172,71.0189021769,80.1641700382,193.5545779915,2446.8278540495,,130.5399140973,,,2012,17.082479798,18.4119341564,16.974416644,203.175,340.405,836.68,-194.6311728395,-218.5053030303,34.2617272061,36.9400066998,33.0263454165,,,,,,,,,,,,,,,
1313,NXN2LAV3015037,3362436,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3015037,,20.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3015037,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4007.610364324,255.4261176471,"70,1020957105","70,1020957105",10.236483564,245,NA,115,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,NXN2LAV2020038,3362439,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2020038,,33.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2020038,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,1337.438775025,192.6809411765,"68,7503943227","80,8764113743",2.5769896194,175,NA,115,"-12,12601705160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,NXN2LAV2015018,3362438,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2015018,,13.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2015018,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2466.982440419,220.8843529412,"68,7503943227","71,3778600686",5.4491782007,205,NA,130,"-2,62746574590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,NXN2LAV2005011,3362437,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2005011,,6.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2005011,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,2635.9975808505,223.0644705882,"68,7503943227","72,7618835003",5.8799740484,200,NA,135,"-4,01148917760",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,NXN2LAV3002029,3362435,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3002029,,12.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3002029,REPLICATE>BLOCK:36,REPLICATE:1",watered,3876.3300381089,253.1082352941,"68,7503943227","70,1020957105",9.8113105536,260,NA,125,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,3184water_regimewatered,3340809,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,312.3352542355,69.7483291188,72.6821583312,247.126654549,4051.0319826334,,118.3662124961,,,2012,17.082479798,17.9748677249,17.2662773019,203.175,197.553,979.532,-62.8650793651,-102.1830601093,34.2617272061,36.5418631069,33.5483615337,,,,,,,,,,,,,,,
1319,3184water_regimerainfed,3340563,Ner12,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,268.7564074917,68.9686846191,77.4623076325,196.0085989481,2198.6519573828,,126.8427561538,,,2012,17.082479798,18.2968888889,17.0753143056,203.175,323.164,877.37,-194.4333333333,-217.7543859649,34.2617272061,36.9067593766,33.1782490243,,,,,,,,,,,,,,,
1320,NXN2LAV2005034,3362444,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2005034,,29.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2005034,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,753.37512054,204.594,"72,7618835003","83,5272539732",1.5413602941,170,NA,125,"-10,76537047290",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,NXN2LAV2001018,3362443,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001018,,13.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001018,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,2222.9247762256,232.5562352941,"72,7618835003","80,8764113743",5.169550173,205,NA,140,"-8,11452787400",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,NXN2LAV2009011,3362442,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2009011,,6.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2009011,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2282.8375954698,231.4595294118,"74,2429872652","78,5924166874",5.2838451557,210,NA,135,"-4,34942942220",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,NXN2LAV3006036,3362441,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3006036,,19.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3006036,REPLICATE>BLOCK:21,REPLICATE:2",watered,4191.2712555212,249.7002352941,"68,7503943227","74,2429872652",10.4656141869,255,NA,115,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,NXN2LAV3013026,3362440,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3013026,,9.0,9.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3013026,REPLICATE>BLOCK:26,REPLICATE:1",watered,4085.295061542,252.5792941176,"71,3778600686","74,2429872652",10.3186094291,260,NA,120,"-2,86512719660",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,3185water_regimewatered,3340810,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,307.0115651721,70.4192878852,76.780894856,255.5374434122,4046.5248020595,,116.9425988457,,,2012,17.7727220118,17.7206349206,17.0753143056,150.532,299.715,877.37,-57.5074404762,-105.7002923977,34.4015152655,36.6197475026,33.1782490243,,,,,,,,,,,,,,,
1326,3185water_regimerainfed,3340564,Ner12,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,285.7750031361,73.0926417929,83.8612954738,194.4887501218,1677.4130445644,,132.887366078,,,2012,17.7727220118,17.9490511172,16.868307814,150.532,362.176,777.553,-188.6856060606,-217.6233974359,34.4015152655,36.8004930593,32.7326317981,,,,,,,,,,,,,,,
1327,NXN2LAV2006038,3362449,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2006038,,33.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2006038,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,1397.1934927817,221.2905882353,"70,1020957105","77,1954860675",3.091857699,180,NA,110,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,NXN2LAV2003021,3362448,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2003021,,16.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2003021,REPLICATE>BLOCK:12,REPLICATE:2",rainfed,2427.6260153008,242.7988235294,"71,3778600686","74,2429872652",5.8942474048,205,NA,125,"-2,86512719660",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,NXN2LAV2008013,3362447,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008013,,8.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008013,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,2354.8131788971,252.2556470588,"68,7503943227","74,2429872652",5.9401492215,210,NA,125,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,NXN2LAV3020031,3362446,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3020031,,14.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3020031,REPLICATE>BLOCK:4,REPLICATE:2",watered,3694.2520503865,246.8941176471,"71,3778600686","71,3778600686",9.1208910035,245,NA,105,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,NXN2LAV3011022,3362445,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3011022,,5.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3011022,REPLICATE>BLOCK:14,REPLICATE:1",watered,3670.7350646967,266.9576470588,"68,7503943227","70,1020957105",9.7993079585,255,NA,105,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,3186water_regimewatered,3340811,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,314.1199578688,70.1137755144,73.3849664483,252.3752734986,3625.1668984805,,106.8134730156,,,2012,17.3923979377,17.5439814815,17.253215257,164.608,223.393,953.692,-59.6527777778,-103.03125,34.3003378724,36.3360464122,33.510985694,,,,,,,,,,,,,,,
1333,3186water_regimerainfed,3340565,Ner12,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,293.0412942106,70.1045184279,77.0163692891,199.9589283021,2101.5462544677,,121.6037183921,,,2012,17.3923979377,17.8872427984,17.0753143056,164.608,299.715,877.37,-186.8117283951,-217.7543859649,34.3003378724,36.7245948573,33.1782490243,,,,,,,,,,,,,,,
1334,NXN2LAV2001008,3362452,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001008,,3.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001008,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2075.8179631892,237.6444705882,"68,7503943227","80,8764113743",4.933066609,215,NA,130,"-12,12601705160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,NXN2LAV2017030,3362454,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2017030,,25.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2017030,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,799.5108272954,215.7190588235,"70,1020957105","80,8764113743",1.7246972318,180,NA,120,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,NXN2LAV2014028,3362453,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014028,,23.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014028,REPLICATE>BLOCK:32,REPLICATE:2",rainfed,1105.9784905341,206.016,"70,1020957105","80,8764113743",2.2784926471,200,NA,130,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,NXN2LAV3007035,3362451,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3007035,,18.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3007035,REPLICATE>BLOCK:18,REPLICATE:2",watered,3921.9963048671,255.4974117647,"71,3778600686","74,2429872652",10.0205990484,240,NA,115,"-2,86512719660",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,NXN2LAV3015018,3362450,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3015018,,1.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3015018,REPLICATE>BLOCK:1,REPLICATE:1",watered,4012.691933391,264.96,"70,1020957105","72,7618835003",10.6320285467,270,NA,130,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,3187water_regimerainfed,3340566,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,291.4237269903,70.0626609518,82.6871697052,198.6941720645,1571.2760868629,,126.3028852909,,,2012,17.2047020202,18.3601851852,16.8442059513,180.336,386.377,790.708,-193.7416666667,-218.0062893082,34.2394942121,37.0462426148,32.8029760514,,,,,,,,,,,,,,,
1340,3187water_regimewatered,3340812,Ner12,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,320.9852866076,70.6602884024,75.3824321705,254.0037126806,4097.823103491,,122.2596319047,,,2012,17.2047020202,17.8543981481,17.2041172105,180.336,249.042,928.043,-60.3229166667,-104.0395480226,34.2394942121,36.5559244758,33.4339461313,,,,,,,,,,,,,,,
1341,NXN2LAV2005007,3362457,Ner12,127582,https://doi.org/10.15454/D6XH5E,Lo1130_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2005007,,2.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2005007,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2875.1885369532,243.2911764706,"74,2429872652","77,1954860675",6.9950800173,210,NA,130,"-2,95249880230",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,NXN2LAV2004030,3362459,Ner12,127582,https://doi.org/10.15454/D6XH5E,Lo1130_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2004030,,25.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2004030,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,1950.8772501249,226.9185882353,"74,2429872652","78,5924166874",4.4269031142,175,NA,125,"-4,34942942220",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,NXN2LAV2020020,3362458,Ner12,127582,https://doi.org/10.15454/D6XH5E,Lo1130_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2020020,,15.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2020020,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,3108.5604973697,254.3205882353,"72,7618835003","74,2429872652",7.9057093426,205,NA,130,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,NXN2LAV3008033,3362456,Ner12,127582,https://doi.org/10.15454/D6XH5E,Lo1130_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3008033,,16.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3008033,REPLICATE>BLOCK:11,REPLICATE:2",watered,4612.9409913745,257.9788235294,"71,3778600686","72,7618835003",11.9004108997,255,NA,120,"-1,38402343170",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,NXN2LAV3018028,3362455,Ner12,127582,https://doi.org/10.15454/D6XH5E,Lo1130_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3018028,,11.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3018028,REPLICATE>BLOCK:31,REPLICATE:1",watered,3973.849431285,256.6192941176,"74,2429872652","75,7721262276",10.1976643599,265,NA,130,"-1,52913896240",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,NXN2LAV2007035,3362464,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2007035,,30.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2007035,REPLICATE>BLOCK:18,REPLICATE:3",rainfed,1420.9450903649,211.3135294118,"70,1020957105","78,5924166874",3.0026492215,180,NA,120,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,NXN2LAV2020026,3362463,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2020026,,21.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2020026,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2581.4330586604,238.1844705882,"70,1020957105","74,2429872652",6.1485726644,205,NA,125,"-4,14089155470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,NXN2LAV2014008,3362462,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014008,,3.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014008,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,2380.6769446075,221.6632941176,"70,1020957105","77,1954860675",5.2770869377,215,NA,130,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,NXN2LAV3010035,3362461,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3010035,,18.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3010035,REPLICATE>BLOCK:17,REPLICATE:2",watered,4042.2732638206,250.8082352941,"70,1020957105","72,7618835003",10.1383542388,265,NA,110,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,NXN2LAV3006026,3362460,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3006026,,9.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3006026,REPLICATE>BLOCK:27,REPLICATE:1",watered,3788.52978336,264.4541176471,"72,7618835003","74,2429872652",10.0189230104,250,NA,105,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,3189water_regimewatered,3340813,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,305.9109835664,71.1434391898,76.1368302147,260.3671519489,3895.3267508324,,109.0706124748,,,2012,17.5907020202,17.7521367521,17.149877852,166.06,260.552,902.897,-58.7612179487,-104.9267241379,34.3770094118,36.5435029682,33.3205720407,,,,,,,,,,,,,,,
1352,3189water_regimerainfed,3340567,Ner12,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,270.1166392335,70.2452321346,78.6171123105,201.3626194294,2309.3790122491,,123.7796909151,,,2012,17.5907020202,17.9805555556,17.0141592039,166.06,320.192,856.893,-186.9136904762,-218.255952381,34.3770094118,36.8126694958,33.0708841009,,,,,,,,,,,,,,,
1353,NXN2LAV3005037,3362466,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3005037,,20.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3005037,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,4163.1997681463,264.6341176471,"68,7503943227","72,7618835003",11.0172469723,255,NA,130,"-4,01148917760",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,NXN2LAV2008035,3362469,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008035,,30.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008035,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,2058.5564734368,210.1927058824,"70,1020957105","77,1954860675",4.3269355536,170,NA,125,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,NXN2LAV2003022,3362468,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2003022,,17.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2003022,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,2532.2295644173,243.9036470588,"68,7503943227","72,7618835003",6.1762002595,225,NA,150,"-4,01148917760",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,NXN2LAV2020010,3362467,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2020010,,5.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2020010,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,2896.1116995275,241.9124705882,"70,1020957105","71,3778600686",7.0060553633,210,NA,140,"-1,27576435810",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,NXN2LAV3020027,3362465,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3020027,,10.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3020027,REPLICATE>BLOCK:28,REPLICATE:1",watered,3358.137549314,255.9790588235,"70,1020957105","71,3778600686",8.5961288927,245,NA,135,"-1,27576435810",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,3190water_regimewatered,3340814,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,304.9459284783,68.7486450834,74.1924005228,252.3271072521,3841.0780847812,,134.555813665,,,2012,17.1688374126,18.0236111111,17.2190455025,252.704,246.842,945.473,-64.35,-102.6264124294,34.7777929777,36.2878015468,33.6015428167,,,,,,,,,,,,,,,
1359,3190water_regimerainfed,3340568,Ner12,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,271.4578412297,69.6545890296,75.9121527918,199.2037100581,2374.3806196689,,138.870120139,,,2012,17.1688374126,18.226010101,17.149877852,252.704,274.188,902.897,-200.2178030303,-218.1206896552,34.7777929777,36.5373633735,33.3205720407,,,,,,,,,,,,,,,
1360,NXN2LAV2011037,3362474,Ner12,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2011037,,32.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2011037,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,1555.6028692064,197.6023529412,"68,7503943227","78,5924166874",3.073907872,165,NA,110,"-9,84202236470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
