,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14
1522,FRI00406585,3348645,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406585,,19.0,24.0,"REPLICATE>BLOCK>PLOT:FRI00406585,REPLICATE>BLOCK:36,REPLICATE:2",watered,2054.1549953315,295.28,"68,0356863115","69,6098426242",6.0655088702,250,280,130,"-1,57415631270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,FRI00406869,3348307,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406869,,9.0,9.0,"REPLICATE>BLOCK>PLOT:FRI00406869,REPLICATE>BLOCK:17,REPLICATE:1",watered,1937.8306878307,280.7341176471,"71,1713602039","72,6945131971",5.440151883,240,270,115,"-1,52315299320",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,FRI00407791,3347813,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407791,,11.0,54.0,"REPLICATE>BLOCK>PLOT:FRI00407791,REPLICATE>BLOCK:28,REPLICATE:3",rainfed,1356.7649281935,249.5623529412,"71,1713602039","77,6996082396",3.3859744787,210,250,100,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,FRI00407846,3347689,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407846,,9.0,30.0,"REPLICATE>BLOCK>PLOT:FRI00407846,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,1309.5238095238,271.9247058824,"72,6945131971","82,6789937723",3.5609187675,210,250,100,"-9,98448057520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,FRI00408218,3347410,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408218,,5.0,10.0,"REPLICATE>BLOCK>PLOT:FRI00408218,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,1188.7125220459,270.6,"71,1713602039","77,6996082396",3.2166560847,190,235,90,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,3216water_regimewatered,3335482,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,331.7334213847,69.6902294742,71.307591479,243.4873882252,2005.9721415385,273.3107779378,123.1294947384,,,2013,22.3979183385,21.692559834,14.9279395858,96.283,181.388,951.914,-15.553030303,-36.9950980392,35.8423494969,36.5471746805,25.8695241078,,,,,,,,,,,,,,,,
1528,3216water_regimerainfed,3335236,Cam13,127610,https://doi.org/10.15454/VFUIV5,NK807_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,299.5362651995,71.62070894,79.4152544387,204.9883448959,1303.2327776321,246.363735292,96.8646129682,,,2013,22.3979183385,20.9223002064,14.7015056344,96.283,281.832,828.223,-65.9345238095,-15.8740740741,35.8423494969,35.9192573784,25.3161405486,,,,,,,,,,,,,,,,
1529,FRI00406663,3348556,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406663,,17.0,2.0,"REPLICATE>BLOCK>PLOT:FRI00406663,REPLICATE>BLOCK:7,REPLICATE:2",watered,2076.7195767196,284.4611764706,"74,3289392431","76,0005825366",5.9074609399,250,290,130,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,FRI00407062,3348098,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407062,,2.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00407062,REPLICATE>BLOCK:28,REPLICATE:1",watered,2089.9470899471,317.2658823529,"74,3289392431","76,0005825366",6.6306890756,255,300,145,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,FRI00407662,3347959,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407662,,16.0,42.0,"REPLICATE>BLOCK>PLOT:FRI00407662,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,1405.4232804233,285.0258823529,"72,6945131971","79,5387303272",4.0058201058,195,240,110,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,FRI00408000,3347381,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408000,,4.0,41.0,"REPLICATE>BLOCK>PLOT:FRI00408000,REPLICATE>BLOCK:12,REPLICATE:2",rainfed,1137.5661375661,242.48,"72,6945131971","79,5387303272",2.7583703704,190,235,100,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,FRI00408108,3347668,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408108,,9.0,12.0,"REPLICATE>BLOCK>PLOT:FRI00408108,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,1188.7125220459,263.8588235294,"71,1713602039","77,6996082396",3.1365228758,190,240,95,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,3217water_regimewatered,3335483,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,340.9998273451,74.6066660175,76.2908816674,250.9409265196,2103.738828497,292.936167975,137.3963603254,,,2013,22.4431305115,21.0640470107,14.7665018165,124.743,188.851,873.79,-19.3159722222,-37.3936170213,35.9894873869,35.9494494712,25.5363010218,,,,,,,,,,,,,,,,
1535,3217water_regimerainfed,3335237,Cam13,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,300.5435664474,72.1590208665,78.7482287473,192.9158996524,1232.766805182,238.5064212851,101.217976342,,,2013,22.4431305115,20.9206070815,14.734601264,124.743,259.14,850.915,-70.5433333333,-15.5724637681,35.9894873869,35.8788204634,25.4345666306,,,,,,,,,,,,,,,,
1536,FRI00407957,3347431,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407957,,5.0,29.0,"REPLICATE>BLOCK>PLOT:FRI00407957,REPLICATE>BLOCK:4,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1812.1693121693,283.52,"74,3289392431","81,1066458669",5.1378624339,210,250,100,"-6,77770662380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,FRI00406652,3348568,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406652,,17.0,13.0,"REPLICATE>BLOCK>PLOT:FRI00406652,REPLICATE>BLOCK:16,REPLICATE:2",watered,2255.291005291,276.8188235294,"72,6945131971","74,3289392431",6.243070028,240,280,120,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,FRI00406922,3348239,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406922,,7.0,6.0,"REPLICATE>BLOCK>PLOT:FRI00406922,REPLICATE>BLOCK:6,REPLICATE:1",watered,2430.7500778089,291,"71,1713602039","74,3289392431",7.0734827264,240,270,115,"-3,15757903920",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,FRI00407746,3347864,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407746,,13.0,43.0,"REPLICATE>BLOCK>PLOT:FRI00407746,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,1319.2239858907,264.5294117647,"72,6945131971","77,6996082396",3.4897354497,180,230,90,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,FRI00408260,3347340,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408260,,4.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00408260,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,1841.9312169312,279.04,"72,6945131971","77,6996082396",5.1397248677,200,245,90,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,3218water_regimewatered,3335484,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,328.0898070649,72.2192354581,74.6409035776,240.402540551,2331.4131728056,274.98388839,116.1892807367,,,2013,22.4577879383,21.4523063554,14.7352385325,142.516,204.817,905.238,-18.2698412698,-37.3112244898,36.0733457977,36.4796323732,25.501725822,,,,,,,,,,,,,,,,
1542,3218water_regimerainfed,3335238,Cam13,127612,https://doi.org/10.15454/PAY7DB,NS701_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,312.3973072796,73.2216630521,79.1113440305,197.8425753374,1661.1948300944,242.5253845433,94.107083077,,,2013,22.4577879383,20.7123275825,14.6367820387,142.516,258.05,828.223,-68.4633333333,-15.8740740741,36.0733457977,35.7908028765,25.1877153656,,,,,,,,,,,,,,,,
1543,FRI00406634,3348615,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406634,,18.0,26.0,"REPLICATE>BLOCK>PLOT:FRI00406634,REPLICATE>BLOCK:35,REPLICATE:2",watered,2149.4708994709,280.1694117647,"68,0356863115","69,6098426242",6.0221599751,230,260,110,"-1,57415631270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,FRI00406876,3348315,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406876,,9.0,16.0,"REPLICATE>BLOCK>PLOT:FRI00406876,REPLICATE>BLOCK:26,REPLICATE:1",watered,1147.4867724868,276.5552941176,"72,6945131971","76,0005825366",3.1734354186,230,270,120,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,FRI00407695,3347923,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407695,,15.0,38.0,"REPLICATE>BLOCK>PLOT:FRI00407695,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,1413.4542705971,251.7364705882,"72,6945131971","84,1900312481",3.5581798942,175,210,65,"-11,49551805100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,FRI00407862,3347707,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407862,,9.0,46.0,"REPLICATE>BLOCK>PLOT:FRI00407862,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,1650.1322751323,266.0517647059,"76,0005825366","84,1900312481",4.390206038,190,230,90,"-8,18944871150",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,FRI00408160,3347535,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408160,,7.0,8.0,"REPLICATE>BLOCK>PLOT:FRI00408160,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,1731.9223985891,263.6470588235,"69,6098426242","81,1066458669",4.566162465,185,225,65,"-11,49680324270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,3219water_regimerainfed,3335239,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,299.9504861965,73.0013123455,83.3298397522,182.7764464882,1603.0027243595,221.2157733954,73.3554430548,,,2013,22.3993853377,20.5857334771,14.577216672,109.781,323.259,763.014,-60.3583333333,-17,35.8551979912,35.8454856569,24.9488496367,,,,,,,,,,,,,,,,
1549,3219water_regimewatered,3335485,Cam13,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,321.53563751,70.1872836376,72.5690598467,227.3916823432,1655.1890024607,261.5180123462,114.0382623357,,,2013,22.3993853377,21.5747496374,14.8728321654,109.781,204.618,928.684,-16.6818181818,-37.1916666667,35.8551979912,36.5671236055,25.7499401231,,,,,,,,,,,,,,,,
1550,FRI00406728,3348466,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406728,,14.0,8.0,"REPLICATE>BLOCK>PLOT:FRI00406728,REPLICATE>BLOCK:13,REPLICATE:2",watered,1833.1777155307,303.24,"69,6098426242","71,1713602039",5.5589281046,250,290,130,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,FRI00407058,3348102,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407058,,2.0,27.0,"REPLICATE>BLOCK>PLOT:FRI00407058,REPLICATE>BLOCK:28,REPLICATE:1",watered,1731.9223985891,255.7058823529,"72,6945131971","74,3289392431",4.428627451,250,290,120,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,FRI00407684,3347935,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407684,,15.0,49.0,"REPLICATE>BLOCK>PLOT:FRI00407684,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,1303.8548752835,244.9176470588,"71,1713602039","77,6996082396",3.1933706816,205,240,100,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,FRI00408041,3347270,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408041,,2.0,56.0,"REPLICATE>BLOCK>PLOT:FRI00408041,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,1622.5749559083,256.8352941176,"74,3289392431","81,1066458669",4.1673451603,210,245,90,"-6,77770662380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,FRI00408204,3347468,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408204,,6.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00408204,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,1474.4268077601,260.1529411765,"71,1713602039","77,6996082396",3.8357647059,210,250,100,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,3220water_regimewatered,3335486,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,320.2680863223,71.5335723933,72.9265056765,248.1174566508,1748.6570655836,288.5194020189,124.7880852662,,,2013,22.3993853377,21.5747496374,14.8098006969,109.781,181.371,928.684,-16.6818181818,-37.1916666667,35.8551979912,36.5671236055,25.6238296773,,,,,,,,,,,,,,,,
1556,3220water_regimerainfed,3335240,Cam13,127614,https://doi.org/10.15454/GWATR4,P465P_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,292.1078314309,71.8495197146,78.7060673147,208.7674632736,1492.061760036,244.6422055241,96.9721116418,,,2013,22.3993853377,20.9955941272,14.6702454353,109.781,259.14,850.915,-69.5544871795,-15.5724637681,35.8551979912,35.9339702569,25.3062577163,,,,,,,,,,,,,,,,
1557,FRI00406781,3348399,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406781,,12.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00406781,REPLICATE>BLOCK:2,REPLICATE:2",watered,1802.2486772487,284.3858823529,"68,0356863115","71,1713602039",5.125340803,230,270,110,"-3,13567389240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,FRI00407073,3348085,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407073,,2.0,12.0,"REPLICATE>BLOCK>PLOT:FRI00407073,REPLICATE>BLOCK:10,REPLICATE:1",watered,1612.2004357299,292.16,"69,6098426242","72,6945131971",4.710204793,235,270,110,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,FRI00407741,3347870,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407741,,13.0,48.0,"REPLICATE>BLOCK>PLOT:FRI00407741,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,1594.3562610229,268.0588235294,"69,6098426242","76,0005825366",4.2738126362,190,230,90,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,FRI00407832,3347765,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407832,,10.0,41.0,"REPLICATE>BLOCK>PLOT:FRI00407832,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,1478.1746031746,280.96,"71,1713602039","77,6996082396",4.1530793651,200,240,100,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,FRI00408180,3347558,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408180,,7.0,28.0,"REPLICATE>BLOCK>PLOT:FRI00408180,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,1190.4761904762,245.5105882353,"69,6098426242","76,0005825366",2.922745098,180,220,95,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,3221water_regimewatered,3335487,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,330.7103602577,68.9359478054,72.056885953,228.9899426285,1719.8404527837,267.2982665197,109.6288613876,,,2013,22.3050181134,21.6116876673,14.8098006969,97.042,229.152,928.684,-16.0579710145,-37.1916666667,35.5005447411,36.5456670311,25.6238296773,,,,,,,,,,,,,,,,
1563,3221water_regimerainfed,3335241,Cam13,127615,https://doi.org/10.15454/9E4IDY,A554_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,300.7743383318,70.4168580991,76.7995004301,191.2680782855,1422.7577828606,230.2644522563,94.8093350197,,,2013,22.3050181134,21.1858354943,14.7665018165,97.042,259.512,873.79,-70.5705128205,-15.4397163121,35.5005447411,36.0066586461,25.5363010218,,,,,,,,,,,,,,,,
1564,FRI00406658,3348561,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406658,,17.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00406658,REPLICATE>BLOCK:7,REPLICATE:2",watered,2044.8179271709,295,"72,6945131971","74,3289392431",6.0322128852,260,300,120,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,FRI00406936,3348255,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406936,,7.0,20.0,"REPLICATE>BLOCK>PLOT:FRI00406936,REPLICATE>BLOCK:24,REPLICATE:1",watered,1770.93059446,294.32,"72,6945131971","76,0005825366",5.2122029256,250,290,130,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,FRI00407680,3347940,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407680,,15.0,53.0,"REPLICATE>BLOCK>PLOT:FRI00407680,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1621.5375038905,296.56,"72,6945131971","81,1066458669",4.8088316215,220,260,110,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,FRI00407945,3347508,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407945,,6.0,40.0,"REPLICATE>BLOCK>PLOT:FRI00407945,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,1527.7777777778,277.9858823529,"72,6945131971","79,5387303272",4.2470065359,210,250,90,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,FRI00408280,3347289,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408280,,3.0,16.0,"REPLICATE>BLOCK>PLOT:FRI00408280,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,1382.2751322751,285.1764705882,"74,3289392431","81,1066458669",3.941923436,215,250,100,"-6,77770662380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,3222water_regimewatered,3335488,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,341.2559815725,72.7444870351,75.3032823188,254.2307156113,1945.7685937463,294.055015549,125.379402419,,,2013,22.4577879383,21.1923899912,14.7873802649,142.516,189.447,896.826,-18.9810606061,-37.3819444444,36.0733457977,36.0191527306,25.61959216,,,,,,,,,,,,,,,,
1570,3222water_regimerainfed,3335242,Cam13,127616,https://doi.org/10.15454/VZN8H6,FR697_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,326.7437556538,73.0671187758,80.534780002,214.4635363655,1521.7197382909,252.7300761078,100.4680475248,,,2013,22.4577879383,20.6524725816,14.5829806635,142.516,280.65,805.623,-65.8301282051,-16.2348484848,36.0733457977,35.8101974366,25.0554850553,,,,,,,,,,,,,,,,
1571,FRI00406975,3348172,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406975,,5.0,3.0,"REPLICATE>BLOCK>PLOT:FRI00406975,REPLICATE>BLOCK:4,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2134.0388007055,312.8188235294,"74,3289392431","76,0005825366",6.67567507,260,310,130,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,FRI00407707,3347883,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407707,,14.0,31.0,"REPLICATE>BLOCK>PLOT:FRI00407707,REPLICATE>BLOCK:4,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1643.3239962652,298.64,"72,6945131971","77,6996082396",4.9076227824,215,250,95,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,FRI00406818,3348378,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406818,,11.0,15.0,"REPLICATE>BLOCK>PLOT:FRI00406818,REPLICATE>BLOCK:19,REPLICATE:2",watered,2160.4938271605,311.4635294118,"72,6945131971","76,0005825366",6.7291503268,250,290,120,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,FRI00407997,3347385,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407997,,4.0,44.0,"REPLICATE>BLOCK>PLOT:FRI00407997,REPLICATE>BLOCK:21,REPLICATE:2",rainfed,1701.9400352734,310.1505882353,"72,6945131971","79,5387303272",5.2785770308,190,230,100,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,FRI00408228,3347421,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408228,,5.0,20.0,"REPLICATE>BLOCK>PLOT:FRI00408228,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,1681.3639035861,311.3788235294,"72,6945131971","77,6996082396",5.2354111422,210,250,100,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,3223water_regimewatered,3335489,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,357.0308216278,73.3422834631,75.7023328469,256.4824387642,2151.6046099034,301.6182486861,125.9498530149,,,2013,22.3268999074,21.1410623588,14.7873802649,155.591,189.447,896.826,-19.380952381,-37.3819444444,35.9967867809,36.057363095,25.61959216,,,,,,,,,,,,,,,,
1577,3223water_regimerainfed,3335243,Cam13,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,353.5969826569,72.854733578,78.4734312877,206.2687984254,1670.6780696987,243.5923276349,98.4134288499,,,2013,22.3268999074,20.7836210933,14.734601264,155.591,235.358,850.915,-71.5615942029,-15.5724637681,35.9967867809,35.8335208398,25.4345666306,,,,,,,,,,,,,,,,
1578,FRI00406671,3348529,Cam13,127618,https://doi.org/10.15454/ZMCLMH,PHG50_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406671,,16.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00406671,REPLICATE>BLOCK:6,REPLICATE:2",watered,1581.0768751945,294.64,"68,0356863115","69,6098426242",4.6584849051,255,290,125,"-1,57415631270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,FRI00407052,3348132,Cam13,127618,https://doi.org/10.15454/ZMCLMH,PHG50_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407052,,3.0,24.0,"REPLICATE>BLOCK>PLOT:FRI00407052,REPLICATE>BLOCK:29,REPLICATE:1",watered,1671.335200747,299.52,"72,6945131971","74,3289392431",5.0059831933,240,285,120,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,FRI00407611,3348029,Cam13,127618,https://doi.org/10.15454/ZMCLMH,PHG50_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407611,,18.0,47.0,"REPLICATE>BLOCK>PLOT:FRI00407611,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,1140.873015873,284.2729411765,"69,6098426242","77,6996082396",3.2431932773,200,240,100,"-8,08976561540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
