,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,Check,L9,L11,L13,W9,W11,W13
153,R1014B02009,3355242,Gai13,127408,https://doi.org/10.15454/MN1MDA,B84_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02009,,210.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02009,REPLICATE>BLOCK:36,REPLICATE:2",watered,3309.5991561181,334.5882352941,"76,907533587","76,907533587",11.0735294118,235,280,125,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
154,3009water_regimewatered,3337563,Gai13,127408,https://doi.org/10.15454/MN1MDA,B84_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,373.4973460514,77.150728694,77.8766424946,239.103542621,3539.7361420891,280.3087701627,135.1050400216,,,2013,16.9234175084,21.316969697,15.8784536297,306.933,205.81,780.426,-10.7173913043,-7.2578125,30.2633014398,35.9992187174,28.1205768983,,,,,,,,,,,,,,
155,3009water_regimerainfed,3337317,Gai13,127408,https://doi.org/10.15454/MN1MDA,B84_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,491.5222589121,84.9007788808,88.8848517299,173.2742425834,2042.768767239,218.7517501684,88.0380408429,,,2013,16.9234175084,20.4142619746,15.6566794991,306.933,234.114,626.221,-65.1666666667,-36.6785714286,30.2633014398,34.7693157604,27.7648319999,,,,,,,,,,,,,,
156,R1024B01010,3354336,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01010,,57.0,7.0,"REPLICATE>BLOCK>PLOT:R1024B01010,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2467.1052631579,325.4588235294,"85,7952931765","90,7357803826",8.0294117647,175,210,70,"-4,94048720610",2013,,,,,,,,,,,,,,,,,,,,,,,,,
157,R1024B02010,3355215,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02010,,74.0,19.0,"REPLICATE>BLOCK>PLOT:R1024B02010,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,2663.5021097046,347.6,"81,197629786","84,2066964446",9.2583333333,170,210,70,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
158,R1014B01010,3354824,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01010,,201.0,19.0,"REPLICATE>BLOCK>PLOT:R1014B01010,REPLICATE>BLOCK:20,REPLICATE:1",watered,2981.7708333333,352.4705882353,"79,742995425","84,2066964446",10.5098651961,240,280,115,"-4,46370101960",2013,,,,,,,,,,,,,,,,,,,,,,,,,
159,R1024B03010,3354581,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03010,,62.0,21.0,"REPLICATE>BLOCK>PLOT:R1024B03010,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1548.4234234234,321.2470588235,"76,907533587","82,6769095268",4.9742647059,170,200,80,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
160,R1014B02010,3354177,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02010,,189.0,28.0,"REPLICATE>BLOCK>PLOT:R1014B02010,REPLICATE>BLOCK:2,REPLICATE:2",watered,2951.3888888889,344.1176470588,"76,907533587","76,907533587",10.15625,230,280,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
161,3010water_regimewatered,3337564,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,389.5724481567,77.0656581621,78.7894839094,234.1958508399,3008.1635514152,278.8404732877,113.0595830075,,,2013,17.0782622522,21.1229424682,15.9177007532,330.892,218.052,768.184,-10.6992753623,-7.3015873016,30.5434612746,35.6879855831,28.1294095062,,,,,,,,,,,,,,
162,3010water_regimerainfed,3337318,Gai13,127409,https://doi.org/10.15454/WBSYN7,F894_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,375.2458869941,81.2957869118,85.8195042134,166.8053017147,2220.9136218517,207.3226583678,73.5982255998,,,2013,17.0782622522,20.6452741703,15.7395106654,330.892,241.848,669.825,-69.2023809524,-36.4856321839,30.5434612746,34.8762198915,27.9172483651,,,,,,,,,,,,,,
163,R1024B01011,3354053,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01011,,51.0,10.0,"REPLICATE>BLOCK>PLOT:R1024B01011,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,1929.4507575758,374.7764705882,"76,907533587","79,742995425",7.231127451,160,205,70,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
164,R1024B02011,3355002,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02011,,70.0,13.0,"REPLICATE>BLOCK>PLOT:R1024B02011,REPLICATE>BLOCK:21,REPLICATE:2",rainfed,2407.0945945946,329.0823529412,"75,3318871563","79,742995425",7.9213235294,100,220,80,"-4,41110826870",2013,,,,,,,,,,,,,,,,,,,,,,,,,
165,R1014B01011,3355184,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01011,,208.0,19.0,"REPLICATE>BLOCK>PLOT:R1014B01011,REPLICATE>BLOCK:29,REPLICATE:1",watered,2773.2683982684,342.4235294118,"76,907533587","76,907533587",9.4963235294,225,280,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
166,R1024B03011,3354489,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03011,,60.0,22.0,"REPLICATE>BLOCK>PLOT:R1024B03011,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,2200.7042253521,313.6529411765,"76,907533587","79,742995425",6.9025735294,155,205,70,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
167,R1014B02011,3354706,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02011,,200.0,34.0,"REPLICATE>BLOCK>PLOT:R1014B02011,REPLICATE>BLOCK:26,REPLICATE:2",watered,2591.4634146342,369.9647058824,"75,3318871563","73,7103504074",9.5875,235,285,120,"1,62153674890",2013,,,,,,,,,,,,,,,,,,,,,,,,,
168,3011water_regimerainfed,3337319,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,391.4264256103,76.370616856,79.6865269905,138.8511729054,2128.240913027,206.472507986,74.6498268077,,,2013,16.460963481,21.000121038,15.8527311176,223.053,239.732,757.103,-61.9827586207,-37.6505376344,29.6664064714,35.3602481155,28.1563815723,,,,,,,,,,,,,,
169,3011water_regimewatered,3337565,Gai13,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,394.7363904472,74.5473567899,73.7836706889,229.8830737465,2660.7423150016,280.0220854029,111.4590220575,,,2013,16.460963481,21.2687585859,16.0746810468,223.053,202.041,817.044,-11.2133333333,-7.3409090909,29.6664064714,35.9857806568,28.341491153,,,,,,,,,,,,,,
170,R1024B01012,3355014,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01012,,70.0,4.0,"REPLICATE>BLOCK>PLOT:R1024B01012,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,2325.9132420091,309.6058823529,"76,907533587","84,2066964446",7.2011642157,170,195,65,"-7,29916285760",2013,,,,,,,,,,,,,,,,,,,,,,,,,
171,R1024B02012,3354505,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02012,,60.0,14.0,"REPLICATE>BLOCK>PLOT:R1024B02012,REPLICATE>BLOCK:13,REPLICATE:2",rainfed,2563.048245614,308.9176470588,"84,2066964446","87,5082865147",7.9177083333,150,210,70,"-3,30159007010",2013,,,,,,,,,,,,,,,,,,,,,,,,,
172,R1014B01012,3354090,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01012,,187.0,26.0,"REPLICATE>BLOCK>PLOT:R1014B01012,REPLICATE>BLOCK:9,REPLICATE:1",watered,2928.9215686275,368.5,"72,1426344005","73,7103504074",10.7930759804,240,285,115,"-1,56771600690",2013,,,,,,,,,,,,,,,,,,,,,,,,,
173,R1024B03012,3355293,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03012,,76.0,25.0,"REPLICATE>BLOCK>PLOT:R1024B03012,REPLICATE>BLOCK:33,REPLICATE:3",rainfed,2591.1458333333,340.7058823529,"76,907533587","81,197629786",8.8281862745,195,230,95,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
174,R1014B02012,3355199,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02012,,209.0,34.0,"REPLICATE>BLOCK>PLOT:R1014B02012,REPLICATE>BLOCK:35,REPLICATE:2",watered,3320.3125,352.4705882353,"76,907533587","75,3318871563",11.703125,240,285,110,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
175,3012water_regimewatered,3337566,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,417.9827718598,74.2732759278,74.9225020029,234.9671426429,3113.794626734,284.7696673085,113.2108892195,,,2013,16.4984020202,21.2687585859,16.0746810468,221.718,202.041,817.044,-11.2133333333,-7.3409090909,29.6656345721,35.9857806568,28.341491153,,,,,,,,,,,,,,
176,3012water_regimerainfed,3337320,Gai13,127411,https://doi.org/10.15454/KIHXDG,B105_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,390.2965241326,79.4715038934,84.7271722374,175.2461890593,2454.7024266357,212.1754057242,76.4767596585,,,2013,16.4984020202,20.6741721907,15.8243122081,221.718,271.128,693.851,-60.7604166667,-37.0762711864,29.6656345721,35.0044134544,28.0049575686,,,,,,,,,,,,,,
177,R1014B02013,3355033,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02013,,206.0,27.0,"REPLICATE>BLOCK>PLOT:R1014B02013,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,2069.0639269406,322.4882352941,"76,907533587","76,907533587",6.6724877451,230,280,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
178,R1024B01013,3354289,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01013,,56.0,9.0,"REPLICATE>BLOCK>PLOT:R1024B01013,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,2394.2786069652,295.5882352941,"81,197629786","82,6769095268",7.0772058824,180,195,65,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
179,R1024B02013,3355037,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02013,,71.0,18.0,"REPLICATE>BLOCK>PLOT:R1024B02013,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,2294.6859903382,304.8176470588,"85,7952931765","82,6769095268",6.9946078431,145,215,70,"3,11838364970",2013,,,,,,,,,,,,,,,,,,,,,,,,,
180,R1014B01013,3355264,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01013,,210.0,24.0,"REPLICATE>BLOCK>PLOT:R1014B01013,REPLICATE>BLOCK:34,REPLICATE:1",watered,2508.8028169014,310.7294117647,"76,907533587","75,3318871563",7.7955882353,220,255,110,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
181,R1024B03013,3354481,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03013,,60.0,26.0,"REPLICATE>BLOCK>PLOT:R1024B03013,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,2351.1904761905,310.0588235294,"75,3318871563","78,3268313656",7.2900735294,150,215,85,"-2,99494420930",2013,,,,,,,,,,,,,,,,,,,,,,,,,
182,3013water_regimewatered,3337567,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,358.8214283343,77.5849889206,77.5168573967,229.818698727,2241.2778047992,266.3413637589,113.3045984356,,,2013,16.7010275835,21.2894240482,15.9263256549,245.122,205.81,780.426,-11.2179487179,-7.2578125,29.8997815984,36.0066822893,28.1388976718,,,,,,,,,,,,,,
183,3013water_regimerainfed,3337321,Gai13,127412,https://doi.org/10.15454/CNJTVT,A347_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,348.6053739541,81.2031644688,81.4575697721,157.5336407761,2253.9687621627,202.5399421206,72.9560219733,,,2013,16.7010275835,20.8778221874,15.870206179,245.122,171.609,740.064,-62.7356321839,-37.6967213115,29.8997815984,35.1327317371,28.1624275659,,,,,,,,,,,,,,
184,R1024B01014,3355330,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01014,,76.0,3.0,"REPLICATE>BLOCK>PLOT:R1024B01014,REPLICATE>BLOCK:29,REPLICATE:1",rainfed,1883.865248227,398.6705882353,"81,197629786","82,6769095268",7.5104166667,140,210,75,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
185,R1024B02014,3354550,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02014,,61.0,14.0,"REPLICATE>BLOCK>PLOT:R1024B02014,REPLICATE>BLOCK:13,REPLICATE:2",rainfed,2361.9186046512,360.1882352941,"81,197629786","82,6769095268",8.5073529412,160,215,80,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
186,R1014B01014,3354190,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01014,,189.0,21.0,"REPLICATE>BLOCK>PLOT:R1014B01014,REPLICATE>BLOCK:4,REPLICATE:1",watered,2830.8823529412,373.5,"76,907533587","78,3268313656",10.5733455882,210,275,105,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
187,R1024B03014,3354309,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03014,,57.0,22.0,"REPLICATE>BLOCK>PLOT:R1024B03014,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,2173.9130434783,382.6117647059,"76,907533587","82,6769095268",8.3176470588,170,210,70,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
188,R1014B02014,3354444,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02014,,194.0,29.0,"REPLICATE>BLOCK>PLOT:R1014B02014,REPLICATE>BLOCK:12,REPLICATE:2",watered,2945.4022988506,374.6117647059,"76,907533587","75,3318871563",11.0338235294,230,280,110,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
189,3014water_regimewatered,3337568,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,436.6157189565,77.1570745498,76.5121280849,225.7264782591,2850.8614167487,278.8645943685,109.8279965235,,,2013,16.4984020202,21.3724077312,15.973540594,221.718,191.264,794.972,-11.0512820513,-7.3461538462,29.6656345721,36.077175796,28.213022395,,,,,,,,,,,,,,
190,3014water_regimerainfed,3337322,Gai13,127413,https://doi.org/10.15454/JBBAWF,EP52_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,456.6155647192,79.5963247798,82.75965332,158.8443121872,2162.7862523093,216.3990294132,75.9660910216,,,2013,16.4984020202,20.7546293581,15.8557213786,221.718,246.287,718.692,-60.6989247312,-37.5027777778,29.6656345721,35.0358436006,28.08529252,,,,,,,,,,,,,,
191,R1024B01015,3354603,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01015,,62.0,10.0,"REPLICATE>BLOCK>PLOT:R1024B01015,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,2612.4338624339,276.8294117647,"76,907533587","79,742995425",7.2319852941,175,210,80,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
192,R1024B02015,3355219,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02015,,74.0,17.0,"REPLICATE>BLOCK>PLOT:R1024B02015,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2611.7149758454,299.9470588235,"76,907533587","82,6769095268",7.8337622549,170,215,80,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
193,R1014B01015,3354593,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01015,,197.0,22.0,"REPLICATE>BLOCK>PLOT:R1014B01015,REPLICATE>BLOCK:14,REPLICATE:1",watered,2656.8352059925,390.5529411765,"73,7103504074","73,7103504074",10.3763480392,225,270,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
194,R1024B03015,3354007,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03015,,51.0,21.0,"REPLICATE>BLOCK>PLOT:R1024B03015,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,2772.4358974359,279.8823529412,"76,907533587","79,742995425",7.7595588235,180,220,70,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
195,R1014B02015,3354884,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02015,,203.0,34.0,"REPLICATE>BLOCK>PLOT:R1014B02015,REPLICATE>BLOCK:26,REPLICATE:2",watered,2143.8953488372,379.4117647059,"73,7103504074","75,3318871563",8.1341911765,235,290,130,"-1,62153674890",2013,,,,,,,,,,,,,,,,,,,,,,,,,
196,3015water_regimewatered,3337569,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,433.982040699,74.0046718709,75.1373077958,227.0884542226,2390.7312034437,278.5506369447,114.7095319657,,,2013,16.7029506605,21.2625999122,16.0261513799,266.079,202.041,817.044,-11.2282608696,-7.3409090909,29.9183542014,35.9544936258,28.3210959803,,,,,,,,,,,,,,
197,3015water_regimerainfed,3337323,Gai13,127414,https://doi.org/10.15454/X2ENCA,F7028_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,322.5554444239,76.5912910053,80.7404450798,173.2724211546,2693.126323027,213.2569490264,77.0993133261,,,2013,16.7029506605,20.8765836941,15.870206179,266.079,256.771,740.064,-64.4821428571,-37.6967213115,29.9183542014,35.0682683788,28.1624275659,,,,,,,,,,,,,,
198,R1024B03016,3354483,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03016,,60.0,25.0,"REPLICATE>BLOCK>PLOT:R1024B03016,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,2597.7366255144,356.8764705882,"76,907533587","79,742995425",9.2707107843,195,235,90,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
199,R1024B01016,3354206,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01016,,54.0,2.0,"REPLICATE>BLOCK>PLOT:R1024B01016,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,2283.1050228311,325.9235294118,"78,3268313656","81,197629786",7.4411764706,150,205,80,"-2,87079842040",2013,,,,,,,,,,,,,,,,,,,,,,,,,
200,R1024B02016,3354908,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02016,,68.0,15.0,"REPLICATE>BLOCK>PLOT:R1024B02016,REPLICATE>BLOCK:23,REPLICATE:2",rainfed,2544.8312236287,348.5294117647,"81,197629786","82,6769095268",8.8694852941,150,210,90,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
201,R1014B01016,3354104,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01016,,187.0,19.0,"REPLICATE>BLOCK>PLOT:R1014B01016,REPLICATE>BLOCK:2,REPLICATE:1",watered,3275.6024096386,364.7117647059,"81,197629786","81,197629786",11.9465073529,220,270,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
202,R1014B02016,3354702,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02016,,200.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02016,REPLICATE>BLOCK:27,REPLICATE:2",watered,3056.4692982456,342.4470588235,"76,907533587","75,3318871563",10.4667892157,220,280,130,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
203,3016water_regimewatered,3337570,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,397.3548387404,77.7090785449,76.2618963925,220.4397457406,3193.9907486922,274.7626675693,130.596747079,,,2013,16.7010275835,21.3566373737,15.973540594,245.122,191.264,794.972,-11.1466666667,-7.3461538462,29.8997815984,36.0901245376,28.213022395,,,,,,,,,,,,,,
204,3016water_regimerainfed,3337324,Gai13,127415,https://doi.org/10.15454/DPMMOI,F1890_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,395.1959377473,78.6960355153,81.0065932407,172.4240117669,2460.7598938711,218.656194292,87.1460727327,,,2013,16.7010275835,20.8778221874,15.870206179,245.122,224.915,740.064,-62.7356321839,-37.6967213115,29.8997815984,35.1327317371,28.1624275659,,,,,,,,,,,,,,
205,R1024B01017,3354517,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01017,,60.0,6.0,"REPLICATE>BLOCK>PLOT:R1024B01017,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,2120.0980392157,364,"81,197629786","84,2066964446",7.7171568627,155,200,70,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
206,R1024B02017,3354135,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02017,,53.0,19.0,"REPLICATE>BLOCK>PLOT:R1024B02017,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,1887.2549019608,361.5,"76,907533587","81,197629786",6.8224264706,180,200,90,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
207,R1014B01017,3354282,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01017,,191.0,20.0,"REPLICATE>BLOCK>PLOT:R1014B01017,REPLICATE>BLOCK:3,REPLICATE:1",watered,2652.6162790698,375.3647058824,"79,742995425","79,742995425",9.9569852941,210,255,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
208,R1024B03017,3354896,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03017,,68.0,21.0,"REPLICATE>BLOCK>PLOT:R1024B03017,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,1986.4341085271,369.2941176471,"76,907533587","81,197629786",7.3357843137,150,220,60,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
209,R1014B02017,3355074,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02017,,207.0,32.0,"REPLICATE>BLOCK>PLOT:R1014B02017,REPLICATE>BLOCK:33,REPLICATE:2",watered,2898.5507246377,300.3529411765,"76,907533587","75,3318871563",8.7058823529,240,280,110,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
210,3017water_regimewatered,3337571,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,387.9467643876,77.342987938,76.3322700989,232.2446552784,2800.4307660024,277.8530508485,115.1798767073,,,2013,16.9234175084,21.394600551,15.9256768864,306.933,191.264,794.972,-10.6136363636,-7.3461538462,30.2633014398,36.0937002008,28.1939952424,,,,,,,,,,,,,,
211,3017water_regimerainfed,3337325,Gai13,127416,https://doi.org/10.15454/O8CNHP,A374_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,430.6340024743,78.2401195899,81.8189630184,165.9013558599,2019.4404496442,208.2094724325,74.5778216973,,,2013,16.9234175084,20.8546969697,15.8211675325,306.933,246.172,740.064,-68.2564102564,-37.6967213115,30.2633014398,35.0252888982,28.1430602295,,,,,,,,,,,,,,
212,R1024B01018,3354696,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01018,,64.0,7.0,"REPLICATE>BLOCK>PLOT:R1024B01018,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,Inf,0,"81,197629786","84,2066964446",7.5610294118,160,215,75,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
