,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,Check,L9,L11,L13,W9,W11,W13
57,6,3353959,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:R1024B02252,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,78,88,72,7.5,7.9,7.5,Yes,,,,,,
58,10,3353963,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:R1024B02252,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,79,88,79.5,8.1,8.5,8.5,Yes,,,,,,
59,2,3353955,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:R1024B02252,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,81.5,92,69,7.5,7.5,7.2,Yes,,,,,,
60,3,3353956,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:R1024B02252,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,80,89.5,72,8,8.2,8,Yes,,,,,,
61,5,3353938,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,83,97.5,86.5,8.2,9,8.5,Yes,,,,,,
62,9,3353942,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,80.5,92.5,83.5,8,10,8.5,Yes,,,,,,
63,1,3353931,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,83,94,89.5,9,10.5,10.2,Yes,,,,,,
64,7,3353940,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,87.5,88.5,83.5,7.5,9.5,8.5,Yes,,,,,,
65,4,3353937,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,83.5,93,88,8,9,9,Yes,,,,,,
66,8,3353941,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,80,90.5,85.5,8,8.5,8.5,Yes,,,,,,
67,6,3353939,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,84,97,87.5,8,9,9,Yes,,,,,,
68,10,3353943,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,84,100,92.5,8,10,9.5,Yes,,,,,,
69,2,3353935,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,74,94.5,88.5,7.3,7.7,8,Yes,,,,,,
70,3,3353936,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:R1014B02252,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,84.5,93.5,86.5,8.5,9.5,9,Yes,,,,,,
71,5,3353973,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,78,91,72.5,7,8,7.7,Yes,,,,,,
72,9,3353975,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,78.5,89,81,8,9,9,Yes,,,,,,
73,1,3353969,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,68,90,70,7,8,8,Yes,,,,,,
74,9,3353926,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,74,84.5,79,7.5,8.5,7.7
75,1,3353964,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,84,92,71,7.5,8,7.2,Yes,,,,,,
76,7,3353924,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,76,91.5,68,6.5,7,7
77,4,3353919,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,67.5,84.5,84,7.5,9,9
78,8,3353925,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,75.5,90,75.5,6.5,7.5,7
79,6,3353967,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,80,94,72.5,7.7,8.5,8,Yes,,,,,,
80,10,3353968,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,85.5,92,74,7.5,8.5,8,Yes,,,,,,
81,2,3353965,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,75,86.5,71,7.5,8,7.5,Yes,,,,,,
82,3,3353966,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,79,86,78,8.5,10,9.5,Yes,,,,,,
83,9,3353949,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,82,93,83.5,7.5,8.5,8.5,Yes,,,,,,
84,1,3353944,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,83,92,88,8.3,9,9,Yes,,,,,,
85,3,3353971,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,82.5,92,78.5,8.5,9,8,Yes,,,,,,
86,5,3353923,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:R1024B03252,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,69.5,89,78.5,7,7.5,8
87,7,3353948,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,83,95,98,7.5,9.5,10,Yes,,,,,,
88,4,3353946,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,86,101,91,8,10,9,Yes,,,,,,
89,8,3353915,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,,,,,,Yes,79,95,95,8.5,9,9.5
90,6,3353947,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,80,96,88,7,9,9.2,Yes,,,,,,
91,10,3353950,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,82.5,95.5,94,8,8.5,9.5,Yes,,,,,,
92,2,3353945,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:R1014B01252,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,79,91,89,8.5,9,9,Yes,,,,,,
93,7,3353974,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,92,98.5,76,7.5,8.5,7.9,Yes,,,,,,
94,4,3353972,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,78,73.5,54.5,6,6.5,6.5,Yes,,,,,,
95,6,3353927,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,70,93.5,78,6.5,7.5,7.5
96,10,3353976,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,81,84.5,63.5,7,7.7,7,Yes,,,,,,
97,2,3353970,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:R1024B01252,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,81,77,56,7,8,7,Yes,,,,,,
98,3001water_regimewatered,3337555,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,364.4229128794,77.259425788,77.1817144427,238.9148161824,3305.2912657949,285.7355522921,125.2312514681,,,2013,16.7029506605,21.3045010101,15.8784536297,266.079,205.81,780.426,-11.13,-7.2578125,29.9183542014,35.9694413501,28.1205768983,,,,,,,,,,,,,,
99,3001water_regimerainfed,3337309,Gai13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,370.7721237763,81.5865171023,85.9559985448,181.9023381726,2527.7060722329,221.667236368,88.259385692,,,2013,16.7029506605,20.6914304334,15.7323164849,266.079,241.848,669.825,-64.1559139785,-36.4856321839,29.9183542014,34.9615006632,27.890553521,,,,,,,,,,,,,,
100,R1014B01002,3354961,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01002,,204.0,18.0,"REPLICATE>BLOCK>PLOT:R1014B01002,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,2471.1879432624,420.2352941176,"75,3318871563","78,3268313656",10.3848039216,215,280,120,"-2,99494420930",2013,,,,,,,,,,,,,,,,,,,,,,,,,
101,R1024B03002,3354614,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03002,,63.0,27.0,"REPLICATE>BLOCK>PLOT:R1024B03002,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,2096.8614718615,342.4235294118,"76,907533587","79,742995425",7.1801470588,170,215,80,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
102,R1024B01002,3354780,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01002,,65.0,7.0,"REPLICATE>BLOCK>PLOT:R1024B01002,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,1975.1082251082,339.7058823529,"76,907533587","81,197629786",6.7095588235,160,195,70,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
103,R1024B02002,3355227,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02002,,74.0,13.0,"REPLICATE>BLOCK>PLOT:R1024B02002,REPLICATE>BLOCK:30,REPLICATE:2",rainfed,2445.0231481482,323.5764705882,"75,3318871563","76,907533587",7.9115196078,170,210,70,"-1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
104,R1014B02002,3354432,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02002,,194.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02002,REPLICATE>BLOCK:18,REPLICATE:2",watered,2180.9895833333,430.3058823529,"70,4936948908","73,7103504074",9.3849264706,220,275,100,"-3,21665551660",2013,,,,,,,,,,,,,,,,,,,,,,,,,
105,3002water_regimewatered,3337556,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,472.0831839536,71.6227450001,74.713951021,224.2869862643,2393.8824135269,278.2261649051,113.8993364806,,,2013,16.5345686869,21.2480124158,16.0616214021,242.491,252.798,817.044,-11.3194444444,-7.3409090909,29.6375801386,35.9954607985,28.4001885394,,,,,,,,,,,,,,
106,3002water_regimerainfed,3337310,Gai13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,385.5693704098,76.4616984631,79.367004052,162.9284051224,2138.1254141013,206.8377234648,72.4889115441,,,2013,16.5345686869,21.1150682753,15.9177007532,242.491,228.651,768.184,-65.2283950617,-37.4232804233,29.6375801386,35.7419902881,28.1294095062,,,,,,,,,,,,,,
107,R1014B02003,3354898,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02003,,203.0,27.0,"REPLICATE>BLOCK>PLOT:R1014B02003,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,2559.8404255319,414.1529411765,"73,7103504074","73,7103504074",10.6016544118,240,285,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
108,R1024B01003,3355419,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01003,,78.0,4.0,"REPLICATE>BLOCK>PLOT:R1024B01003,REPLICATE>BLOCK:30,REPLICATE:1",rainfed,2942.0045045045,325.1647058824,"76,907533587","76,907533587",9.5663602941,195,230,90,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
109,R1024B02003,3354556,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02003,,61.0,11.0,"REPLICATE>BLOCK>PLOT:R1024B02003,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,2867.9653679654,330.6470588235,"76,907533587","79,742995425",9.4828431373,170,215,80,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
110,R1014B01003,3354464,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01003,,194.0,19.0,"REPLICATE>BLOCK>PLOT:R1014B01003,REPLICATE>BLOCK:11,REPLICATE:1",watered,2743.9024390244,358.3882352941,"78,3268313656","79,742995425",9.8338235294,225,275,100,"-1,41616405940",2013,,,,,,,,,,,,,,,,,,,,,,,,,
111,R1024B03003,3354802,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03003,,66.0,23.0,"REPLICATE>BLOCK>PLOT:R1024B03003,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,2758.2159624413,306.5529411765,"76,907533587","79,742995425",8.4553921569,160,200,75,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
112,3003water_regimewatered,3337557,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,438.0711389447,74.1745677277,75.0596042916,235.795798088,2662.7790174022,285.0608434944,105.5864947418,,,2013,16.7010275835,21.2480124158,16.0746810468,245.122,202.041,817.044,-11.3194444444,-7.3409090909,29.8997815984,35.9954607985,28.341491153,,,,,,,,,,,,,,
113,3003water_regimerainfed,3337311,Gai13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,376.0331148612,77.5569945639,79.3680157014,173.319758828,2824.4910218014,213.0154261179,81.4777240786,,,2013,16.7010275835,21.1150682753,15.8693190251,245.122,218.052,768.184,-65.2283950617,-37.4232804233,29.8997815984,35.7419902881,28.1109740235,,,,,,,,,,,,,,
