,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L11,L13,W11,W13,Check,L12,L14,W12,W14,L10,W10,L15,W15
514,401023,3349684,Cra12,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,401023.0,,4.0,10.0,"REPLICATE>BLOCK>PLOT:401023,REPLICATE>BLOCK:4,REPLICATE:1",watered,2869.8979591837,232.554020036,"71,3522943923","76,304846632",6.674063075,165,215,80,"-4,95255223970",2012,,,,,,,,,,,,,,,,,,,,,,,,,
515,402662,3349383,Cra12,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402662.0,,6.0,15.0,"REPLICATE>BLOCK>PLOT:402662,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,850.3401360544,236.1354545455,"73,2127793108","79,3444082809",2.0079545455,115,160,45,"-6,13162897010",2012,,,,,,,,,,,,,,,,,,,,,,,,,
516,402398,3349098,Cra12,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402398.0,,13.0,10.0,"REPLICATE>BLOCK>PLOT:402398,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,618.4291898578,247.7777375566,"71,3522943923","80,9101623179",1.532329855,100,140,35,"-9,55786792560",2012,,,,,,,,,,,,,,,,,,,,,,,,,
517,3059water_regimewatered,3335826,Cra12,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,246.8097900693,72.1598407019,75.8809124179,147.8612783494,2491.5824346811,191.6351196678,69.898038464,,,2012,19.7952011604,23.0594407169,20.129602725,223.648,256.314,903.664,-42.2763157895,-18.7604166667,35.2321788389,35.7334678464,32.8734550629,,,,,,,,,,,,,,
518,3059water_regimerainfed,3335580,Cra12,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,265.6369819457,72.3353665718,78.4775994033,108.6674250939,698.820401285,151.6165956612,42.6133981965,,,2012,19.7952011604,23.0445767892,20.0749190144,223.648,278.544,912.7,-103.135,-10.5434782609,35.2321788389,35.7679172453,32.7024333124,,,,,,,,,,,,,,
519,402695,3349419,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402695.0,,5.0,19.0,"REPLICATE>BLOCK>PLOT:402695,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,NA,NA,"69,7269833316",NA,NA,75,110,40,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
520,400882,3349838,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400882.0,,10.0,7.0,"REPLICATE>BLOCK>PLOT:400882,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,1275.5102040816,232.554020036,"66,1757668336","73,2127793108",2.9662502556,140,180,75,"-7,03701247720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
521,400713,3350031,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400713.0,,17.0,17.0,"REPLICATE>BLOCK>PLOT:400713,REPLICATE>BLOCK:17,REPLICATE:2",watered,2010.549982705,227.6728733963,"67,98521909","71,3522943923",4.5774769167,160,200,80,"-3,36707530230",2012,,,,,,,,,,,,,,,,,,,,,,,,,
522,402424,3349125,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402424.0,,13.0,36.0,"REPLICATE>BLOCK>PLOT:402424,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,294.3485086342,247.1529411765,"62,8507672054","77,8429481934",0.7274909964,100,130,40,"-14,99218098800",2012,,,,,,,,,,,,,,,,,,,,,,,,,
523,402743,3349471,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402743.0,,4.0,6.0,"REPLICATE>BLOCK>PLOT:402743,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,768.5766614338,292.8282352941,"71,3522943923","71,3522943923",2.2506094746,125,155,65,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
524,3060water_regimewatered,3335827,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,237.9378979807,66.6968007243,70.7373959015,149.8396514876,1639.1516479065,195.5628374574,84.3234167207,,,2012,18.6789908824,22.7923957566,20.7678923998,130.529,257.677,872.013,-44.869047619,-17.4722222222,34.5420635702,35.8410259855,33.6266124425,,,,,,,,,,,,,,
525,3060water_regimerainfed,3335581,Cra12,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,271.110539826,67.8259081357,74.1511806015,105.2215826331,792.2321872248,138.4757184348,49.4787873715,,,2012,18.6789908824,22.9455834346,20.4387661692,130.529,303.201,877.453,-117.4239130435,-10.89,34.5420635702,35.9619738527,33.245776737,,,,,,,,,,,,,,
526,400914,3349803,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400914.0,,8.0,23.0,"REPLICATE>BLOCK>PLOT:400914,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1998.933901919,258.5437714839,"74,7699030262","80,9101623179",5.1681190995,170,220,95,"-6,14025929170",2012,,,,,,,,,,,,,,,,,,,,,,,,,
527,400688,3350048,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400688.0,,18.0,9.0,"REPLICATE>BLOCK>PLOT:400688,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,1932.0228091237,263.5612227074,"73,2127793108","77,8429481934",5.0920629387,205,240,90,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
528,402224,3348910,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402224.0,,18.0,21.0,"REPLICATE>BLOCK>PLOT:402224,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,549.4505494505,243.6318181818,"74,7699030262","82,6225102274",1.3386363636,130,165,65,"-7,85260720120",2012,,,,,,,,,,,,,,,,,,,,,,,,,
529,402720,3349446,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402720.0,,4.0,29.0,"REPLICATE>BLOCK>PLOT:402720,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,863.4222919937,247.1529411765,"73,2127793108","79,3444082809",2.1339735894,130,165,60,"-6,13162897010",2012,,,,,,,,,,,,,,,,,,,,,,,,,
530,402175,3348858,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402175.0,,19.0,3.0,"REPLICATE>BLOCK>PLOT:402175,REPLICATE>BLOCK:19,REPLICATE:1",rainfed,318.8775510204,270.3029864253,"71,3522943923","80,9101623179",0.8619355434,130,165,65,"-9,55786792560",2012,,,,,,,,,,,,,,,,,,,,,,,,,
531,3061water_regimewatered,3335828,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,269.4268473935,74.6765969324,79.2712482478,192.7528531596,1699.5553198685,228.0349511158,92.5520610726,,,2012,19.5962124679,22.9987687847,20.1824999833,204.267,258.113,865.791,-41.1547619048,-18.902173913,35.1182552036,35.8398805196,32.915568925,,,,,,,,,,,,,,
532,3061water_regimerainfed,3335582,Cra12,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,271.0620570447,72.854395524,81.1195632863,131.5884489487,566.3533617694,167.0028101556,66.3624211048,,,2012,19.5962124679,23.1250835764,20.1691654754,204.267,313.473,781.081,-97.95,-10.369047619,35.1182552036,35.8330907001,33.0428861296,,,,,,,,,,,,,,
533,402542,3349253,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402542.0,,9.0,10.0,"REPLICATE>BLOCK>PLOT:402542,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,NA,NA,"71,3522943923",NA,0.1915412319,95,130,45,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
534,400776,3349953,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400776.0,,14.0,17.0,"REPLICATE>BLOCK>PLOT:400776,REPLICATE>BLOCK:14,REPLICATE:2",watered,1813.6160714286,246.967184701,"71,3522943923","73,2127793108",4.4790365529,175,210,80,"-1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
535,400640,3350100,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400640.0,,20.0,9.0,"REPLICATE>BLOCK>PLOT:400640,REPLICATE>BLOCK:20,REPLICATE:1",watered,1056.2818877551,248.0576213717,"69,7269833316","73,2127793108",2.6201877257,145,180,60,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
536,402200,3348885,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402200.0,,19.0,28.0,"REPLICATE>BLOCK>PLOT:402200,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,167.2800267648,231.9435294118,"71,3522943923","74,7699030262",0.3879951981,115,145,50,"-3,41760863390",2012,,,,,,,,,,,,,,,,,,,,,,,,,
537,402149,3348829,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402149.0,,20.0,24.0,"REPLICATE>BLOCK>PLOT:402149,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,115.9554730983,206.15,"69,7269833316","73,2127793108",0.2390422078,100,130,40,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
538,3062water_regimewatered,3335829,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,254.5772246599,69.9126130066,71.1431270654,159.3075301481,1381.9124091738,187.7605955708,65.6526315867,,,2012,19.4184040437,22.8561954622,20.5620082343,183.688,210.04,940.435,-48.0972222222,-17.4722222222,35.0297764736,35.7216795053,33.3446624072,,,,,,,,,,,,,,
539,3062water_regimerainfed,3335583,Cra12,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,234.4251549558,71.1518423604,74.049261909,110.5258921837,311.0972445829,141.8269025478,48.9118968662,,,2012,19.4184040437,23.0259813213,20.3884410248,183.688,255.564,894.911,-117.3475,-10.89,35.0297764736,35.8727042006,33.1756509267,,,,,,,,,,,,,,
540,402566,3349279,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402566.0,,9.0,34.0,"REPLICATE>BLOCK>PLOT:402566,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,172.9505361467,224.3388235294,"69,7269833316","82,6225102274",0.3879951981,80,110,30,"-12,89552689580",2012,,,,,,,,,,,,,,,,,,,,,,,,,
541,400691,3350045,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400691.0,,18.0,6.0,"REPLICATE>BLOCK>PLOT:400691,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,1737.3328641802,224.8022193681,"66,1757668336","73,2127793108",3.9055628365,155,195,85,"-7,03701247720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
542,402239,3348926,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402239.0,,18.0,6.0,"REPLICATE>BLOCK>PLOT:402239,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,313.9717425432,244.0235294118,"71,3522943923","77,8429481934",0.7661649275,90,120,35,"-6,49065380110",2012,,,,,,,,,,,,,,,,,,,,,,,,,
543,402520,3349229,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402520.0,,10.0,13.0,"REPLICATE>BLOCK>PLOT:402520,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,908.3178726036,247.38,"67,98521909","71,3522943923",2.2469967532,110,145,50,"-3,36707530230",2012,,,,,,,,,,,,,,,,,,,,,,,,,
544,401057,3349647,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,401057.0,,2.0,24.0,"REPLICATE>BLOCK>PLOT:401057,REPLICATE>BLOCK:2,REPLICATE:2",watered,1253.8913870633,227.6728733963,"66,1757668336","69,7269833316",2.8547705502,140,180,75,"-3,55121649800",2012,,,,,,,,,,,,,,,,,,,,,,,,,
545,3063water_regimerainfed,3335584,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,244.3981826275,69.8590526308,77.8427554262,90.7303628329,490.8411710791,121.0949581233,36.8859945781,,,2012,18.7334623909,23.0661207062,20.2786679122,148.273,300.42,850.055,-109.3125,-10.5434782609,34.6229305046,35.9598847107,33.0456524074,,,,,,,,,,,,,,
546,3063water_regimewatered,3335830,Cra12,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,232.8483493829,66.5990690123,72.4684887829,152.026675367,1427.5030992887,193.7120423899,82.3849984648,,,2012,18.7334623909,23.1034233255,20.5625448062,148.273,281.76,864.532,-44.0357142857,-18.0288461538,34.6229305046,35.8902992774,33.451689684,,,,,,,,,,,,,,
547,400919,3349798,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400919.0,,8.0,18.0,"REPLICATE>BLOCK>PLOT:400919,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1706.4258135687,285.5558073106,"69,7269833316","71,3522943923",4.8727980081,165,210,80,"-1,62531106070",2012,,,,,,,,,,,,,,,,,,,,,,,,,
548,402592,3349307,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402592.0,,8.0,13.0,"REPLICATE>BLOCK>PLOT:402592,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,797.193877551,239.8836363636,"73,2127793108","74,7699030262",1.9123376623,120,150,55,"-1,55712371540",2012,,,,,,,,,,,,,,,,,,,,,,,,,
549,400612,3350129,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400612.0,,21.0,12.0,"REPLICATE>BLOCK>PLOT:400612,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,2194.6278511405,263.5612227074,"71,3522943923","76,304846632",5.7841879983,180,220,75,"-4,95255223970",2012,,,,,,,,,,,,,,,,,,,,,,,,,
550,402218,3348903,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402218.0,,18.0,27.0,"REPLICATE>BLOCK>PLOT:402218,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,677.6147959184,243.3505882353,"73,2127793108","77,8429481934",1.6489795918,115,150,55,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
551,402749,3349477,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402749.0,,3.0,1.0,"REPLICATE>BLOCK>PLOT:402749,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,NA,NA,"74,7699030262",NA,0.1436559239,90,120,35,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
552,3064water_regimewatered,3335831,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,283.3761657647,71.3445476799,74.6738825677,163.4974962106,1859.6125716201,200.4790048045,77.6059169931,,,2012,19.4184040437,23.0259813213,20.1861680191,183.688,255.564,926.29,-43.7958333333,-18.4633333333,35.0297764736,35.8727042006,32.9312743507,,,,,,,,,,,,,,
553,3064water_regimerainfed,3335585,Cra12,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,253.1001379531,73.2156728965,76.8970679793,110.9842231069,622.1697107018,142.6991830538,45.3085569795,,,2012,19.4184040437,23.0173506319,20.2385795958,183.688,235.883,888.021,-112.4976190476,-10.6979166667,35.0297764736,35.8620411852,32.9918055968,,,,,,,,,,,,,,
554,400728,3350005,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400728.0,,16.0,17.0,"REPLICATE>BLOCK>PLOT:400728,REPLICATE>BLOCK:16,REPLICATE:2",watered,1515.8237207927,266.2614960058,"67,98521909","71,3522943923",4.0360549158,185,220,95,"-3,36707530230",2012,,,,,,,,,,,,,,,,,,,,,,,,,
555,400703,3350020,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400703.0,,17.0,7.0,"REPLICATE>BLOCK>PLOT:400703,REPLICATE>BLOCK:17,REPLICATE:1",watered,1913.2653061225,263.5612227074,"71,3522943923","73,2127793108",5.0426254345,165,210,90,"-1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
556,402778,3349509,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402778.0,,3.0,30.0,"REPLICATE>BLOCK>PLOT:402778,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,1350.5402160864,258.56,"73,2127793108","73,2127793108",3.4919567827,135,175,70,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
557,402803,3349536,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402803.0,,2.0,18.0,"REPLICATE>BLOCK>PLOT:402803,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,372.84144427,243.6318181818,"67,98521909",NA,0.9083603896,100,140,60,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
558,402391,3349091,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402391.0,,13.0,3.0,"REPLICATE>BLOCK>PLOT:402391,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,1056.8513119534,262.7945701357,"71,3522943923","76,304846632",2.7773478622,130,165,55,"-4,95255223970",2012,,,,,,,,,,,,,,,,,,,,,,,,,
559,3065water_regimewatered,3335832,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,274.4929715321,67.8798736126,69.810114742,168.1864248756,1575.0149121776,212.3951506995,91.9961057377,,,2012,19.4184040437,22.6687220633,20.4723022798,183.688,236.272,993.219,-48.4411764706,-18.3571428571,35.0297764736,35.8337262935,33.1172922717,,,,,,,,,,,,,,
560,3065water_regimerainfed,3335586,Cra12,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,268.1791857356,70.6735902609,74.175991941,115.8513800105,718.3855075643,152.1748826737,58.2399625554,,,2012,19.4184040437,23.0259813213,20.1861680191,183.688,255.564,926.29,-117.3475,-10.89,35.0297764736,35.8727042006,32.9312743507,,,,,,,,,,,,,,
561,400603,3350120,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400603.0,,21.0,3.0,"REPLICATE>BLOCK>PLOT:400603,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,694.0276110444,263.5612227074,"71,3522943923","77,8429481934",1.8291876576,140,180,65,"-6,49065380110",2012,,,,,,,,,,,,,,,,,,,,,,,,,
562,402438,3349141,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402438.0,,12.0,23.0,"REPLICATE>BLOCK>PLOT:402438,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,937.87515006,254.8763636364,"73,2127793108","80,9101623179",2.3904220779,145,180,60,"-7,69738300710",2012,,,,,,,,,,,,,,,,,,,,,,,,,
563,400766,3349984,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400766.0,,15.0,22.0,"REPLICATE>BLOCK>PLOT:400766,REPLICATE>BLOCK:15,REPLICATE:2",watered,1468.7693259122,254.6849092229,"73,2127793108","76,304846632",3.7407338244,150,195,75,"-3,09206732120",2012,,,,,,,,,,,,,,,,,,,,,,,,,
564,402415,3349116,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402415.0,,13.0,27.0,"REPLICATE>BLOCK>PLOT:402415,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,831.0142238714,250.9552941176,"73,2127793108","80,9101623179",2.0854741897,135,175,60,"-7,69738300710",2012,,,,,,,,,,,,,,,,,,,,,,,,,
565,402811,3349545,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402811.0,,2.0,10.0,"REPLICATE>BLOCK>PLOT:402811,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,681.7382125264,217.7440723982,"73,2127793108","82,6225102274",1.484444547,120,185,50,"-9,40973091660",2012,,,,,,,,,,,,,,,,,,,,,,,,,
566,3066water_regimewatered,3335833,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,269.2561325689,71.137597196,73.7814756377,158.0977020699,1373.9548176809,202.0055209536,86.1805251271,,,2012,19.5962124679,23.031063187,20.3464063825,204.267,234.123,932.088,-46.125,-18.0288461538,35.1182552036,35.7386968155,33.1362822887,,,,,,,,,,,,,,
567,3066water_regimerainfed,3335587,Cra12,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,257.3301779524,73.2653457975,81.3178012738,126.4380298783,762.1714310037,173.9273462656,53.9500975529,,,2012,19.5962124679,23.1250835764,20.0799669133,204.267,293.042,815.126,-97.95,-10.369047619,35.1182552036,35.8330907001,32.9163121604,,,,,,,,,,,,,,
568,402549,3349261,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402549.0,,9.0,17.0,"REPLICATE>BLOCK>PLOT:402549,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,908.3178726036,247.38,"76,304846632",NA,2.2469967532,100,145,50,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
569,402596,3349312,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402596.0,,8.0,9.0,"REPLICATE>BLOCK>PLOT:402596,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,345.9010722933,221.498280543,"74,7699030262","80,9101623179",0.7661649275,125,165,70,"-6,14025929170",2012,,,,,,,,,,,,,,,,,,,,,,,,,
570,400853,3349844,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400853.0,,10.0,13.0,"REPLICATE>BLOCK>PLOT:400853,REPLICATE>BLOCK:11,REPLICATE:2",watered,2184.0928152083,281.6969450496,"73,2127793108","73,2127793108",6.1525227375,190,240,100,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
571,400659,3350076,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400659.0,,19.0,11.0,"REPLICATE>BLOCK>PLOT:400659,REPLICATE>BLOCK:19,REPLICATE:1",watered,1718.39569161,279.0648240432,"73,2127793108","76,304846632",4.7954379132,170,215,80,"-3,09206732120",2012,,,,,,,,,,,,,,,,,,,,,,,,,
572,402790,3349522,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402790.0,,2.0,31.0,"REPLICATE>BLOCK>PLOT:402790,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,1406.81272509,258.56,"74,7699030262","77,8429481934",3.637454982,150,195,60,"-3,07304516720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
573,3067water_regimewatered,3335834,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,287.595085541,72.744270099,73.8104652904,165.7452754135,1676.5414261146,212.9567958997,80.7881240292,,,2012,19.9319344409,23.1045747086,20.2396770005,244.997,212.247,947.731,-45.765625,-18.0288461538,35.3491431113,35.5132502401,33.019813885,,,,,,,,,,,,,,
574,3067water_regimerainfed,3335588,Cra12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,260.2918228247,75.4648417382,80.7255038365,120.7388625484,591.3504733174,163.8986447447,56.1822807467,,,2012,19.9319344409,23.1594101225,19.9680023977,244.997,258.821,888.819,-94.675,-10.4318181818,35.3491431113,35.7273421735,32.6111256937,,,,,,,,,,,,,,
