,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill
215,G72-02-2-28,3352753,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-28,,18.0,6.0,"REPLICATE>BLOCK>PLOT:G72-02-2-28,REPLICATE>BLOCK:33,REPLICATE:2",watered,4246.648385131,224.9135294118,"67,0282656168","65,9788172736",9.5512867647,210,260,120,"1,04944834320",2012,,,,,,,,,,,
216,G72-02-1-28,3352751,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-28,,1.0,14.0,"REPLICATE>BLOCK>PLOT:G72-02-1-28,REPLICATE>BLOCK:2,REPLICATE:1",watered,4752.7158376215,237.3152941176,"70,3468421086","71,7553055814",11.2789215686,255,305,115,"-1,40846347280",2012,,,,,,,,,,,
217,G72-01-3-28,3352749,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-28,,27.0,24.0,"REPLICATE>BLOCK>PLOT:G72-01-3-28,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,1578.1563126253,208.4058823529,"70,3468421086","83,19971632",3.2889705882,150,195,80,"-12,85287421140",2012,,,,,,,,,,,
218,G72-01-2-28,3352747,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-28,,16.0,5.0,"REPLICATE>BLOCK>PLOT:G72-01-2-28,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,1151.0500807754,249.4205882353,"70,3468421086","78,9055366062",2.8709558824,150,190,105,"-8,55869449760",2012,,,,,,,,,,,
219,G72-01-1-28,3352745,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-28,,5.0,12.0,"REPLICATE>BLOCK>PLOT:G72-01-1-28,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,1321.1382113821,245.6382352941,"73,2949949091","81,6621384111",3.2452205882,140,180,105,"-8,36714350200",2012,,,,,,,,,,,
220,3028water_regimewatered,3337090,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,286.4581023305,68.4116954814,68.5670256603,237.8335007588,4453.8555541359,287.4162378063,116.3422029069,,,2012,18.3834686147,18.2785964912,16.9818724562,383.403,239.031,941.231,-19.9671052632,-9.6847222222,26.8862582034,27.7268264197,25.3381821444
221,3028water_regimerainfed,3336844,Gai12,127427,https://doi.org/10.15454/KSZLK9,F838_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,280.5300521199,71.5824825207,81.1989555542,148.3921756321,1385.7821698491,187.558583521,96.8165947757,,,2012,,,,,,,,,,,
222,G72-02-2-29,3352763,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-29,,14.0,5.0,"REPLICATE>BLOCK>PLOT:G72-02-2-29,REPLICATE>BLOCK:17,REPLICATE:2",watered,3991.1234764176,250.86,"68,1234868243","70,3468421086",10.0121323529,240,290,120,"-2,22335528430",2012,,,,,,,,,,,
223,G72-02-1-29,3352761,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-29,,6.0,16.0,"REPLICATE>BLOCK>PLOT:G72-02-1-29,REPLICATE>BLOCK:23,REPLICATE:1",watered,4090.2400362319,288.3388235294,"68,1234868243","70,3468421086",11.79375,260,330,125,"-2,22335528430",2012,,,,,,,,,,,
224,G72-01-3-29,3352759,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-29,,26.0,6.0,"REPLICATE>BLOCK>PLOT:G72-01-3-29,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,1004.4642857143,251.8023529412,"69,1907382303",NA,2.5292647059,130,175,85,,2012,,,,,,,,,,,
225,G72-01-2-29,3352757,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-29,,16.0,14.0,"REPLICATE>BLOCK>PLOT:G72-01-2-29,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,501.7784552846,255.84,"70,3468421086","84,6081786292",1.28375,160,190,105,"-14,26133652060",2012,,,,,,,,,,,
226,G72-01-1-29,3352755,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-29,,1.0,23.0,"REPLICATE>BLOCK>PLOT:G72-01-1-29,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,350.6311360449,288.5552941176,"73,2949949091","85,9700180645",1.0117647059,135,170,105,"-12,67502315540",2012,,,,,,,,,,,
227,3029water_regimewatered,3337091,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,340.6473562991,68.1515490203,70.8068905861,255.3773246256,4037.1096254933,316.2543131752,126.8729923213,,,2012,18.4756747475,18.3535878788,16.902988467,301.774,285.068,895.194,-19.765,-8.6354166667,27.1407436626,27.4542889836,25.2610414311
228,3029water_regimerainfed,3336845,Gai12,127428,https://doi.org/10.15454/4W8MAU,B104_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,338.4311913963,70.6405872711,85.5735586364,147.8428306737,678.5861797426,186.4764049591,100.8104698682,,,2012,,,,,,,,,,,
229,G72-02-2-30,3352773,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-30,,13.0,19.0,"REPLICATE>BLOCK>PLOT:G72-02-2-30,REPLICATE>BLOCK:15,REPLICATE:2",watered,4407.7134986226,253.3882352941,"62,0608834049","64,7849117529",11.168627451,240,305,110,"-2,72402834800",2012,,,,,,,,,,,
230,G72-02-1-30,3352771,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-30,,7.0,20.0,"REPLICATE>BLOCK>PLOT:G72-02-1-30,REPLICATE>BLOCK:27,REPLICATE:1",watered,4213.8619201726,260.2870588235,"64,7849117529","65,9788172736",10.9681372549,230,315,110,"-1,19390552070",2012,,,,,,,,,,,
231,G72-01-3-30,3352769,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-30,,22.0,14.0,"REPLICATE>BLOCK>PLOT:G72-01-3-30,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,1416.7954662545,254.2329411765,"64,7849117529","83,19971632",3.6019607843,160,185,85,"-18,41480456710",2012,,,,,,,,,,,
232,G72-01-2-30,3352767,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-30,,10.0,7.0,"REPLICATE>BLOCK>PLOT:G72-01-2-30,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,1008.4925690021,253.7858823529,"68,1234868243","80,2021890789",2.5594117647,145,220,105,"-12,07870225460",2012,,,,,,,,,,,
233,G72-01-1-30,3352765,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-30,,6.0,26.0,"REPLICATE>BLOCK>PLOT:G72-01-1-30,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,849.0296803653,237.3788235294,"64,7849117529","83,19971632",2.0154166667,140,200,105,"-18,41480456710",2012,,,,,,,,,,,
234,3030water_regimewatered,3337092,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,309.1143564954,63.0618135682,65.1579544075,236.2629636148,4280.2316104136,306.3032047191,111.0900585762,,,2012,17.5992213805,17.879215368,17.1184920576,180.558,309.325,989.124,-21.0133928571,-9.8841145833,26.1577021874,26.9658195925,25.5157446615
235,3030water_regimerainfed,3336846,Gai12,127429,https://doi.org/10.15454/LFK19C,B89_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,306.4977236254,65.3374282349,82.3066539096,146.6293720642,1160.2265879002,199.7555702954,96.6628195245,,,2012,,,,,,,,,,,
236,G72-02-2-31,3352783,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-31,,15.0,11.0,"REPLICATE>BLOCK>PLOT:G72-02-2-31,REPLICATE>BLOCK:22,REPLICATE:2",watered,3127.6172529313,308.0988235294,"65,9788172736","71,7553055814",9.6361519608,270,325,120,"-5,77648830780",2012,,,,,,,,,,,
237,G72-02-1-31,3352781,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-31,,4.0,7.0,"REPLICATE>BLOCK>PLOT:G72-02-1-31,REPLICATE>BLOCK:13,REPLICATE:1",watered,4110.9253065775,240.2552941176,"65,9788172736","69,1907382303",9.8767156863,260,315,110,"-3,21192095670",2012,,,,,,,,,,,
238,G72-01-3-31,3352779,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-31,,24.0,19.0,"REPLICATE>BLOCK>PLOT:G72-01-3-31,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,377.7312877731,273.3035294118,"67,0282656168","80,2021890789",1.0323529412,170,215,70,"-13,17392346210",2012,,,,,,,,,,,
239,G72-01-2-31,3352777,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-31,,18.0,17.0,"REPLICATE>BLOCK>PLOT:G72-01-2-31,REPLICATE>BLOCK:35,REPLICATE:2",rainfed,346.6771323914,262.6688235294,"64,7849117529","84,6081786292",0.9106127451,165,225,80,"-19,82326687630",2012,,,,,,,,,,,
240,G72-01-1-31,3352775,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-31,,2.0,2.0,"REPLICATE>BLOCK>PLOT:G72-01-1-31,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,575.6148613291,248.8047058824,"69,1907382303","84,6081786292",1.4321568627,175,225,105,"-15,41744039890",2012,,,,,,,,,,,
241,3031water_regimewatered,3337093,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,353.0691626024,65.7979445899,70.5451714319,258.923320043,3631.1273834028,313.1432299459,107.1937281878,,,2012,18.3034324729,18.4736666667,16.9207180145,378.231,330.394,917.38,-20.0645833333,-9.2629310345,26.7875486707,27.7927194798,25.2945761976
242,3031water_regimerainfed,3336847,Gai12,127430,https://doi.org/10.15454/TX6MDP,NC290_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,333.6267921341,67.3165507828,82.9477325068,161.9997889149,456.0740120757,219.189354225,86.5350537744,,,2012,,,,,,,,,,,
243,G72-02-2-32,3352793,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-32,,11.0,26.0,"REPLICATE>BLOCK>PLOT:G72-02-2-32,REPLICATE>BLOCK:8,REPLICATE:2",watered,4297.0840021402,255.0635294118,"64,7849117529","68,1234868243",10.9602941176,235,280,110,"-3,33857507140",2012,,,,,,,,,,,
244,G72-02-1-32,3352791,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-32,,1.0,2.0,"REPLICATE>BLOCK>PLOT:G72-02-1-32,REPLICATE>BLOCK:1,REPLICATE:1",watered,3837.7192982456,299.4176470588,"65,9788172736","67,0282656168",11.4908088235,230,280,95,"-1,04944834320",2012,,,,,,,,,,,
245,G72-01-3-32,3352789,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-32,,19.0,10.0,"REPLICATE>BLOCK>PLOT:G72-01-3-32,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,1445.9978070175,241.7694117647,"63,3048330487","67,0282656168",3.4959803922,150,200,75,"-3,72343256810",2012,,,,,,,,,,,
246,G72-01-2-32,3352787,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-32,,17.0,27.0,"REPLICATE>BLOCK>PLOT:G72-01-2-32,REPLICATE>BLOCK:32,REPLICATE:2",rainfed,2494.8559670782,203.2623529412,"63,3048330487","81,6621384111",5.0711029412,160,215,105,"-18,35730536240",2012,,,,,,,,,,,
247,G72-01-1-32,3352785,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-32,,9.0,24.0,"REPLICATE>BLOCK>PLOT:G72-01-1-32,REPLICATE>BLOCK:36,REPLICATE:1",rainfed,1893.9393939394,238.0011764706,"63,3048330487","78,9055366062",4.5075980392,145,190,105,"-15,60070355750",2012,,,,,,,,,,,
248,3032water_regimewatered,3337094,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,340.1891033339,65.2779853727,67.0290361932,240.5076996604,4079.1750634546,281.3368834308,102.8701085458,,,2012,18.4739180264,18.1433189033,17.0028854165,319.22,284.339,963.435,-19.255952381,-9.9206989247,27.1150701404,27.3133541808,25.3819659186
249,3032water_regimerainfed,3336848,Gai12,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,274.2159491332,63.639188164,75.838198184,151.2458130549,2045.3364330381,206.7513932251,97.5944864938,,,2012,,,,,,,,,,,
250,G72-02-2-33,3352803,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-33,,18.0,17.0,"REPLICATE>BLOCK>PLOT:G72-02-2-33,REPLICATE>BLOCK:35,REPLICATE:2",watered,3911.9359534207,287.7317647059,"64,7849117529","64,7849117529",11.2558823529,240,285,125,"0,00000000000",2012,,,,,,,,,,,
251,G72-02-1-33,3352801,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-33,,7.0,7.0,"REPLICATE>BLOCK>PLOT:G72-02-1-33,REPLICATE>BLOCK:25,REPLICATE:1",watered,3263.0522088353,312.8611764706,"63,3048330487","64,7849117529",10.2088235294,260,290,125,"-1,48007870420",2012,,,,,,,,,,,
252,G72-01-3-33,3352799,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-33,,21.0,6.0,"REPLICATE>BLOCK>PLOT:G72-01-3-33,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,1478.4946236559,226.8105882353,"67,0282656168","68,1234868243",3.3533823529,170,200,100,"-1,09522120750",2012,,,,,,,,,,,
253,G72-01-2-33,3352797,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-33,,16.0,20.0,"REPLICATE>BLOCK>PLOT:G72-01-2-33,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,1580.710955711,236.5388235294,"68,1234868243","80,2021890789",3.738995098,175,190,105,"-12,07870225460",2012,,,,,,,,,,,
254,G72-01-1-33,3352795,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-33,,8.0,5.0,"REPLICATE>BLOCK>PLOT:G72-01-1-33,REPLICATE>BLOCK:29,REPLICATE:1",rainfed,1372.8323699422,214.3164705882,"63,3048330487","78,9055366062",2.9422058824,150,185,105,"-15,60070355750",2012,,,,,,,,,,,
255,3033water_regimewatered,3337095,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,360.7451071621,63.9977102275,64.6751993223,250.6634735647,3665.5947386322,290.0337929678,121.0218313992,,,2012,18.5191982323,17.8377134986,17.1364637387,260.476,255.262,1015.171,-22.240530303,-9.5997474747,27.2494496325,27.014947452,25.5538073905
256,3033water_regimerainfed,3336849,Gai12,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,270.0609993385,66.3515762685,75.0763115009,165.1341025301,1521.4026852361,183.6742061979,101.6137413565,,,2012,,,,,,,,,,,
257,G72-02-2-34,3352813,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-34,,17.0,9.0,"REPLICATE>BLOCK>PLOT:G72-02-2-34,REPLICATE>BLOCK:30,REPLICATE:2",watered,3991.1234764176,263.44,"65,9788172736","70,3468421086",10.5142156863,225,265,115,"-4,36802483500",2012,,,,,,,,,,,
258,G72-02-1-34,3352811,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-34,,4.0,13.0,"REPLICATE>BLOCK>PLOT:G72-02-1-34,REPLICATE>BLOCK:14,REPLICATE:1",watered,5046.4655697745,232.6358823529,"65,9788172736","69,1907382303",11.7398897059,250,290,NA,"-3,21192095670",2012,,,,,,,,,,,
259,G72-01-3-34,3352809,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-34,,22.0,18.0,"REPLICATE>BLOCK>PLOT:G72-01-3-34,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,385.3564547206,208.2105882353,"70,3468421086","81,6621384111",0.8023529412,145,205,100,"-11,31529630250",2012,,,,,,,,,,,
260,G72-01-2-34,3352807,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-34,,13.0,23.0,"REPLICATE>BLOCK>PLOT:G72-01-2-34,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,901.7412935323,227.3270588235,"71,7553055814","80,2021890789",2.0499019608,160,220,105,"-8,44688349750",2012,,,,,,,,,,,
261,G72-01-1-34,3352805,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-34,,4.0,9.0,"REPLICATE>BLOCK>PLOT:G72-01-1-34,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,974.2951907131,252.5505882353,"70,3468421086","81,6621384111",2.4605882353,165,180,105,"-11,31529630250",2012,,,,,,,,,,,
262,3034water_regimewatered,3337096,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,290.1359863794,66.5569204502,70.6181919958,235.709532465,4464.333594039,276.7525278551,129.4411920556,,,2012,18.5191982323,18.2985072952,16.9443230001,260.476,334.953,895.194,-20.899691358,-8.6354166667,27.2494496325,27.3860650089,25.3450619165
263,3034water_regimerainfed,3336850,Gai12,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,283.2153793088,70.8275376933,81.0788329662,156.2983658975,789.3641463967,202.9817894256,102.2582675912,,,2012,,,,,,,,,,,
264,G72-02-2-35,3352823,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-35,,14.0,18.0,"REPLICATE>BLOCK>PLOT:G72-02-2-35,REPLICATE>BLOCK:19,REPLICATE:2",watered,4160.592808552,262.6976470588,"65,9788172736","64,7849117529",10.9297794118,240,295,110,"1,19390552070",2012,,,,,,,,,,,
265,G72-02-1-35,3352821,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-35,,8.0,23.0,"REPLICATE>BLOCK>PLOT:G72-02-1-35,REPLICATE>BLOCK:32,REPLICATE:1",watered,4115.9224176816,281.2547058824,"64,7849117529","69,1907382303",11.5762254902,245,305,110,"-4,40582647740",2012,,,,,,,,,,,
266,G72-01-3-35,3352819,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-35,,23.0,5.0,"REPLICATE>BLOCK>PLOT:G72-01-3-35,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,607.8055022393,199.8188235294,"63,3048330487","81,6621384111",1.2145098039,180,235,90,"-18,35730536240",2012,,,,,,,,,,,
267,G72-01-2-35,3352817,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-35,,16.0,24.0,"REPLICATE>BLOCK>PLOT:G72-01-2-35,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,925.1644736842,242.1270588235,"63,3048330487","68,1234868243",2.2400735294,185,240,105,"-4,81865377560",2012,,,,,,,,,,,
268,G72-01-1-35,3352815,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-35,,6.0,20.0,"REPLICATE>BLOCK>PLOT:G72-01-1-35,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,943.6701509872,219.4705882353,"64,7849117529","83,19971632",2.0710784314,165,225,105,"-18,41480456710",2012,,,,,,,,,,,
269,3035water_regimewatered,3337097,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,354.9439285065,64.9344871289,66.3520703794,246.7299775016,4203.3356579464,299.8606874973,107.5473251222,,,2012,18.0388325563,18.1108207071,17.0028854165,264.524,284.339,963.435,-20.7725694444,-9.9206989247,26.7374728205,27.2133416888,25.3819659186
270,3035water_regimerainfed,3336851,Gai12,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,284.6971983491,63.7998200927,77.4086703913,173.7699866338,837.077489816,227.1945758295,98.0598239041,,,2012,,,,,,,,,,,
271,G72-02-2-36,3352833,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-36,,12.0,12.0,"REPLICATE>BLOCK>PLOT:G72-02-2-36,REPLICATE>BLOCK:10,REPLICATE:2",watered,4661.6861030126,278.8388235294,"65,9788172736","64,7849117529",12.9985906863,260,300,140,"1,19390552070",2012,,,,,,,,,,,
272,G72-02-1-36,3352831,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-36,,8.0,17.0,"REPLICATE>BLOCK>PLOT:G72-02-1-36,REPLICATE>BLOCK:31,REPLICATE:1",watered,4998.0590062112,261.7670588235,"67,0282656168","68,1234868243",13.0832720588,240,315,135,"-1,09522120750",2012,,,,,,,,,,,
273,G72-01-3-36,3352829,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-36,,22.0,7.0,"REPLICATE>BLOCK>PLOT:G72-01-3-36,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,1158.7771203156,201.9052941176,"64,7849117529","80,2021890789",2.3396323529,170,205,95,"-15,41727732600",2012,,,,,,,,,,,
274,G72-01-2-36,3352827,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-36,,18.0,4.0,"REPLICATE>BLOCK>PLOT:G72-01-2-36,REPLICATE>BLOCK:33,REPLICATE:2",rainfed,1381.2576312576,217.7576470588,"69,1907382303","81,6621384111",3.0077941176,165,210,100,"-12,47140018080",2012,,,,,,,,,,,
275,G72-01-1-36,3352825,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-36,,1.0,14.0,"REPLICATE>BLOCK>PLOT:G72-01-1-36,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,1794.6577629382,251.2276470588,"73,2949949091","80,2021890789",4.5086764706,160,185,105,"-6,90719416980",2012,,,,,,,,,,,
276,3036water_regimewatered,3337098,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,322.2876176859,66.5473845919,67.090898133,248.8544250627,4790.0915470491,314.2051077541,131.4748875394,,,2012,18.472430303,18.1438998682,17.0439396396,280.475,266.712,963.435,-20.2554347826,-9.9206989247,27.1868526225,27.2798120066,25.4644615555
277,3036water_regimerainfed,3336852,Gai12,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,267.4151556443,69.3541044483,80.6167507095,163.3678428761,1342.1116123587,196.2154025413,102.5676274759,,,2012,,,,,,,,,,,
278,G72-02-2-37,3352839,Gai12,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-37,,10.0,1.0,"REPLICATE>BLOCK>PLOT:G72-02-2-37,REPLICATE>BLOCK:1,REPLICATE:2",watered,5026.455026455,262.0058823529,"69,1907382303","68,1234868243",13.1696078431,280,330,140,"1,06725140600",2012,,,,,,,,,,,
279,G72-02-1-37,3352838,Gai12,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-37,,7.0,10.0,"REPLICATE>BLOCK>PLOT:G72-02-1-37,REPLICATE>BLOCK:26,REPLICATE:1",watered,NA,NA,"65,9788172736","65,9788172736",NA,270,335,120,"0,00000000000",2012,,,,,,,,,,,
