,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,L9,L11,L13,W9,W11,W13,L8,W8,L15,W15
60,9,3342141,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:905,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,82,82,72,6,7.5,7.8,,,,,,,,,,
61,5,3342138,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:905,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,70,82,75,7.5,8.2,7,,,,,,,,,,
62,2,3342136,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:905,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,73,88,76,6.5,8,8.2,,,,,,,,,,
63,4,3342137,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:905,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,79,86,77,8,7.5,8.4,,,,,,,,,,
64,1,3342135,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:905,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,73,88,78,7.2,9,9.5,,,,,,,,,,
65,7,3342139,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:905,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,18,79,90,72,7.3,8.4,8.4,,,,,,,,,,
66,10,3342129,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,72,82,76,7.8,8,7.8,,,,,,,,,,
67,8,3342128,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,75,81,69,8.2,9,8.5,,,,,,,,,,
68,3,3342121,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,18,,,,,,,76,79,66,8,8.5,6.5,,,,
69,6,3342123,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,70,78,65,6.8,7.5,7.3,,,,
70,9,3342124,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,77,81,73,8.2,8.5,8.4,,,,
71,5,3342126,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,77,82,62,8.6,7.5,8.2,,,,,,,,,,
72,2,3342125,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,18,74,77,70,7.5,8,8.2,,,,,,,,,,
73,4,3342122,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,,,,,,,74,79,67,7.5,7.8,8,,,,
74,1,3342117,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,78,86,81,8.5,9.8,9,,,,
75,7,3342127,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:589,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,72,80,74,7,8,9,,,,,,,,,,
76,10,3342116,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,74,89,79,9,10,9,,,,,,,,,,
77,8,3342114,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,18,87,84,85,8.5,10.5,10,,,,,,,,,,
78,3,3342109,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,70,85,76,8,9.5,9,,,,,,,,,,
79,6,3342112,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,85,86,87,7,9.4,8.2,,,,,,,,,,
80,9,3342115,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,18,86,97,82,9.5,9.7,7.5,,,,,,,,,,
81,5,3342111,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,18,83,90,73,8.4,8.6,8.2,,,,,,,,,,
82,2,3342108,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,74,89,85,9,9.8,9.5,,,,
83,4,3342110,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,18,76,92,79,7.8,8.5,7.5,,,,,,,,,,
84,1,3342104,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,100,85,,9.5,8.5,,,,,,,,76,7,,
85,7,3342113,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:397,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,87,89,91,8.2,9,9.4,,,,,,,,,,
86,10,3342102,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,69,80,75,6.5,7.5,7.5,,,,,,,,,,
87,8,3342098,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,,,,,,74,83,81,8,10,10.2,,,,
88,3,3342103,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,,,,,,,85,91,,9,9,,,76,8.5
89,6,3342097,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,74,84,82,8,10.5,10.5,,,,
90,9,3342101,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,70,87,78,7.5,8,8.5,,,,,,,,,,
91,2,3342099,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,62,74,79,8,10,9,,,,,,,,,,
92,5,3342096,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,,,,,,71,87,83,7,9.5,9.5,,,,
93,4,3342095,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,,,,,,70,76,86,8.4,8.5,7.5,,,,
94,1,3342091,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,18,,,,,,,78,92,81,7.5,8.5,8,,,,
95,7,3342100,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:3,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,17,73,88,85,7.5,9.5,10,,,,,,,,,,
96,3001water_regimewatered,3339587,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,342.4348339745,70.3684535337,70.3047696807,256.8319995979,2580.7635552223,286.6338796468,118.8293978132,,,2013,17.2521376812,17.5065217391,16.9531991342,226.16,212.517,1238.775,-111.9712962685,-93.7577279961,32.3074397376,33.542215728,31.1753947275,,,,,,,,,,,,,,,,,
97,3001water_regimerainfed,3339341,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,278.7539743244,69.6261991503,72.0045490492,225.5310379439,2429.5694217344,259.0856869706,122.6678600836,,,2013,17.2521376812,17.5525462963,16.5486349607,226.16,265.27,1199.06,-189.3545151602,-167.2929686522,32.3074397376,33.6507584747,30.938950204,,,,,,,,,,,,,,,,,
98,413,3343568,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,413.0,,23.0,14.0,"REPLICATE>BLOCK>PLOT:413,REPLICATE>BLOCK:23,REPLICATE:2",watered,3602.9079203983,293,"68,9775284053","68,9775284053",10.5565202068,272,300,131,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,75,3343269,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,75.0,,11.0,5.0,"REPLICATE>BLOCK>PLOT:75,REPLICATE>BLOCK:11,REPLICATE:1",watered,3522.150401514,294,"67,6265019604","70,3112532024",10.3551221805,261,293,124,"-2,68475124200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1005,3343019,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1005.0,,24.0,18.0,"REPLICATE>BLOCK>PLOT:1005,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,1870.7417370406,341,"68,9775284053","64,6062487951",6.3792293233,235,266,125,"4,37127961020",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1219,3342671,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1219.0,,13.0,29.0,"REPLICATE>BLOCK>PLOT:1219,REPLICATE>BLOCK:31,REPLICATE:3",rainfed,1787.5860201351,354,"67,6265019604","66,1421419741",6.3280545113,244,272,125,"1,48435998630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,614,3342289,Mar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,614.0,,4.0,10.0,"REPLICATE>BLOCK>PLOT:614,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,2530.0222741841,373,"67,6265019604","66,1421419741",9.4369830827,228,260,116,"1,48435998630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1011,3342185,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1011.0,,1.0,24.0,"REPLICATE>BLOCK>PLOT:1011,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2431.3837478311,325,"61,8704482889","66,1421419741",7.9019971805,214,244,94,"-4,27169368520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,476,3343488,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,476.0,,20.0,15.0,"REPLICATE>BLOCK>PLOT:476,REPLICATE>BLOCK:32,REPLICATE:2",watered,3388.4040145756,358,"63,2119003379","67,6265019604",12.1304863722,228,252,108,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,129,3343179,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,129.0,,7.0,10.0,"REPLICATE>BLOCK>PLOT:129,REPLICATE>BLOCK:19,REPLICATE:1",watered,3877.5677107133,362,"63,2119003379","66,1421419741",14.0367951128,225,260,118,"-2,93024163620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,826,3342951,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,826.0,,22.0,1.0,"REPLICATE>BLOCK>PLOT:826,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,3042.8286272958,323,"60,6154467353","64,6062487951",9.8283364662,221,253,91,"-3,99080205980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,748,3342580,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,748.0,,11.0,20.0,"REPLICATE>BLOCK>PLOT:748,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,3568.6420641447,320,"60,6154467353","64,6062487951",11.4196546053,231,260,90,"-3,99080205980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3002water_regimewatered,3339588,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,360.0679119488,62.985374642,66.9198056113,226.1915341865,3549.6404817386,256.1853918432,113.3447292828,,,2013,17.3491183575,17.3472222222,17.5244980104,206.799,307.835,1262.005,-111.194867147,-95.0850957572,32.353323651,33.4353285591,31.7986263337,,,,,,,,,,,,,,,,,
109,3002water_regimerainfed,3339342,Mar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,322.8718116469,60.8380554832,65.0803373822,221.9882750615,2867.8637280567,252.3524796116,91.7199330301,,,2013,17.3491183575,17.3071428571,17.7125910621,206.799,309.568,1284.601,-179.5747172102,-170.0432092227,32.353323651,33.4892062257,31.9358854646,,,,,,,,,,,,,,,,,
110,1010,3342184,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1010.0,,1.0,23.0,"REPLICATE>BLOCK>PLOT:1010,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2233.3020570529,301,"60,6154467353","66,1421419741",6.7222391917,254,281,109,"-5,52669523880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,250,3343293,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,250.0,,12.0,17.0,"REPLICATE>BLOCK>PLOT:250,REPLICATE>BLOCK:36,REPLICATE:1",watered,3034.0634060642,306,"67,6265019604","70,3112532024",9.2842340226,260,288,119,"-2,68475124200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,576,3342560,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,576.0,,11.0,2.0,"REPLICATE>BLOCK>PLOT:576,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2943.084273183,300,"60,6154467353","64,6062487951",8.8292528195,242,271,99,"-3,99080205980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,360,3343396,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,360.0,,16.0,12.0,"REPLICATE>BLOCK>PLOT:360,REPLICATE>BLOCK:16,REPLICATE:2",watered,3672.6749542442,304,"67,6265019604","68,9775284053",11.1649318609,251,285,113,"-1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,873,3342812,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,873.0,,17.0,12.0,"REPLICATE>BLOCK>PLOT:873,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,3161.5587545597,303,"61,8704482889","64,6062487951",9.5795230263,241,276,102,"-2,73580050620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,3003water_regimewatered,3339589,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,305.4367014435,67.6603652554,69.6909899717,255.5218461487,3343.7941759633,285.6875790291,115.6562884936,,,2013,17.3491183575,17.4914351852,17.1111809269,206.799,266.816,1224.884,-110.8057330622,-93.8334133558,32.353323651,33.5688643362,31.222069674,,,,,,,,,,,,,,,,,
116,3003water_regimerainfed,3339343,Mar13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,301.8306321441,61.0136819414,65.1012352741,245.5100495798,2798.4949282902,276.1547478948,103.2764491285,,,2013,17.3491183575,17.3071428571,17.7125910621,206.799,309.568,1298.492,-179.5747172102,-170.0432092227,32.353323651,33.4892062257,31.9358854646,,,,,,,,,,,,,,,,,
117,3004water_regimewatered,3339590,Mar13,127403,https://doi.org/10.15454/EW2AP2,W64A_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,288.37454013,68.3701490002,72.2664729474,251.9764261391,3354.1863231482,282.3135189273,109.5666137404,,,2013,17.3064015152,17.5651709402,16.5486349607,187.496,292.64,1199.06,-107.2256256248,-94.9980633243,32.2568803099,33.7028870335,30.938950204,,,,,,,,,,,,,,,,,
118,3004water_regimerainfed,3339344,Mar13,127403,https://doi.org/10.15454/EW2AP2,W64A_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,290.8550300142,63.8875572025,67.603821387,207.8104211106,2571.1719042105,237.8760016072,96.962675824,,,2013,17.3064015152,17.3881642512,17.5050609031,187.496,283.455,1275.896,-178.6936306156,-169.4172766192,32.2568803099,33.4805350197,31.6608951613,,,,,,,,,,,,,,,,,
